code,level,type,localPrefix,name,postCode
16.01.07.2010,4,DESA,Desa,Mekar Jaya,32151
16.01.07.2011,4,DESA,Desa,Penantian,32151
16.01.08,3,KECAMATAN,Kecamatan,Pengandonan,
16.01.08.2001,4,DESA,Desa,Gunung Meraksa,32155
16.01.08.2003,4,DESA,Desa,Tanjung Pura,32155
16.01.08.2004,4,DESA,Desa,Tanjung Sari,32155
16.01.08.2005,4,DESA,Desa,Tangsi Lontar,32155
16.01.08.2006,4,DESA,Desa,Belambangan,32155
16.01.08.2007,4,DESA,Desa,Kesambirata,32155
16.01.08.2008,4,DESA,Desa,Gunung Liwat,32155
16.01.08.2015,4,DESA,Desa,Pengandonan,32155
16.01.08.2016,4,DESA,Desa,Semanding,32155
16.01.08.2017,4,DESA,Desa,Tanjungan,32155
16.01.08.2018,4,DESA,Desa,Ujanmas,32155
16.01.08.2019,4,DESA,Desa,Gunung Kuripan,32155
16.01.09,3,KECAMATAN,Kecamatan,Peninjauan,
16.01.09.2001,4,DESA,Desa,Kepayang,32191
16.01.09.2002,4,DESA,Desa,Kedondong,32191
16.01.09.2003,4,DESA,Desa,Belimbing,32191
16.01.09.2004,4,DESA,Desa,Durian,32191
16.01.09.2006,4,DESA,Desa,Lubuk Rukam,32191
16.01.09.2007,4,DESA,Desa,Bindu,32191
16.01.09.2009,4,DESA,Desa,Mendala,32191
16.01.09.2010,4,DESA,Desa,Peninjauan,32191
16.01.09.2011,4,DESA,Desa,Saung Naga,32191
16.01.09.2022,4,DESA,Desa,Makartitama,32191
16.01.09.2023,4,DESA,Desa,Espetiga,32191
16.01.09.2024,4,DESA,Desa,Makarti Jaya,32191
16.01.09.2025,4,DESA,Desa,Mitra Kencana,32191
16.01.09.2026,4,DESA,Desa,Penilikan,32191
16.01.09.2027,4,DESA,Desa,Panji Jaya,32191
16.01.09.2028,4,DESA,Desa,Karang Dapo,32191
16.01.13,3,KECAMATAN,Kecamatan,Baturaja Barat,
16.01.13.1003,4,KELURAHAN,Kelurahan,Tanjungagung,32123
16.01.13.1004,4,KELURAHAN,Kelurahan,Saung Naga,32124
16.01.13.1005,4,KELURAHAN,Kelurahan,Talang Jawa,32122
16.01.13.1007,4,KELURAHAN,Kelurahan,Batu Kuning,32121
16.01.13.1011,4,KELURAHAN,Kelurahan,Air Gading,32121
16.01.13.2001,4,DESA,Desa,Batu Putih,32121
16.01.13.2002,4,DESA,Desa,Laya,32125
16.01.13.2006,4,DESA,Desa,Pusar,32126
16.01.13.2008,4,DESA,Desa,Karang Agung,32121
16.01.13.2009,4,DESA,Desa,Karang Endah,32121
16.01.13.2010,4,DESA,Desa,Tanjung Karang,32121
16.01.13.2012,4,DESA,Desa,Sukamaju,32124
16.01.14,3,KECAMATAN,Kecamatan,Baturaja Timur,
16.01.14.1001,4,KELURAHAN,Kelurahan,Baturaja Lama,32114
16.01.14.1003,4,KELURAHAN,Kelurahan,Pasar Baru,32116
16.01.14.1004,4,KELURAHAN,Kelurahan,Kemalaraja,32111
16.01.14.1005,4,KELURAHAN,Kelurahan,Sukaraya,32112
16.01.14.1006,4,KELURAHAN,Kelurahan,Sukajadi,32117
16.01.14.1011,4,KELURAHAN,Kelurahan,Kemelak Bindung Langit,32111
16.01.14.1012,4,KELURAHAN,Kelurahan,Sepancar Lawang Kulon,32111
16.01.14.1013,4,KELURAHAN,Kelurahan,Baturaja Permai,32111
16.01.14.1014,4,KELURAHAN,Kelurahan,Sekar Jaya,32111
16.01.14.2007,4,DESA,Desa,Tanjung Kemala,32111
16.01.14.2008,4,DESA,Desa,Tanjung Baru,32113
16.01.14.2015,4,DESA,Desa,Air Paoh,32111
16.01.14.2016,4,DESA,Desa,Terusan,32111
16.01.20,3,KECAMATAN,Kecamatan,Ulu Ogan,
16.01.20.2001,4,DESA,Desa,Kelumpang,32157
16.01.20.2002,4,DESA,Desa,Gunung Tiga,32157
16.01.20.2003,4,DESA,Desa,Mendingin,32157
16.01.20.2004,4,DESA,Desa,Ulak Lebar,32157
16.01.20.2005,4,DESA,Desa,Pedataran,32157
16.01.20.2006,4,DESA,Desa,Sukajadi,32157
16.01.20.2007,4,DESA,Desa,Belandang,32157
16.01.21,3,KECAMATAN,Kecamatan,Semidang Aji,
16.01.21.2001,4,DESA,Desa,Tanjung Kurung,32156
16.01.21.2002,4,DESA,Desa,Sukarami,32156
16.01.21.2003,4,DESA,Desa,Batanghari,32156
16.01.21.2004,4,DESA,Desa,Nyiur Sayak,32156
16.01.21.2005,4,DESA,Desa,Suka Merindu,32156
16.01.21.2006,4,DESA,Desa,Padang Bindu,32156
16.01.21.2007,4,DESA,Desa,Panggal Panggang,32156
16.01.21.2008,4,DESA,Desa,Bedegung,32156
16.01.21.2009,4,DESA,Desa,Ulak Pandan,32156
16.01.21.2010,4,DESA,Desa,Keban Agung,32156
16.01.21.2011,4,DESA,Desa,Tubohan,32156
16.01.21.2012,4,DESA,Desa,Raksa Jiwa,32156
16.01.21.2013,4,DESA,Desa,Seleman,32156
16.01.21.2014,4,DESA,Desa,Kebun Jati,32156
16.01.21.2015,4,DESA,Desa,Singapura,32156
16.01.21.2016,4,DESA,Desa,Pengaringan,32156
16.01.21.2017,4,DESA,Desa,Banjarsari,32156
16.01.21.2018,4,DESA,Desa,Pandan Dulang,32156
16.01.21.2020,4,DESA,Desa,Panai Makmur,32156
16.01.21.2021,4,DESA,Desa,Guna Makmur,32156
16.01.21.2022,4,DESA,Desa,Tebing Kampung,32156
16.01.22,3,KECAMATAN,Kecamatan,Lubuk Batang,
16.01.22.2001,4,DESA,Desa,Merbau,32192
16.01.22.2002,4,DESA,Desa,Gunung Meraksa,32192
16.01.22.2003,4,DESA,Desa,Kurup,32192
16.01.22.2004,4,DESA,Desa,Banu Ayu,32192
16.01.22.2005,4,DESA,Desa,Tanjung Dalam,32192
16.01.22.2006,4,DESA,Desa,Lubuk Batang Baru,32192
16.01.22.2007,4,DESA,Desa,Lubuk Batang Lama,32192
16.01.22.2008,4,DESA,Desa,Belatung,32192
16.01.22.2009,4,DESA,Desa,Karta Mulya,32192
16.01.22.2010,4,DESA,Desa,Lunggaian,32192
16.01.22.2011,4,DESA,Desa,Bandar Agung,32192
16.01.22.2012,4,DESA,Desa,Tanjung Manggus,32192
16.01.22.2015,4,DESA,Desa,Markisa,32192
16.01.22.2016,4,DESA,Desa,Air Wall,32192
16.01.22.2017,4,DESA,Desa,Sumber Bahagia,32192
16.01.28,3,KECAMATAN,Kecamatan,Lengkiti,
16.01.28.2001,4,DESA,Desa,Bandar Jaya,32158
16.01.28.2002,4,DESA,Desa,Karang Endah,32158
16.01.28.2003,4,DESA,Desa,Pajar Bulan,32158
16.01.28.2004,4,DESA,Desa,Pagar Dewa,32158
16.01.28.2005,4,DESA,Desa,Bumi Kawa,32158
16.01.28.2006,4,DESA,Desa,Tanjunglengkayap,32158
16.01.28.2007,4,DESA,Desa,Lubuk Dalam,32158
16.01.28.2008,4,DESA,Desa,Negeri Ratu,32158
16.01.28.2009,4,DESA,Desa,Segara Kembang,32158
16.01.28.2010,4,DESA,Desa,Tihang,32158
16.01.28.2011,4,DESA,Desa,Lubuk Hara,32158
16.01.28.2012,4,DESA,Desa,Sukaraja,32158
16.01.28.2013,4,DESA,Desa,Negeri Agung,32158
16.01.28.2014,4,DESA,Desa,Gedung Pekuon,32158
16.01.28.2015,4,DESA,Desa,Tualang,32158
16.01.28.2016,4,DESA,Desa,Sundan,32158
16.01.28.2017,4,DESA,Desa,Bunga Tanjung,32158
16.01.28.2018,4,DESA,Desa,Way Heling,32158
16.01.28.2019,4,DESA,Desa,Umpam,32158
16.01.28.2020,4,DESA,Desa,Fajar Jaya,32158
16.01.28.2021,4,DESA,Desa,Simpang Empat,32158
16.01.28.2022,4,DESA,Desa,Tanjungagung,32158
16.01.29,3,KECAMATAN,Kecamatan,Sinar Peninjauan,
16.01.29.2001,4,DESA,Desa,Karya Jaya,32159
16.01.29.2002,4,DESA,Desa,Karya Mukti,32159
16.01.29.2003,4,DESA,Desa,Marga Bakti,32159
16.01.29.2004,4,DESA,Desa,Sri Mulya,32159
16.01.29.2005,4,DESA,Desa,Marga Mulya,32159
16.01.29.2006,4,DESA,Desa,Tanjung Makmur,32159
16.01.30,3,KECAMATAN,Kecamatan,Lubuk Raja,
16.01.30.2001,4,DESA,Desa,Batu Marta I,32152
16.01.30.2002,4,DESA,Desa,Batu Marta II,32152
16.01.30.2003,4,DESA,Desa,Lekis Rejo,32152
16.01.30.2004,4,DESA,Desa,Lubuk Banjar,32152
16.01.30.2005,4,DESA,Desa,Marta Jaya,32152
16.01.30.2006,4,DESA,Desa,Batu Raden,32152
16.01.30.2007,4,DESA,Desa,Battu Winangun,32152
16.01.31,3,KECAMATAN,Kecamatan,Muara Jaya,
16.01.31.2001,4,DESA,Desa,Kemala Jaya,32155
16.01.31.2002,4,DESA,Desa,Lontar,32155
16.01.31.2003,4,DESA,Desa,Muara Saeh,32155
16.01.31.2004,4,DESA,Desa,Lubuk Tupak,32155
16.01.31.2005,4,DESA,Desa,Beringin,32155
16.01.31.2006,4,DESA,Desa,Surau,32155
16.01.31.2007,4,DESA,Desa,Karang Lantang,32155
16.01.32,3,KECAMATAN,Kecamatan,Kedaton Peninjauan Raya,
16.01.32.2001,4,DESA,Desa,Bunglai,32158
16.01.32.2002,4,DESA,Desa,Kedaton,32158
16.01.32.2003,4,DESA,Desa,Kampai,32158
16.01.32.2004,4,DESA,Desa,Rantau Panjang,32158
16.01.32.2005,4,DESA,Desa,Kedaton Timur,32158
16.01.32.2006,4,DESA,Desa,Suka Pindah,32158
16.01.32.2007,4,DESA,Desa,Sinar Kedaton,32158
16.01.32.2008,4,DESA,Desa,Lubuk Kemiling,32158
16.02,2,KABUPATEN,Kabupaten,Ogan Komering Ilir,
16.02.02,3,KECAMATAN,Kecamatan,Tanjung Lubuk,
16.02.02.1011,4,KELURAHAN,Kelurahan,Tanjung Lubuk,30671
16.02.02.2001,4,DESA,Desa,Ulak Kapal,30671
16.02.02.2002,4,DESA,Desa,Tanjung Merindu,30671
16.02.02.2003,4,DESA,Desa,Tanjung Baru,30671
16.02.02.2004,4,DESA,Desa,Seritanjung,30671
16.02.02.2005,4,DESA,Desa,Pengaraian,30671
16.02.02.2006,4,DESA,Desa,Sukarami,30671
16.02.02.2008,4,DESA,Desa,Sukamulya,30671
16.02.02.2010,4,DESA,Desa,Pulau Gemantung,30671
16.02.02.2012,4,DESA,Desa,Bumiagung,30671
16.02.02.2013,4,DESA,Desa,Kotabumi,30671
16.02.02.2014,4,DESA,Desa,Tanjung Beringin,30671
16.02.02.2015,4,DESA,Desa,Tanjung Laga,30671
16.02.02.2016,4,DESA,Desa,Tanjung Laut,30671
16.02.02.2017,4,DESA,Desa,Ulak Balam,30671
16.02.02.2018,4,DESA,Desa,Jambu Ilir,30671
16.02.02.2031,4,DESA,Desa,Jukdadak,30671
16.02.02.2032,4,DESA,Desa,Atar Balam,30671
16.02.02.2033,4,DESA,Desa,Tanjung Harapan,30671
16.02.02.2034,4,DESA,Desa,Pulau Gemantung Ilir,30671
16.02.02.2035,4,DESA,Desa,Pulau Gemantung Ulu,30671
16.02.02.2036,4,DESA,Desa,Pulau Gemantung Darat,30671
16.02.03,3,KECAMATAN,Kecamatan,Pedamaran,
16.02.03.2002,4,DESA,Desa,Pedamaran VI,30672
16.02.03.2003,4,DESA,Desa,Pedamaran V,30672
16.02.03.2004,4,DESA,Desa,Pedamaran IV,30672
16.02.03.2005,4,DESA,Desa,Pedamaran III,30672
16.02.03.2006,4,DESA,Desa,Pedamaran II,30672
16.02.03.2007,4,DESA,Desa,Pedamaran I,30672
16.02.03.2008,4,DESA,Desa,Cinta Jaya,30672
16.02.03.2009,4,DESA,Desa,Sukadamai,30672
16.02.03.2010,4,DESA,Desa,Serinanti,30672
16.02.03.2011,4,DESA,Desa,Sukaraja,30672
16.02.03.2017,4,DESA,Desa,Burnai Timur,30672
16.02.03.2018,4,DESA,Desa,Suka Pulih,30672
16.02.03.2019,4,DESA,Desa,Menang Raya,30672
16.02.03.2021,4,DESA,Desa,Lebuh Rarak,30672
16.02.04,3,KECAMATAN,Kecamatan,Mesuji,
16.02.04.2001,4,DESA,Desa,Pematang Panggang,30681
16.02.04.2002,4,DESA,Desa,Sungai Sodong,30681
16.02.04.2005,4,DESA,Desa,Pagar Dewa,30681
16.02.04.2006,4,DESA,Desa,Surya Adi,30681
16.02.04.2007,4,DESA,Desa,Makarti Mulya,30681
16.02.04.2008,4,DESA,Desa,Marga Bakti,30681
16.02.04.2009,4,DESA,Desa,Jaya Bakti,30681
16.02.04.2025,4,DESA,Desa,Sukamukti,30681
16.02.04.2026,4,DESA,Desa,Mekar Wangi,30681
16.02.04.2035,4,DESA,Desa,Karya Mukti,30681
16.02.04.2037,4,DESA,Desa,Kalideras,30681
16.02.04.2038,4,DESA,Desa,Sumber Deras,30681
16.02.04.2047,4,DESA,Desa,Kembang Jajar,30681
16.02.04.2050,4,DESA,Desa,Kota Baru,30681
16.02.04.2051,4,DESA,Desa,Sido Basuki,30681
16.02.04.2052,4,DESA,Desa,Pematang Kasih,30681
16.02.04.2053,4,DESA,Desa,Labuhan Jaya,30681
16.02.05,3,KECAMATAN,Kecamatan,Kayu Agung,
16.02.05.1001,4,KELURAHAN,Kelurahan,Jua-Jua,30616
16.02.05.1002,4,KELURAHAN,Kelurahan,Kayuagung,30618
16.02.05.1003,4,KELURAHAN,Kelurahan,Sidakersa,30611
16.02.05.1004,4,KELURAHAN,Kelurahan,Cintaraja,30611
16.02.05.1005,4,KELURAHAN,Kelurahan,Mangun Jaya,30613
16.02.05.1006,4,KELURAHAN,Kelurahan,Paku,30612
16.02.05.1007,4,KELURAHAN,Kelurahan,Kedaton,30617
16.02.05.1008,4,KELURAHAN,Kelurahan,Sukadana,30611
16.02.05.1009,4,KELURAHAN,Kelurahan,Perigi,30618
16.02.05.1010,4,KELURAHAN,Kelurahan,Kutaraja,30611
16.02.05.1025,4,KELURAHAN,Kelurahan,Tanjung Rancing,30618
16.02.05.2011,4,DESA,Desa,Kijang Ulu,30618
16.02.05.2012,4,DESA,Desa,Muarabaru,30618
16.02.05.2013,4,DESA,Desa,Tanjung Lubuk,30617
16.02.05.2014,4,DESA,Desa,Arisan Buntal,30618
16.02.05.2015,4,DESA,Desa,Celikah,30611
16.02.05.2016,4,DESA,Desa,Banding Anyar,30618
16.02.05.2017,4,DESA,Desa,Buluh Cawang,30618
16.02.05.2018,4,DESA,Desa,Lubuk Dalam,30618
16.02.05.2019,4,DESA,Desa,Anyar,30618
16.02.05.2020,4,DESA,Desa,Tanjung Menang,30618
16.02.05.2021,4,DESA,Desa,Teloko,30618
16.02.05.2022,4,DESA,Desa,Tanjung Serang,30618
16.02.05.2023,4,DESA,Desa,Serigeni Baru,30618
16.02.05.2024,4,DESA,Desa,Serigeni,30611
16.02.08,3,KECAMATAN,Kecamatan,Sirah Pulau Padang,
16.02.08.2001,4,DESA,Desa,Tanjung Alai,30652
16.02.08.2002,4,DESA,Desa,Batu Ampar,30652
16.02.08.2003,4,DESA,Desa,Awal Terusan,30652
16.02.08.2004,4,DESA,Desa,Ulak Jermun,30652
16.02.08.2005,4,DESA,Desa,Mangun Jaya,30652
16.02.08.2006,4,DESA,Desa,Terusan Menang,30652
16.02.08.2007,4,DESA,Desa,Belanti,30652
16.02.08.2008,4,DESA,Desa,Terate,30652
16.02.08.2009,4,DESA,Desa,Rengas Pitu,30652
16.02.08.2010,4,DESA,Desa,Pantai,30652
16.02.08.2011,4,DESA,Desa,Sirah Pulau Padang,30652
16.02.08.2012,4,DESA,Desa,Serdang Menang,30652
16.02.08.2013,4,DESA,Desa,Bungin Tinggi,30652
16.02.08.2014,4,DESA,Desa,Penyandingan,30652
16.02.08.2015,4,DESA,Desa,Berkat,30652
16.02.08.2016,4,DESA,Desa,Sukaraja,30652
16.02.08.2017,4,DESA,Desa,Pematang Buluran,30652
16.02.08.2018,4,DESA,Desa,Rawang Besar,30652
16.02.08.2019,4,DESA,Desa,Batu Ampar Baru,30652
16.02.08.2020,4,DESA,Desa,Terusan Laut,30652
16.02.11,3,KECAMATAN,Kecamatan,Tulung Selapan,
16.02.11.1016,4,KELURAHAN,Kelurahan,Tulung Selapan Ulu,30655
16.02.11.2001,4,DESA,Desa,Simpang Tiga,30655
16.02.11.2002,4,DESA,Desa,Pulau Beruang,30655
16.02.11.2003,4,DESA,Desa,Penyandingan,30655
16.02.11.2004,4,DESA,Desa,Tanjung Batu,30664
16.02.11.2005,4,DESA,Desa,Toman,30655
16.02.11.2006,4,DESA,Desa,Cambai,30655
16.02.11.2007,4,DESA,Desa,Kayuara,30655
16.02.11.2008,4,DESA,Desa,Petaling,30655
16.02.11.2009,4,DESA,Desa,Tulung Selapan Ilir,30655
16.02.11.2010,4,DESA,Desa,Ujung Tanjung,30655
16.02.11.2011,4,DESA,Desa,Lebung Gajah,30655
16.02.11.2012,4,DESA,Desa,Lebung Itam,30655
16.02.11.2013,4,DESA,Desa,Penanggoan Duren,30655
16.02.11.2014,4,DESA,Desa,Jerambah Rengas,30655
16.02.11.2015,4,DESA,Desa,Simpang Tiga Makmur,30655
16.02.11.2017,4,DESA,Desa,Simpang Tiga Jaya,30655
16.02.11.2018,4,DESA,Desa,Simpang Tiga Sakti,30655
16.02.11.2019,4,DESA,Desa,Tulung Seluang,30655
16.02.11.2020,4,DESA,Desa,Rantau Lurus,30655
16.02.11.2021,4,DESA,Desa,Kuala Dua Belas,30655
16.02.11.2022,4,DESA,Desa,Simpang Tiga Abadi,30655
16.02.11.2023,4,DESA,Desa,Tulung Selapan Timur,30655
16.02.12,3,KECAMATAN,Kecamatan,Pampangan,
16.02.12.2001,4,DESA,Desa,Ulak Kemang,30654
16.02.12.2002,4,DESA,Desa,Sepang,30654
16.02.12.2003,4,DESA,Desa,Keman,30654
16.02.12.2004,4,DESA,Desa,Kandis,30654
16.02.12.2005,4,DESA,Desa,Ulak Depati,30654
16.02.12.2006,4,DESA,Desa,Pulau Layang,30654
16.02.12.2007,4,DESA,Desa,Tapus,30654
16.02.12.2008,4,DESA,Desa,Pulau Betung,30654
16.02.12.2009,4,DESA,Desa,Bangsal,30654
16.02.12.2010,4,DESA,Desa,Kuro,30654
16.02.12.2011,4,DESA,Desa,Menggeris,30654
16.02.12.2012,4,DESA,Desa,Pampangan,30654
16.02.12.2013,4,DESA,Desa,Serimenang,30654
16.02.12.2014,4,DESA,Desa,Secondong,30654
16.02.12.2015,4,DESA,Desa,Jermun,30654
16.02.12.2016,4,DESA,Desa,Serdang,30654
16.02.12.2017,4,DESA,Desa,Jungkal,30654
16.02.12.2035,4,DESA,Desa,Tanjung Kemang,30654
16.02.12.2036,4,DESA,Desa,Ulak Pianggu,30654
16.02.12.2037,4,DESA,Desa,Ulak Kemang Baru,30654
16.02.12.2038,4,DESA,Desa,Keman Baru,30654
16.02.12.2039,4,DESA,Desa,Sri Mulya,30654
16.02.13,3,KECAMATAN,Kecamatan,Lempuing,
16.02.13.2005,4,DESA,Desa,Tebing Suluh,30657
16.02.13.2006,4,DESA,Desa,Cahya Bumi,30657
16.02.13.2007,4,DESA,Desa,Kutapandan,30657
16.02.13.2008,4,DESA,Desa,Cahaya Maju,30657
16.02.13.2009,4,DESA,Desa,Bumiagung,30657
16.02.13.2010,4,DESA,Desa,Sumberagung,30657
16.02.13.2011,4,DESA,Desa,Tugumulyo,30657
16.02.13.2013,4,DESA,Desa,Dabuk Rejo,30657
16.02.13.2014,4,DESA,Desa,Suka Mulya,30657
16.02.13.2015,4,DESA,Desa,Bumi Arjo,30657
16.02.13.2016,4,DESA,Desa,Tulung Harapan,30657
16.02.13.2017,4,DESA,Desa,Kepayang,30657
16.02.13.2025,4,DESA,Desa,Tugu Jaya,30657
16.02.13.2026,4,DESA,Desa,Tugu Agung,30657
16.02.13.2027,4,DESA,Desa,Sindang Sari,30657
16.02.13.2028,4,DESA,Desa,Mekar Jaya,30657
16.02.13.2034,4,DESA,Desa,Bumiarjo Makmur,30657
16.02.13.2035,4,DESA,Desa,Cahaya Makmur,30657
16.02.13.2036,4,DESA,Desa,Sumber Makmur,30657
16.02.14,3,KECAMATAN,Kecamatan,Air Sugihan,
16.02.14.2001,4,DESA,Desa,Tirta Mulya,30656
16.02.14.2002,4,DESA,Desa,Suka Mulya,30656
16.02.14.2003,4,DESA,Desa,Jadi Mulya,30656
16.02.14.2004,4,DESA,Desa,Marga Tani,30656
16.02.14.2005,4,DESA,Desa,Bandar Jaya,30656
16.02.14.2006,4,DESA,Desa,Mukti Jaya,30656
16.02.14.2007,4,DESA,Desa,Srijaya Baru,30656
16.02.14.2008,4,DESA,Desa,Nusantara,30656
16.02.14.2009,4,DESA,Desa,Kerta Mukti,30656
16.02.14.2010,4,DESA,Desa,Nusakerta,30656
16.02.14.2011,4,DESA,Desa,Banyu Biru,30656
16.02.14.2012,4,DESA,Desa,Pangkalan Damai,30656
16.02.14.2013,4,DESA,Desa,Negeri Sakti,30656
16.02.14.2014,4,DESA,Desa,Rantau Karya,30656
16.02.14.2015,4,DESA,Desa,Pangkalan Sakti,30656
16.02.14.2016,4,DESA,Desa,Simpang Heran,30656
16.02.14.2017,4,DESA,Desa,Rengas Abang,30656
16.02.14.2018,4,DESA,Desa,Bukit Batu,30656
16.02.14.2019,4,DESA,Desa,Sungai Batang,30656
16.02.15,3,KECAMATAN,Kecamatan,Sungai Menang,
16.02.15.2001,4,DESA,Desa,Sungai Menang,30681
16.02.15.2002,4,DESA,Desa,Karangsia,30681
16.02.15.2003,4,DESA,Desa,Sungai Ceper,30681
16.02.15.2004,4,DESA,Desa,Gajah Mati,30681
16.02.15.2005,4,DESA,Desa,Sungai Tepuk,30681
16.02.15.2006,4,DESA,Desa,Sungai Sibur,30681
16.02.15.2007,4,DESA,Desa,Talang Makmur,30681
16.02.15.2008,4,DESA,Desa,Harapan Jaya,30681
16.02.15.2009,4,DESA,Desa,Talang Jaya,30681
16.02.15.2010,4,DESA,Desa,Sidomulyo,30681
16.02.15.2011,4,DESA,Desa,Bumi Pratama Mandira,30681
16.02.15.2012,4,DESA,Desa,Pinang Indah,30681
16.02.15.2013,4,DESA,Desa,Gajah Makmur,30681
16.02.15.2014,4,DESA,Desa,Gading Jaya,30681
16.02.15.2015,4,DESA,Desa,Gajah Mukti,30681
16.02.15.2016,4,DESA,Desa,Gajah Mulya,30681
16.02.15.2017,4,DESA,Desa,Sri Gading,30681
16.02.15.2018,4,DESA,Desa,Gading Mas,30681
16.02.17,3,KECAMATAN,Kecamatan,Jejawi,
16.02.17.2001,4,DESA,Desa,Tanjung Aur,30652
16.02.17.2002,4,DESA,Desa,Lubuk Ketepeng,30652
16.02.17.2003,4,DESA,Desa,Talang Cempedak,30652
16.02.17.2004,4,DESA,Desa,Bubusan,30652
16.02.17.2005,4,DESA,Desa,Air Itam,30652
16.02.17.2006,4,DESA,Desa,Jejawi,30652
16.02.17.2007,4,DESA,Desa,Karang Agung,30652
16.02.17.2008,4,DESA,Desa,Muara Batun,30652
16.02.17.2009,4,DESA,Desa,Lingkis,30652
16.02.17.2010,4,DESA,Desa,Terusan Jawa,30652
16.02.17.2011,4,DESA,Desa,Tanjung Ali,30652
16.02.17.2012,4,DESA,Desa,Sukadarma,30652
16.02.17.2013,4,DESA,Desa,Ulak Tembaga,30652
16.02.17.2014,4,DESA,Desa,Pedu,30652
16.02.17.2015,4,DESA,Desa,Pematang Kijang,30652
16.02.17.2016,4,DESA,Desa,Simpang Empat,30652
16.02.17.2017,4,DESA,Desa,Padang Bulan,30652
16.02.17.2018,4,DESA,Desa,Batun Baru,30652
16.02.17.2019,4,DESA,Desa,Danau Ceper,30652
16.02.18,3,KECAMATAN,Kecamatan,Cengal,
16.02.18.2001,4,DESA,Desa,Sungai Somor,30658
16.02.18.2002,4,DESA,Desa,Sungai Lumpur,30658
16.02.18.2003,4,DESA,Desa,Sungai Jeruju,30658
16.02.18.2004,4,DESA,Desa,Sungai Ketupak,30658
16.02.18.2005,4,DESA,Desa,Ulak Kedondong,30658
16.02.18.2006,4,DESA,Desa,Pelimbangan,30658
16.02.18.2007,4,DESA,Desa,Cengal,30658
16.02.18.2008,4,DESA,Desa,Talang Rimba,30658
16.02.18.2009,4,DESA,Desa,Sungai Pasir,30658
16.02.18.2010,4,DESA,Desa,Kuala Sungai Jeruju,30658
16.02.18.2011,4,DESA,Desa,Kuala Sungai Pasir,30658
16.02.18.2012,4,DESA,Desa,Pantai Harapan,30658
16.02.18.2013,4,DESA,Desa,Adil Makmur,30658
16.02.18.2014,4,DESA,Desa,Balam Jeruju,30658
16.02.18.2015,4,DESA,Desa,Kebun Cabe,30658
16.02.18.2016,4,DESA,Desa,Lebak Beriang,30658
16.02.18.2017,4,DESA,Desa,Parit Raya,30658
16.02.19,3,KECAMATAN,Kecamatan,Pangkalan Lampam,
16.02.19.2001,4,DESA,Desa,Deling,30659
16.02.19.2002,4,DESA,Desa,Pangkalan Lampan,30659
16.02.19.2003,4,DESA,Desa,Lirik,30659
16.02.19.2004,4,DESA,Desa,Lebung Batang,30659
16.02.19.2005,4,DESA,Desa,Sungai Bungin,30659
16.02.19.2006,4,DESA,Desa,Sukaraja,30659
16.02.19.2007,4,DESA,Desa,Darat,30659
16.02.19.2008,4,DESA,Desa,Pulauan,30659
16.02.19.2009,4,DESA,Desa,Riding,30659
16.02.19.2010,4,DESA,Desa,Sunggutan,30659
16.02.19.2011,4,DESA,Desa,Suka Damai,30659
16.02.19.2012,4,DESA,Desa,Air Pedara,30659
16.02.19.2013,4,DESA,Desa,Rimba Samak,30659
16.02.19.2014,4,DESA,Desa,Talang Daya,30659
16.02.19.2015,4,DESA,Desa,Air Rumbai,30659
16.02.19.2016,4,DESA,Desa,Rambai,30659
16.02.19.2017,4,DESA,Desa,Perigi,30659
16.02.19.2018,4,DESA,Desa,Bukit Batu,30659
16.02.19.2019,4,DESA,Desa,Rawa Tenam,30659
16.02.20,3,KECAMATAN,Kecamatan,Mesuji Makmur,
16.02.20.2001,4,DESA,Desa,Catur Tunggal,30681
16.02.20.2002,4,DESA,Desa,Surya Karta,30681
16.02.20.2003,4,DESA,Desa,Tegal Sari,30681
16.02.20.2004,4,DESA,Desa,Mukti Karya,30681
16.02.20.2005,4,DESA,Desa,Pematang Jaya,30681
16.02.20.2006,4,DESA,Desa,Pematang Sukatani,30681
16.02.20.2007,4,DESA,Desa,Kampung Baru,30681
16.02.20.2008,4,DESA,Desa,Cahaya Mas,30681
16.02.20.2009,4,DESA,Desa,Karya Usaha,30681
16.02.20.2010,4,DESA,Desa,Pematang Binatani,30681
16.02.20.2011,4,DESA,Desa,Bina Karsa,30681
16.02.20.2012,4,DESA,Desa,Pematang Sari,30681
16.02.20.2013,4,DESA,Desa,Pematang Sukaramah,30681
16.02.20.2014,4,DESA,Desa,Cahaya Mulya,30681
16.02.20.2015,4,DESA,Desa,Gading Sari,30681
16.02.20.2017,4,DESA,Desa,Karya Jaya,30681
16.02.20.2018,4,DESA,Desa,Mesuji Jaya,30681
16.02.20.2019,4,DESA,Desa,Sumber Mulya,30681
16.02.20.2020,4,DESA,Desa,Beringin Jaya,30681
16.02.21,3,KECAMATAN,Kecamatan,Mesuji Raya,
16.02.21.2001,4,DESA,Desa,Embacang,30681
16.02.21.2002,4,DESA,Desa,Balian,30681
16.02.21.2003,4,DESA,Desa,Sumbu Sari,30681
16.02.21.2004,4,DESA,Desa,Suka Sari,30681
16.02.21.2005,4,DESA,Desa,Ciptasari,30681
16.02.21.2006,4,DESA,Desa,Mataram Jaya,30681
16.02.21.2007,4,DESA,Desa,Bumi Makmur,30681
