code,level,type,localPrefix,name,postCode
33.08.01.2003,4,DESA,Desa,Kalirejo,56162
33.08.01.2004,4,DESA,Desa,Menoreh,56162
33.08.01.2005,4,DESA,Desa,Ngadirejo,56162
33.08.01.2006,4,DESA,Desa,Sidomulyo,56162
33.08.01.2007,4,DESA,Desa,Kebonrejo,56162
33.08.01.2008,4,DESA,Desa,Salaman,56162
33.08.01.2009,4,DESA,Desa,Kalisalak,56162
33.08.01.2010,4,DESA,Desa,Sriwedari,56162
33.08.01.2011,4,DESA,Desa,Jebengsari,56162
33.08.01.2012,4,DESA,Desa,Tanjunganom,56162
33.08.01.2013,4,DESA,Desa,Banjarharjo,56162
33.08.01.2014,4,DESA,Desa,Purwosari,56162
33.08.01.2015,4,DESA,Desa,Ngampeldento,56162
33.08.01.2016,4,DESA,Desa,Sidosari,56126
33.08.01.2017,4,DESA,Desa,Sawangargo,56162
33.08.01.2018,4,DESA,Desa,Krasak,56162
33.08.01.2019,4,DESA,Desa,Margoyoso,56162
33.08.01.2020,4,DESA,Desa,Kaliabu,56162
33.08.02,3,KECAMATAN,Kecamatan,Borobudur,
33.08.02.2001,4,DESA,Desa,Giripurno,56553
33.08.02.2002,4,DESA,Desa,Giritengah,56553
33.08.02.2003,4,DESA,Desa,Tuksongo,56553
33.08.02.2004,4,DESA,Desa,Majaksingi,56553
33.08.02.2005,4,DESA,Desa,Kenalan,56553
33.08.02.2006,4,DESA,Desa,Bigaran,56553
33.08.02.2007,4,DESA,Desa,Sambeng,56553
33.08.02.2008,4,DESA,Desa,Candirejo,56553
33.08.02.2009,4,DESA,Desa,Ngargogondo,56553
33.08.02.2010,4,DESA,Desa,Wanurejo,56553
33.08.02.2011,4,DESA,Desa,Borobudur,56553
33.08.02.2012,4,DESA,Desa,Tanjungsari,56553
33.08.02.2013,4,DESA,Desa,Karanganyar,56553
33.08.02.2014,4,DESA,Desa,Karangrejo,56553
33.08.02.2015,4,DESA,Desa,Ngadiharjo,56553
33.08.02.2016,4,DESA,Desa,Kebonsari,56553
33.08.02.2017,4,DESA,Desa,Tegalarum,56413
33.08.02.2018,4,DESA,Desa,Kembanglimus,56553
33.08.02.2019,4,DESA,Desa,Wringinputih,56553
33.08.02.2020,4,DESA,Desa,Bumiharjo,56553
33.08.03,3,KECAMATAN,Kecamatan,Ngluwar,
33.08.03.2001,4,DESA,Desa,Bligo,56485
33.08.03.2002,4,DESA,Desa,Pakunden,56485
33.08.03.2003,4,DESA,Desa,Somokaton,56485
33.08.03.2004,4,DESA,Desa,Ngluwar,56485
33.08.03.2005,4,DESA,Desa,Karangtalun,56485
33.08.03.2006,4,DESA,Desa,Jamuskauman,56485
33.08.03.2007,4,DESA,Desa,Plosogede,56485
33.08.03.2008,4,DESA,Desa,Blongkeng,56485
33.08.04,3,KECAMATAN,Kecamatan,Salam,
33.08.04.2001,4,DESA,Desa,Mantingan,56484
33.08.04.2002,4,DESA,Desa,Salam,56484
33.08.04.2003,4,DESA,Desa,Sucen,56484
33.08.04.2004,4,DESA,Desa,Kadiluwih,56484
33.08.04.2005,4,DESA,Desa,Somoketro,56484
33.08.04.2006,4,DESA,Desa,Jumoyo,56484
33.08.04.2007,4,DESA,Desa,Tirto,56484
33.08.04.2008,4,DESA,Desa,Baturono,56484
33.08.04.2009,4,DESA,Desa,Tersangede,56484
33.08.04.2010,4,DESA,Desa,Sirahan,56484
33.08.04.2011,4,DESA,Desa,Seloboro,56484
33.08.04.2012,4,DESA,Desa,Gulon,56484
33.08.05,3,KECAMATAN,Kecamatan,Srumbung,
33.08.05.2001,4,DESA,Desa,Sudimoro,56483
33.08.05.2002,4,DESA,Desa,Pandanretno,56483
33.08.05.2003,4,DESA,Desa,Kaliurang,56483
33.08.05.2004,4,DESA,Desa,Tegalrandu,56483
33.08.05.2005,4,DESA,Desa,Kamongan,56483
33.08.05.2006,4,DESA,Desa,Jerukagung,56483
33.08.05.2007,4,DESA,Desa,Kradenan,56483
33.08.05.2008,4,DESA,Desa,Banyuadem,56483
33.08.05.2009,4,DESA,Desa,Ngablak,56483
33.08.05.2010,4,DESA,Desa,Srumbung,56483
33.08.05.2011,4,DESA,Desa,Bringin,56483
33.08.05.2012,4,DESA,Desa,Mranggen,56483
33.08.05.2013,4,DESA,Desa,Ngargosoko,56483
33.08.05.2014,4,DESA,Desa,Polengan,56483
33.08.05.2015,4,DESA,Desa,Pucanganom,56483
33.08.05.2016,4,DESA,Desa,Kemiren,56483
33.08.05.2017,4,DESA,Desa,Nglumut,56483
33.08.06,3,KECAMATAN,Kecamatan,Dukun,
33.08.06.2001,4,DESA,Desa,Ketunggeng,56482
33.08.06.2002,4,DESA,Desa,Wates,56482
33.08.06.2003,4,DESA,Desa,Ngadipuro,56482
33.08.06.2004,4,DESA,Desa,Banyubiru,56482
33.08.06.2005,4,DESA,Desa,Banyudono,56482
33.08.06.2006,4,DESA,Desa,Dukun,56482
33.08.06.2007,4,DESA,Desa,Kalibening,56482
33.08.06.2008,4,DESA,Desa,Ngargomulyo,56482
33.08.06.2009,4,DESA,Desa,Sumber,56482
33.08.06.2010,4,DESA,Desa,Mangunsoko,56482
33.08.06.2011,4,DESA,Desa,Sewukan,56482
33.08.06.2012,4,DESA,Desa,Sengi,56482
33.08.06.2013,4,DESA,Desa,Paten,56482
33.08.06.2014,4,DESA,Desa,Krinjing,56482
33.08.06.2015,4,DESA,Desa,Keningar,56482
33.08.07,3,KECAMATAN,Kecamatan,Sawangan,
33.08.07.2001,4,DESA,Desa,Gondowangi,56481
33.08.07.2002,4,DESA,Desa,Sawangan,56481
33.08.07.2003,4,DESA,Desa,Krogowanan,56481
33.08.07.2004,4,DESA,Desa,Kapuhan,56481
33.08.07.2005,4,DESA,Desa,Ketep,56481
33.08.07.2006,4,DESA,Desa,Wonolelo,56411
33.08.07.2007,4,DESA,Desa,Banyuroto,56481
33.08.07.2008,4,DESA,Desa,Wulunggunung,56481
33.08.07.2009,4,DESA,Desa,Gantang,56481
33.08.07.2010,4,DESA,Desa,Jati,56481
33.08.07.2011,4,DESA,Desa,Butuh,56481
33.08.07.2012,4,DESA,Desa,Mangunsari,56481
33.08.07.2013,4,DESA,Desa,Tirtosari,56481
33.08.07.2014,4,DESA,Desa,Podosoko,56481
33.08.07.2015,4,DESA,Desa,Soronalan,56481
33.08.08,3,KECAMATAN,Kecamatan,Muntilan,
33.08.08.1014,4,KELURAHAN,Kelurahan,Muntilan,56411
33.08.08.2001,4,DESA,Desa,Tanjung,56415
33.08.08.2002,4,DESA,Desa,Sokorini,56415
33.08.08.2003,4,DESA,Desa,Sriwedari,56415
33.08.08.2004,4,DESA,Desa,Congkrang,56415
33.08.08.2005,4,DESA,Desa,Adikarto,56415
33.08.08.2006,4,DESA,Desa,Menayu,56415
33.08.08.2007,4,DESA,Desa,Keji,56415
33.08.08.2008,4,DESA,Desa,Ngawen,56415
33.08.08.2009,4,DESA,Desa,Gunungpring,56415
33.08.08.2010,4,DESA,Desa,Pucungrejo,56414
33.08.08.2011,4,DESA,Desa,Tamanagung,56413
33.08.08.2012,4,DESA,Desa,Gondosuli,56415
33.08.08.2013,4,DESA,Desa,Sedayu,56412
33.08.09,3,KECAMATAN,Kecamatan,Mungkid,
33.08.09.1003,4,KELURAHAN,Kelurahan,Mendut,56512
33.08.09.1004,4,KELURAHAN,Kelurahan,Sawitan,56511
33.08.09.2001,4,DESA,Desa,Progowati,56512
33.08.09.2002,4,DESA,Desa,Ngrajek,56512
33.08.09.2005,4,DESA,Desa,Rambeanak,56512
33.08.09.2006,4,DESA,Desa,Paremono,56512
33.08.09.2007,4,DESA,Desa,Pabelan,56512
33.08.09.2008,4,DESA,Desa,Bojong,56512
33.08.09.2009,4,DESA,Desa,Pagersari,56512
33.08.09.2010,4,DESA,Desa,Mungkid,56512
33.08.09.2011,4,DESA,Desa,Ambartawang,56512
33.08.09.2012,4,DESA,Desa,Bumirejo,56512
33.08.09.2013,4,DESA,Desa,Blondo,56512
33.08.09.2014,4,DESA,Desa,Senden,56512
33.08.09.2015,4,DESA,Desa,Gondang,56512
33.08.09.2016,4,DESA,Desa,Treko,56512
33.08.10,3,KECAMATAN,Kecamatan,Mertoyudan,
33.08.10.1009,4,KELURAHAN,Kelurahan,Sumberrejo,56172
33.08.10.2001,4,DESA,Desa,Deyangan,56172
33.08.10.2002,4,DESA,Desa,Pasuruhan,56172
33.08.10.2003,4,DESA,Desa,Donorojo,56172
33.08.10.2004,4,DESA,Desa,Kalinegoro,56172
33.08.10.2005,4,DESA,Desa,Jogonegoro,56172
33.08.10.2006,4,DESA,Desa,Sukorejo,56172
33.08.10.2007,4,DESA,Desa,Bondowoso,56172
33.08.10.2008,4,DESA,Desa,Danurejo,56172
33.08.10.2010,4,DESA,Desa,Banyurojo,56172
33.08.10.2011,4,DESA,Desa,Banjarnegoro,56172
33.08.10.2012,4,DESA,Desa,Bulurejo,56172
33.08.10.2013,4,DESA,Desa,Mertoyudan,56172
33.08.11,3,KECAMATAN,Kecamatan,Tempuran,
33.08.11.2001,4,DESA,Desa,Ringinanom,56161
33.08.11.2002,4,DESA,Desa,Sumberarum,56161
33.08.11.2003,4,DESA,Desa,Sidoagung,56161
33.08.11.2004,4,DESA,Desa,Tanggulrejo,56161
33.08.11.2005,4,DESA,Desa,Kalisari,56161
33.08.11.2006,4,DESA,Desa,Girirejo,56161
33.08.11.2007,4,DESA,Desa,Tempurejo,56161
33.08.11.2008,4,DESA,Desa,Prajeksari,56161
33.08.11.2009,4,DESA,Desa,Jogomulyo,56161
33.08.11.2010,4,DESA,Desa,Growong,56161
33.08.11.2011,4,DESA,Desa,Temanggal,56161
33.08.11.2012,4,DESA,Desa,Pringombo,56161
33.08.11.2013,4,DESA,Desa,Kemutuk,56161
33.08.11.2014,4,DESA,Desa,Bawang,56161
33.08.11.2015,4,DESA,Desa,Tugurejo,56161
33.08.12,3,KECAMATAN,Kecamatan,Kajoran,
33.08.12.2001,4,DESA,Desa,Wonogiri,56163
33.08.12.2002,4,DESA,Desa,Kwaderan,56163
33.08.12.2003,4,DESA,Desa,Madukoro,56163
33.08.12.2004,4,DESA,Desa,Bumiayu,56163
33.08.12.2005,4,DESA,Desa,Madugondo,56163
33.08.12.2006,4,DESA,Desa,Ngargosari,56163
33.08.12.2007,4,DESA,Desa,Ngendrosari,56163
33.08.12.2008,4,DESA,Desa,Lesanpuro,56163
33.08.12.2009,4,DESA,Desa,Banjaretno,56163
33.08.12.2010,4,DESA,Desa,Krinjing,56163
33.08.12.2011,4,DESA,Desa,Bangsri,56163
33.08.12.2012,4,DESA,Desa,Wadas,56163
33.08.12.2013,4,DESA,Desa,Kajoran,56163
33.08.12.2014,4,DESA,Desa,Mangunrejo,56163
33.08.12.2015,4,DESA,Desa,Sambak,56163
33.08.12.2016,4,DESA,Desa,Bambusari,56163
33.08.12.2017,4,DESA,Desa,Wuwuharjo,56163
33.08.12.2018,4,DESA,Desa,Pandansari,56414
33.08.12.2019,4,DESA,Desa,Pandanretno,56163
33.08.12.2020,4,DESA,Desa,Krumpakan,56163
33.08.12.2021,4,DESA,Desa,Banjaragung,56163
33.08.12.2022,4,DESA,Desa,Sangen,56163
33.08.12.2023,4,DESA,Desa,Pucungroto,56163
33.08.12.2024,4,DESA,Desa,Sidorejo,56163
33.08.12.2025,4,DESA,Desa,Sidowangi,56163
33.08.12.2026,4,DESA,Desa,Sukomulyo,56163
33.08.12.2027,4,DESA,Desa,Sukorejo,56163
33.08.12.2028,4,DESA,Desa,Sutopati,56163
33.08.12.2029,4,DESA,Desa,Sukomakmur,56163
33.08.13,3,KECAMATAN,Kecamatan,Kaliangkrik,
33.08.13.2001,4,DESA,Desa,Kaliangkrik,56153
33.08.13.2002,4,DESA,Desa,Ngawonggo,56153
33.08.13.2003,4,DESA,Desa,Munggangsari,56153
33.08.13.2004,4,DESA,Desa,Ngargosoko,56153
33.08.13.2005,4,DESA,Desa,Ngendrokilo,56153
33.08.13.2006,4,DESA,Desa,Maduretno,56153
33.08.13.2007,4,DESA,Desa,Temanggung,56153
33.08.13.2008,4,DESA,Desa,Pengarengan,56153
33.08.13.2009,4,DESA,Desa,Mangli,56153
33.08.13.2010,4,DESA,Desa,Selomoyo,56153
33.08.13.2011,4,DESA,Desa,Banjarejo,56153
33.08.13.2012,4,DESA,Desa,Giriwarno,56153
33.08.13.2013,4,DESA,Desa,Girirejo,56153
33.08.13.2014,4,DESA,Desa,Kebonlegi,56153
33.08.13.2015,4,DESA,Desa,Balerejo,56411
33.08.13.2016,4,DESA,Desa,Beseran,56153
33.08.13.2017,4,DESA,Desa,Bumirejo,56153
33.08.13.2018,4,DESA,Desa,Ketangi,56153
33.08.13.2019,4,DESA,Desa,Balekerto,56153
33.08.13.2020,4,DESA,Desa,Adipuro,56153
33.08.14,3,KECAMATAN,Kecamatan,Bandongan,
33.08.14.2001,4,DESA,Desa,Bandongan,56151
33.08.14.2002,4,DESA,Desa,Salamkanci,56151
33.08.14.2003,4,DESA,Desa,Sukosari,56151
33.08.14.2004,4,DESA,Desa,Tonoboyo,56151
33.08.14.2005,4,DESA,Desa,Gandusari,56151
33.08.14.2006,4,DESA,Desa,Sidorejo,56151
33.08.14.2007,4,DESA,Desa,Trasan,56151
33.08.14.2008,4,DESA,Desa,Banyuwangi,56151
33.08.14.2009,4,DESA,Desa,Kedungsari,56151
33.08.14.2010,4,DESA,Desa,Sukodadi,56151
33.08.14.2011,4,DESA,Desa,Kebonagung,56151
33.08.14.2012,4,DESA,Desa,Kalegen,56151
33.08.14.2013,4,DESA,Desa,Ngepanrejo,56151
33.08.14.2014,4,DESA,Desa,Rejosari,56151
33.08.15,3,KECAMATAN,Kecamatan,Candimulyo,
33.08.15.2001,4,DESA,Desa,Surojoyo,56191
33.08.15.2002,4,DESA,Desa,Tempak,56191
33.08.15.2003,4,DESA,Desa,Sidomulyo,56191
33.08.15.2004,4,DESA,Desa,Mejing,56191
33.08.15.2005,4,DESA,Desa,Purworejo,56191
33.08.15.2006,4,DESA,Desa,Candimulyo,56191
33.08.15.2007,4,DESA,Desa,Giyanti,56191
33.08.15.2008,4,DESA,Desa,Kembaran,56191
33.08.15.2009,4,DESA,Desa,Tegalsari,56191
33.08.15.2010,4,DESA,Desa,Podosoko,56191
33.08.15.2011,4,DESA,Desa,Tampirkulon,56191
33.08.15.2012,4,DESA,Desa,Tempursari,56191
33.08.15.2013,4,DESA,Desa,Kebonrejo,56191
33.08.15.2014,4,DESA,Desa,Tampirwetan,56191
33.08.15.2015,4,DESA,Desa,Tembelang,56191
33.08.15.2016,4,DESA,Desa,Sonorejo,56191
33.08.15.2017,4,DESA,Desa,Trenten,56191
33.08.15.2018,4,DESA,Desa,Bateh,56191
33.08.15.2019,4,DESA,Desa,Surodadi,56191
33.08.16,3,KECAMATAN,Kecamatan,Pakis,
33.08.16.2001,4,DESA,Desa,Pakis,56193
33.08.16.2002,4,DESA,Desa,Banyusidi,56193
33.08.16.2003,4,DESA,Desa,Losari,56193
33.08.16.2004,4,DESA,Desa,Daseh,56193
33.08.16.2005,4,DESA,Desa,Gumelem,56193
33.08.16.2006,4,DESA,Desa,Kaponan,56193
33.08.16.2007,4,DESA,Desa,Kragilan,56193
33.08.16.2008,4,DESA,Desa,Ketundan,56193
33.08.16.2009,4,DESA,Desa,Daleman Kidul,56193
33.08.16.2010,4,DESA,Desa,Petung,56193
33.08.16.2011,4,DESA,Desa,Bawang,56193
33.08.16.2012,4,DESA,Desa,Rejosari,56193
33.08.16.2013,4,DESA,Desa,Kajangkoso,56193
33.08.16.2014,4,DESA,Desa,Munengwarangan,56193
33.08.16.2015,4,DESA,Desa,Gondangsari,56193
33.08.16.2016,4,DESA,Desa,Kenalan,56193
33.08.16.2017,4,DESA,Desa,Pogalan,56193
33.08.16.2018,4,DESA,Desa,Gejagan,56193
33.08.16.2019,4,DESA,Desa,Muneng,56193
33.08.16.2020,4,DESA,Desa,Jambewangi,56193
33.08.17,3,KECAMATAN,Kecamatan,Ngablak,
33.08.17.2001,4,DESA,Desa,Ngablak,56194
33.08.17.2002,4,DESA,Desa,Jogonayan,56194
33.08.17.2003,4,DESA,Desa,Tejosari,56194
33.08.17.2004,4,DESA,Desa,Sumberejo,56194
33.08.17.2005,4,DESA,Desa,Girirejo,56194
33.08.17.2006,4,DESA,Desa,Pandean,56194
33.08.17.2007,4,DESA,Desa,Genikan,56194
33.08.17.2008,4,DESA,Desa,Bandungrejo,56194
33.08.17.2009,4,DESA,Desa,Madyogondo,56194
33.08.17.2010,4,DESA,Desa,Jogoyasan,56194
33.08.17.2011,4,DESA,Desa,Keditan,56194
33.08.17.2012,4,DESA,Desa,Magersari,56194
33.08.17.2013,4,DESA,Desa,Kanigoro,56194
33.08.17.2014,4,DESA,Desa,Selomirah,56194
33.08.17.2015,4,DESA,Desa,Pagergunung,56194
33.08.17.2016,4,DESA,Desa,Seloprojo,56194
33.08.18,3,KECAMATAN,Kecamatan,Grabag,
33.08.18.2001,4,DESA,Desa,Grabag,56196
33.08.18.2002,4,DESA,Desa,Sumurarum,56196
33.08.18.2003,4,DESA,Desa,Banyusari,56196
33.08.18.2004,4,DESA,Desa,Kartoharjo,56196
33.08.18.2005,4,DESA,Desa,Sidogede,56196
33.08.18.2006,4,DESA,Desa,Citrosono,56196
33.08.18.2007,4,DESA,Desa,Kleteran,56196
33.08.18.2008,4,DESA,Desa,Ngasinan,56196
33.08.18.2009,4,DESA,Desa,Banaran,56196
33.08.18.2010,4,DESA,Desa,Baleagung,56196
33.08.18.2011,4,DESA,Desa,Klegen,56196
33.08.18.2012,4,DESA,Desa,Kalikuto,56196
33.08.18.2013,4,DESA,Desa,Kalipucang,56196
33.08.18.2014,4,DESA,Desa,Seworan,56196
33.08.18.2015,4,DESA,Desa,Banjarsari,56196
33.08.18.2016,4,DESA,Desa,Sambungrejo,56196
33.08.18.2017,4,DESA,Desa,Tlogorejo,56196
33.08.18.2018,4,DESA,Desa,Tirto,56196
33.08.18.2019,4,DESA,Desa,Ketawang,56196
33.08.18.2020,4,DESA,Desa,Salam,56196
33.08.18.2021,4,DESA,Desa,Cokro,56196
33.08.18.2022,4,DESA,Desa,Losari,56196
33.08.18.2023,4,DESA,Desa,Ngrancah,56196
33.08.18.2024,4,DESA,Desa,Sugihmas,56196
33.08.18.2025,4,DESA,Desa,Pesidi,56196
33.08.18.2026,4,DESA,Desa,Giriwetan,56196
33.08.18.2027,4,DESA,Desa,Pucungsari,56196
33.08.18.2028,4,DESA,Desa,Lebak,56196
33.08.19,3,KECAMATAN,Kecamatan,Tegalrejo,
33.08.19.2001,4,DESA,Desa,Tegalrejo,56192
33.08.19.2002,4,DESA,Desa,Soroyudan,56192
33.08.19.2003,4,DESA,Desa,Sidorejo,56192
33.08.19.2004,4,DESA,Desa,Purwosari,56192
33.08.19.2005,4,DESA,Desa,Dlimas,56192
33.08.19.2006,4,DESA,Desa,Banyusari,56192
33.08.19.2007,4,DESA,Desa,Sukorejo,56192
33.08.19.2008,4,DESA,Desa,Tampingan,56192
33.08.19.2009,4,DESA,Desa,Banyuurip,56192
33.08.19.2010,4,DESA,Desa,Glagahombo,56192
33.08.19.2011,4,DESA,Desa,Purwodadi,56192
33.08.19.2012,4,DESA,Desa,Wonokerto,56192
33.08.19.2013,4,DESA,Desa,Dawung,56192
33.08.19.2014,4,DESA,Desa,Klopo,56192
33.08.19.2015,4,DESA,Desa,Japan,56192
33.08.19.2016,4,DESA,Desa,Kebonagung,56192
33.08.19.2017,4,DESA,Desa,Ngasem,56192
33.08.19.2018,4,DESA,Desa,Girirejo,56192
33.08.19.2019,4,DESA,Desa,Ngadirejo,56192
33.08.19.2020,4,DESA,Desa,Donorejo,56192
33.08.19.2021,4,DESA,Desa,Mangunrejo,56192
33.08.20,3,KECAMATAN,Kecamatan,Secang,
33.08.20.1001,4,KELURAHAN,Kelurahan,Secang,56195
33.08.20.2002,4,DESA,Desa,Madusari,56195
33.08.20.2003,4,DESA,Desa,Madyocondro,56195
33.08.20.2004,4,DESA,Desa,Ngabean,56195
33.08.20.2005,4,DESA,Desa,Krincing,56195
33.08.20.2006,4,DESA,Desa,Donorejo,56195
33.08.20.2007,4,DESA,Desa,Candisari,56195
33.08.20.2008,4,DESA,Desa,Candiretno,56195
33.08.20.2009,4,DESA,Desa,Pancuranmas,56195
33.08.20.2010,4,DESA,Desa,Jambewangi,56195
33.08.20.2011,4,DESA,Desa,Payaman,56195
33.08.20.2012,4,DESA,Desa,Kalijoso,56195
33.08.20.2013,4,DESA,Desa,Ngadirojo,56195
33.08.20.2014,4,DESA,Desa,Karangkajen,56195
33.08.20.2015,4,DESA,Desa,Sidomulyo,56195
33.08.20.2016,4,DESA,Desa,Pucang,56195
33.08.20.2017,4,DESA,Desa,Purwosari,56195
33.08.20.2018,4,DESA,Desa,Donomulyo,56195
33.08.20.2019,4,DESA,Desa,Girikulon,56195
33.08.20.2020,4,DESA,Desa,Pirikan,56195
33.08.21,3,KECAMATAN,Kecamatan,Windusari,
33.08.21.2001,4,DESA,Desa,Windusari,56152
33.08.21.2002,4,DESA,Desa,Pasangsari,56152
33.08.21.2003,4,DESA,Desa,Candisari,56152
33.08.21.2004,4,DESA,Desa,Bandarsedayu,56152
33.08.21.2005,4,DESA,Desa,Banjarsari,56152
33.08.21.2006,4,DESA,Desa,Balesari,56152
33.08.21.2007,4,DESA,Desa,Kembangkuning,56152
33.08.21.2008,4,DESA,Desa,Tanjungsari,56152
33.08.21.2009,4,DESA,Desa,Wonoroto,56152
33.08.21.2010,4,DESA,Desa,Genito,56152
33.08.21.2011,4,DESA,Desa,Kentengsari,56152
33.08.21.2012,4,DESA,Desa,Umbulsari,56152
33.08.21.2013,4,DESA,Desa,Semen,56152
33.08.21.2014,4,DESA,Desa,Dampit,56152
33.08.21.2015,4,DESA,Desa,Girimulyo,56152
33.08.21.2016,4,DESA,Desa,Ngemplak,56152
33.08.21.2017,4,DESA,Desa,Gunungsari,56152
33.08.21.2018,4,DESA,Desa,Kalijoso,56152
33.08.21.2019,4,DESA,Desa,Mangunsari,56152
33.08.21.2020,4,DESA,Desa,Gondangrejo,56152
33.09,2,KABUPATEN,Kabupaten,Boyolali,
33.09.01,3,KECAMATAN,Kecamatan,Selo,
33.09.01.2001,4,DESA,Desa,Tlogolele,57363
33.09.01.2002,4,DESA,Desa,Klakah,57363
33.09.01.2003,4,DESA,Desa,Jrakah,57363
33.09.01.2004,4,DESA,Desa,Lencoh,57363
33.09.01.2005,4,DESA,Desa,Suroteleng,57363
33.09.01.2006,4,DESA,Desa,Samiran,57363
33.09.01.2007,4,DESA,Desa,Selo,57363
33.09.01.2008,4,DESA,Desa,Tarubatang,57363
33.09.01.2009,4,DESA,Desa,Senden,57363
33.09.01.2010,4,DESA,Desa,Jeruk,57363
33.09.02,3,KECAMATAN,Kecamatan,Ampel,
33.09.02.2001,4,DESA,Desa,Seboto,57352
33.09.02.2002,4,DESA,Desa,Tanduk,57352
33.09.02.2003,4,DESA,Desa,Banyuanyar,57352
33.09.02.2004,4,DESA,Desa,Sidomulyo,57316
33.09.02.2005,4,DESA,Desa,Ngargosari,57352
33.09.02.2006,4,DESA,Desa,Selodoko,57352
33.09.02.2007,4,DESA,Desa,Ngenden,57352
33.09.02.2008,4,DESA,Desa,Ngampon,57352
33.09.02.2009,4,DESA,Desa,Gondangslamet,57352
33.09.02.2010,4,DESA,Desa,Candi,57352
33.09.02.2011,4,DESA,Desa,Urutsewu,57352
33.09.02.2012,4,DESA,Desa,Kaligentong,57352
33.09.02.2013,4,DESA,Desa,Gladagsari,57352
33.09.02.2014,4,DESA,Desa,Kembang,57352
33.09.02.2015,4,DESA,Desa,Ngagrong,57352
33.09.02.2016,4,DESA,Desa,Candisari,57352
33.09.02.2017,4,DESA,Desa,Ngargoloka,57316
33.09.02.2018,4,DESA,Desa,Sampetan,57352
33.09.02.2019,4,DESA,Desa,Ngadirojo,57352
33.09.02.2020,4,DESA,Desa,Jlarem,57352
33.09.03,3,KECAMATAN,Kecamatan,Cepogo,
33.09.03.2001,4,DESA,Desa,Wonodoyo,57362
33.09.03.2002,4,DESA,Desa,Jombong,57362
33.09.03.2003,4,DESA,Desa,Gedangan,57362
33.09.03.2004,4,DESA,Desa,Sumbung,57362
33.09.03.2005,4,DESA,Desa,Paras,57362
33.09.03.2006,4,DESA,Desa,Jelok,57362
33.09.03.2007,4,DESA,Desa,Bakulan,57362
33.09.03.2008,4,DESA,Desa,Candigatak,57362
33.09.03.2009,4,DESA,Desa,Cabeankunti,57362
33.09.03.2010,4,DESA,Desa,Mliwis,57362
33.09.03.2011,4,DESA,Desa,Sukabumi,57362
33.09.03.2012,4,DESA,Desa,Genting,57362
33.09.03.2013,4,DESA,Desa,Cepogo,57362
33.09.03.2014,4,DESA,Desa,Kembangkuning,57362
33.09.03.2015,4,DESA,Desa,Gubug,57362
33.09.04,3,KECAMATAN,Kecamatan,Musuk,
33.09.04.2001,4,DESA,Desa,Lampar,57331
33.09.04.2002,4,DESA,Desa,Dragan,57331
33.09.04.2003,4,DESA,Desa,Karanganyar,57331
33.09.04.2004,4,DESA,Desa,Jemowo,57331
33.09.04.2005,4,DESA,Desa,Sumur,57331
33.09.04.2006,4,DESA,Desa,Sangup,57331
33.09.04.2007,4,DESA,Desa,Mriyan,57331
33.09.04.2008,4,DESA,Desa,Lanjaran,57331
33.09.04.2009,4,DESA,Desa,Karangkendal,57331
33.09.04.2010,4,DESA,Desa,Keposong,57331
33.09.04.2011,4,DESA,Desa,Pagerjurang,57331
33.09.04.2012,4,DESA,Desa,Sukorejo,57331
33.09.04.2013,4,DESA,Desa,Sruni,57331
33.09.04.2014,4,DESA,Desa,Cluntang,57331
33.09.04.2015,4,DESA,Desa,Kembangsari,57331
33.09.04.2016,4,DESA,Desa,Ringinlarik,57331
33.09.04.2017,4,DESA,Desa,Kebongulo,57331
33.09.04.2018,4,DESA,Desa,Musuk,57331
33.09.04.2019,4,DESA,Desa,Sukorame,57331
33.09.04.2020,4,DESA,Desa,Pusporenggo,57331
33.09.05,3,KECAMATAN,Kecamatan,Boyolali,
33.09.05.1001,4,KELURAHAN,Kelurahan,Pulisen,57316
33.09.05.1002,4,KELURAHAN,Kelurahan,Siwodipuran,57311
33.09.05.1004,4,KELURAHAN,Kelurahan,Banaran,57313
33.09.05.2003,4,DESA,Desa,Karanggeneng,57312
33.09.05.2005,4,DESA,Desa,Winong,57315
33.09.05.2006,4,DESA,Desa,Penggung,57316
33.09.05.2007,4,DESA,Desa,Kiringan,57314
33.09.05.2008,4,DESA,Desa,Mudal,57316
33.09.05.2009,4,DESA,Desa,Kebonbimo,57316
33.09.06,3,KECAMATAN,Kecamatan,Mojosongo,
33.09.06.1007,4,KELURAHAN,Kelurahan,Kemiri,57321
33.09.06.1009,4,KELURAHAN,Kelurahan,Mojosongo,57322
33.09.06.2001,4,DESA,Desa,Madu,57322
33.09.06.2002,4,DESA,Desa,Singosari,57322
33.09.06.2003,4,DESA,Desa,Tambak,57322
33.09.06.2004,4,DESA,Desa,Manggis,57322
33.09.06.2005,4,DESA,Desa,Jurug,57322
33.09.06.2006,4,DESA,Desa,Karangnongko,57322
33.09.06.2008,4,DESA,Desa,Butuh,57322
33.09.06.2010,4,DESA,Desa,Kragilan,57323
33.09.06.2011,4,DESA,Desa,Brajan,57322
33.09.06.2012,4,DESA,Desa,Metuk,57322
33.09.06.2013,4,DESA,Desa,Dlingo,57322
33.09.07,3,KECAMATAN,Kecamatan,Teras,
33.09.07.2001,4,DESA,Desa,Kopen,57372
33.09.07.2002,4,DESA,Desa,Doplang,57372
33.09.07.2003,4,DESA,Desa,Kadireso,57372
