code,level,type,localPrefix,name
53.06.14.2003,4,DESA,Desa,Lewokluok
53.06.14.2004,4,DESA,Desa,Blepanawa
53.06.14.2005,4,DESA,Desa,Kawalelo
53.06.14.2006,4,DESA,Desa,Bama
53.06.14.2007,4,DESA,Desa,Lewomuda
53.06.15,3,KECAMATAN,Kecamatan,Lewolema
53.06.15.2001,4,DESA,Desa,Ile Padung
53.06.15.2002,4,DESA,Desa,Bantala
53.06.15.2003,4,DESA,Desa,Sinar Hading
53.06.15.2004,4,DESA,Desa,Paingnapang
53.06.15.2005,4,DESA,Desa,Baluk Herin
53.06.15.2006,4,DESA,Desa,Riangkotek
53.06.15.2007,4,DESA,Desa,Lewobelen
53.06.16,3,KECAMATAN,Kecamatan,Ile Bura
53.06.16.2001,4,DESA,Desa,Riangbura
53.06.16.2002,4,DESA,Desa,Birawan
53.06.16.2003,4,DESA,Desa,Nurri
53.06.16.2004,4,DESA,Desa,Nobokonga
53.06.16.2005,4,DESA,Desa,Lewoawang
53.06.16.2006,4,DESA,Desa,Dulipali
53.06.16.2007,4,DESA,Desa,Riang Rita
53.06.17,3,KECAMATAN,Kecamatan,Adonara
53.06.17.2001,4,DESA,Desa,Sagu
53.06.17.2002,4,DESA,Desa,Kolimasang
53.06.17.2003,4,DESA,Desa,Kolilanang
53.06.17.2004,4,DESA,Desa,Tikatukan
53.06.17.2005,4,DESA,Desa,Nisa Nulan
53.06.17.2006,4,DESA,Desa,Lamahoda
53.06.17.2007,4,DESA,Desa,Adonara
53.06.17.2008,4,DESA,Desa,Kolipetung
53.06.18,3,KECAMATAN,Kecamatan,Adonara Tengah
53.06.18.2001,4,DESA,Desa,Horowura
53.06.18.2002,4,DESA,Desa,Kokotobo
53.06.18.2003,4,DESA,Desa,Lite
53.06.18.2004,4,DESA,Desa,Kenotan
53.06.18.2005,4,DESA,Desa,Nubalema
53.06.18.2006,4,DESA,Desa,Wewit
53.06.18.2007,4,DESA,Desa,Lewobele
53.06.18.2008,4,DESA,Desa,Baya
53.06.18.2009,4,DESA,Desa,Bidara
53.06.18.2010,4,DESA,Desa,Oesayang
53.06.18.2011,4,DESA,Desa,Hoko Horowura
53.06.18.2012,4,DESA,Desa,Lewopao
53.06.18.2013,4,DESA,Desa,Nubalema Dua
53.06.19,3,KECAMATAN,Kecamatan,Solor Selatan
53.06.19.2001,4,DESA,Desa,Kelike
53.06.19.2002,4,DESA,Desa,Kelike Aimatan
53.06.19.2003,4,DESA,Desa,Sulengwaseng
53.06.19.2004,4,DESA,Desa,Kenere
53.06.19.2005,4,DESA,Desa,Lemanu
53.06.19.2006,4,DESA,Desa,Lewograran
53.06.19.2007,4,DESA,Desa,Bubuatagamu
53.07,2,KABUPATEN,Kabupaten,Sikka
53.07.01,3,KECAMATAN,Kecamatan,Paga
53.07.01.2001,4,DESA,Desa,Masabewa
53.07.01.2003,4,DESA,Desa,Wolowiro
53.07.01.2004,4,DESA,Desa,Mbengu
53.07.01.2005,4,DESA,Desa,Paga
53.07.01.2008,4,DESA,Desa,Lenandareta
53.07.01.2012,4,DESA,Desa,Mauloo
53.07.01.2013,4,DESA,Desa,Wolorega
53.07.01.2015,4,DESA,Desa,Wolowona
53.07.02,3,KECAMATAN,Kecamatan,Mego
53.07.02.2001,4,DESA,Desa,Bhera
53.07.02.2002,4,DESA,Desa,Dobo
53.07.02.2003,4,DESA,Desa,Gera
53.07.02.2004,4,DESA,Desa,Liakutu
53.07.02.2005,4,DESA,Desa,Parabubu
53.07.02.2006,4,DESA,Desa,Wolodhesa
53.07.02.2007,4,DESA,Desa,Korobhera
53.07.02.2008,4,DESA,Desa,Napugera
53.07.02.2009,4,DESA,Desa,Kowi
53.07.02.2010,4,DESA,Desa,Dobo Nuapuu
53.07.03,3,KECAMATAN,Kecamatan,Lela
53.07.03.2001,4,DESA,Desa,Lela
53.07.03.2002,4,DESA,Desa,Watutedang
53.07.03.2003,4,DESA,Desa,Korowuwu
53.07.03.2004,4,DESA,Desa,Kolidetung
53.07.03.2005,4,DESA,Desa,Sikka
53.07.03.2006,4,DESA,Desa,Iligai
53.07.03.2007,4,DESA,Desa,Hepang
53.07.03.2008,4,DESA,Desa,Baopaat
53.07.03.2009,4,DESA,Desa,Du
53.07.04,3,KECAMATAN,Kecamatan,Nita
53.07.04.2001,4,DESA,Desa,Nita
53.07.04.2002,4,DESA,Desa,Takaplager
53.07.04.2003,4,DESA,Desa,Tebuk
53.07.04.2004,4,DESA,Desa,Ladogahar
53.07.04.2005,4,DESA,Desa,Nitakloang
53.07.04.2006,4,DESA,Desa,Wuliwutik
53.07.04.2007,4,DESA,Desa,Lusitada
53.07.04.2008,4,DESA,Desa,Bloro
53.07.04.2009,4,DESA,Desa,Riit
53.07.04.2010,4,DESA,Desa,Tilang
53.07.04.2011,4,DESA,Desa,Nirangkliung
53.07.04.2017,4,DESA,Desa,Mahebora
53.07.05,3,KECAMATAN,Kecamatan,Alok
53.07.05.1006,4,KELURAHAN,Kelurahan,Madawat
53.07.05.1007,4,KELURAHAN,Kelurahan,Nangalimang
53.07.05.1008,4,KELURAHAN,Kelurahan,Kabor
53.07.05.1009,4,KELURAHAN,Kelurahan,Kota Uneng
53.07.05.2014,4,DESA,Desa,Pemana
53.07.05.2015,4,DESA,Desa,Samparong
53.07.05.2016,4,DESA,Desa,Gunung Sari
53.07.06,3,KECAMATAN,Kecamatan,Palue
53.07.06.2001,4,DESA,Desa,Maluriwu
53.07.06.2002,4,DESA,Desa,Reruwairere
53.07.06.2003,4,DESA,Desa,Tuanggeo
53.07.06.2004,4,DESA,Desa,Ladolaka
53.07.06.2005,4,DESA,Desa,Nitunglea
53.07.06.2006,4,DESA,Desa,Rokirole
53.07.06.2007,4,DESA,Desa,Kesokoja
53.07.06.2008,4,DESA,Desa,Lidi
53.07.07,3,KECAMATAN,Kecamatan,Nelle
53.07.07.2002,4,DESA,Desa,Nelle Urung
53.07.07.2003,4,DESA,Desa,Nelle Wutung
53.07.07.2004,4,DESA,Desa,Nelle Barat
53.07.07.2005,4,DESA,Desa,Nella Lorang
53.07.07.2006,4,DESA,Desa,Manubura
53.07.08,3,KECAMATAN,Kecamatan,Talibura
53.07.08.2001,4,DESA,Desa,Darat Gunung
53.07.08.2002,4,DESA,Desa,Ojang
53.07.08.2003,4,DESA,Desa,Hikong
53.07.08.2006,4,DESA,Desa,Nebe
53.07.08.2007,4,DESA,Desa,Wailamung
53.07.08.2008,4,DESA,Desa,Lewomada
53.07.08.2010,4,DESA,Desa,Nangahale
53.07.08.2011,4,DESA,Desa,Darat Pantai
53.07.08.2013,4,DESA,Desa,Talibura
53.07.08.2014,4,DESA,Desa,Kringa
53.07.08.2015,4,DESA,Desa,Bangkoor
53.07.08.2017,4,DESA,Desa,Timutawa
53.07.09,3,KECAMATAN,Kecamatan,Waigete
53.07.09.2001,4,DESA,Desa,Runut
53.07.09.2002,4,DESA,Desa,Egon
53.07.09.2003,4,DESA,Desa,Pogon
53.07.09.2004,4,DESA,Desa,Aibura
53.07.09.2005,4,DESA,Desa,Wairbleler
53.07.09.2006,4,DESA,Desa,Hoder
53.07.09.2007,4,DESA,Desa,Wairterang
53.07.09.2008,4,DESA,Desa,Nangatobong
53.07.09.2009,4,DESA,Desa,Watudiran
53.07.10,3,KECAMATAN,Kecamatan,Kewapante
53.07.10.2005,4,DESA,Desa,Seusina
53.07.10.2007,4,DESA,Desa,Kopong
53.07.10.2008,4,DESA,Desa,Namangkewa
53.07.10.2009,4,DESA,Desa,Iantena
53.07.10.2016,4,DESA,Desa,Umagera
53.07.10.2020,4,DESA,Desa,Geliting
53.07.10.2021,4,DESA,Desa,Waiara
53.07.10.2024,4,DESA,Desa,Wairkoja
53.07.11,3,KECAMATAN,Kecamatan,Bola
53.07.11.2001,4,DESA,Desa,Hokor
53.07.11.2002,4,DESA,Desa,Wolonwalu
53.07.11.2003,4,DESA,Desa,Wolokoli
53.07.11.2004,4,DESA,Desa,Bola
53.07.11.2005,4,DESA,Desa,Umauta
53.07.11.2006,4,DESA,Desa,Ipir
53.07.12,3,KECAMATAN,Kecamatan,Magepanda
53.07.12.2001,4,DESA,Desa,Magepanda
53.07.12.2002,4,DESA,Desa,Reroroja
53.07.12.2003,4,DESA,Desa,Done
53.07.12.2004,4,DESA,Desa,Kolisia
53.07.12.2005,4,DESA,Desa,Kolisia B
53.07.13,3,KECAMATAN,Kecamatan,Waiblama
53.07.13.2001,4,DESA,Desa,Natarmage
53.07.13.2002,4,DESA,Desa,Tanarawa
53.07.13.2003,4,DESA,Desa,Pruda
53.07.13.2004,4,DESA,Desa,Werang
53.07.13.2005,4,DESA,Desa,Tua Bao
53.07.13.2006,4,DESA,Desa,Ilinmedo
53.07.14,3,KECAMATAN,Kecamatan,Alok Barat
53.07.14.1001,4,KELURAHAN,Kelurahan,Hewuli
53.07.14.1002,4,KELURAHAN,Kelurahan,Wailiti
53.07.14.1003,4,KELURAHAN,Kelurahan,Wolomarang
53.07.14.1004,4,KELURAHAN,Kelurahan,Wuring
53.07.15,3,KECAMATAN,Kecamatan,Alok Timur
53.07.15.1001,4,KELURAHAN,Kelurahan,Beru
53.07.15.1002,4,KELURAHAN,Kelurahan,Kota Baru
53.07.15.1003,4,KELURAHAN,Kelurahan,Nangameting
53.07.15.1004,4,KELURAHAN,Kelurahan,Waioti
53.07.15.1005,4,KELURAHAN,Kelurahan,Wairotang
53.07.15.2006,4,DESA,Desa,Koja Doi
53.07.15.2007,4,DESA,Desa,Kojagete
53.07.15.2008,4,DESA,Desa,Lepo Lima
53.07.15.2009,4,DESA,Desa,Perumaan
53.07.15.2010,4,DESA,Desa,Watugong
53.07.16,3,KECAMATAN,Kecamatan,Koting
53.07.16.2001,4,DESA,Desa,Koting A
53.07.16.2002,4,DESA,Desa,Koting B
53.07.16.2003,4,DESA,Desa,Koting C
53.07.16.2004,4,DESA,Desa,Koting D
53.07.16.2005,4,DESA,Desa,Paubekor
53.07.16.2006,4,DESA,Desa,Ribang
53.07.17,3,KECAMATAN,Kecamatan,Tana Wawo
53.07.17.2001,4,DESA,Desa,Bu Selatan
53.07.17.2002,4,DESA,Desa,Bu Utara
53.07.17.2003,4,DESA,Desa,Bu Watuweti
53.07.17.2004,4,DESA,Desa,Loke
53.07.17.2005,4,DESA,Desa,Renggarasi
53.07.17.2006,4,DESA,Desa,Detubinga
53.07.17.2007,4,DESA,Desa,Tuwa
53.07.17.2008,4,DESA,Desa,Poma
53.07.18,3,KECAMATAN,Kecamatan,Hewokloang
53.07.18.2001,4,DESA,Desa,Rubit
53.07.18.2002,4,DESA,Desa,Wolomapa
53.07.18.2003,4,DESA,Desa,Baomekot
53.07.18.2004,4,DESA,Desa,Kajowair
53.07.18.2005,4,DESA,Desa,Hewokloang
53.07.18.2006,4,DESA,Desa,Heopuat
53.07.18.2007,4,DESA,Desa,Munerana
53.07.19,3,KECAMATAN,Kecamatan,Kangae
53.07.19.2001,4,DESA,Desa,Teka Iku
53.07.19.2002,4,DESA,Desa,Mekendetung
53.07.19.2003,4,DESA,Desa,Kokowahor
53.07.19.2004,4,DESA,Desa,Balatatatin
53.07.19.2005,4,DESA,Desa,Watuliwung
53.07.19.2006,4,DESA,Desa,Tana Duen
53.07.19.2007,4,DESA,Desa,Watumilok
53.07.19.2008,4,DESA,Desa,Habi
53.07.19.2009,4,DESA,Desa,Langir
53.07.20,3,KECAMATAN,Kecamatan,Doreng
53.07.20.2001,4,DESA,Desa,Waihawa
53.07.20.2002,4,DESA,Desa,Nenbura
53.07.20.2003,4,DESA,Desa,Wogalirit
53.07.20.2004,4,DESA,Desa,Watumerak
53.07.20.2005,4,DESA,Desa,Wolonterang
53.07.20.2006,4,DESA,Desa,Kloangpopot
53.07.20.2007,4,DESA,Desa,Wolomotong
53.07.21,3,KECAMATAN,Kecamatan,Mapitara
53.07.21.2001,4,DESA,Desa,Hale
53.07.21.2002,4,DESA,Desa,Hebing
53.07.21.2003,4,DESA,Desa,Natakoli
53.07.21.2004,4,DESA,Desa,Egon Gahar
53.08,2,KABUPATEN,Kabupaten,Ende
53.08.01,3,KECAMATAN,Kecamatan,Nangapanda
53.08.01.1001,4,KELURAHAN,Kelurahan,Ndorurea
53.08.01.2002,4,DESA,Desa,Ondorea
53.08.01.2003,4,DESA,Desa,Watumite
53.08.01.2004,4,DESA,Desa,Tendarea
53.08.01.2005,4,DESA,Desa,Kerirea
53.08.01.2006,4,DESA,Desa,Tendambepa
53.08.01.2007,4,DESA,Desa,Zozozea
53.08.01.2008,4,DESA,Desa,Rapowawo
53.08.01.2009,4,DESA,Desa,Nggorea
53.08.01.2010,4,DESA,Desa,Raporendu
53.08.01.2011,4,DESA,Desa,Bheramari
53.08.01.2012,4,DESA,Desa,Titwerea
53.08.01.2013,4,DESA,Desa,Sanggarhorho
53.08.01.2014,4,DESA,Desa,Ndeturea
53.08.01.2015,4,DESA,Desa,Ndorurea I
53.08.01.2016,4,DESA,Desa,Penggajawa
53.08.01.2017,4,DESA,Desa,Jegharangga
53.08.01.2018,4,DESA,Desa,Ondorea Barat
53.08.01.2019,4,DESA,Desa,Romarea
53.08.01.2020,4,DESA,Desa,Timbaria
53.08.01.2021,4,DESA,Desa,Mbobhenga
53.08.01.2022,4,DESA,Desa,Malawaru
53.08.01.2023,4,DESA,Desa,Anaraja
53.08.01.2024,4,DESA,Desa,Kekandere
53.08.01.2025,4,DESA,Desa,Tanazozo
53.08.01.2026,4,DESA,Desa,Tenda Ondo
53.08.01.2027,4,DESA,Desa,Jemburea
53.08.01.2028,4,DESA,Desa,Embuzozo
53.08.01.2029,4,DESA,Desa,Uzuzozo
53.08.02,3,KECAMATAN,Kecamatan,Pulau Ende
53.08.02.2001,4,DESA,Desa,Aejeti
53.08.02.2002,4,DESA,Desa,Puutara
53.08.02.2003,4,DESA,Desa,Paderape
53.08.02.2004,4,DESA,Desa,Ndoriwoi
53.08.02.2005,4,DESA,Desa,Rorurangga
53.08.02.2006,4,DESA,Desa,Rendoraterua
53.08.02.2007,4,DESA,Desa,Redorory
53.08.02.2008,4,DESA,Desa,Kazo Kapo
53.08.02.2009,4,DESA,Desa,Renga Menge
53.08.03,3,KECAMATAN,Kecamatan,Ende
53.08.03.2001,4,DESA,Desa,Raburia
53.08.03.2002,4,DESA,Desa,Riaraja
53.08.03.2003,4,DESA,Desa,Mbotutenda
53.08.03.2004,4,DESA,Desa,Wologai
53.08.03.2007,4,DESA,Desa,Ndetundora I
53.08.03.2008,4,DESA,Desa,Ndetundora II
53.08.03.2009,4,DESA,Desa,Tomberabu I
53.08.03.2010,4,DESA,Desa,Tomberabu II
53.08.03.2011,4,DESA,Desa,Nakuramba
53.08.03.2012,4,DESA,Desa,Wolokaro
53.08.03.2013,4,DESA,Desa,Ja Moke Asa
53.08.03.2014,4,DESA,Desa,Emburia
53.08.03.2016,4,DESA,Desa,Randotonda
53.08.03.2017,4,DESA,Desa,Rukuramba
53.08.03.2018,4,DESA,Desa,Tinabani
53.08.03.2019,4,DESA,Desa,Ndetundora III
53.08.03.2020,4,DESA,Desa,Uzuramba
53.08.03.2021,4,DESA,Desa,Tonggopapa
53.08.03.2022,4,DESA,Desa,Wologai Dua
53.08.03.2023,4,DESA,Desa,Worhopapa
53.08.03.2024,4,DESA,Desa,Wawonato
53.08.03.2025,4,DESA,Desa,Jejaraja
53.08.03.2026,4,DESA,Desa,Tendambonggi
53.08.03.2027,4,DESA,Desa,Randorama
53.08.03.2028,4,DESA,Desa,Ranoramba
53.08.03.2029,4,DESA,Desa,Peozakaramba
53.08.03.2030,4,DESA,Desa,Embutheru
53.08.03.2031,4,DESA,Desa,Nuaja
53.08.03.2032,4,DESA,Desa,Wajakea Jaya
53.08.03.2033,4,DESA,Desa,Nemboramba
53.08.03.2034,4,DESA,Desa,Embu Ngena
53.08.03.2035,4,DESA,Desa,Uzuramba Barat
53.08.04,3,KECAMATAN,Kecamatan,Ende Selatan
53.08.04.1003,4,KELURAHAN,Kelurahan,Mbongawani
53.08.04.1004,4,KELURAHAN,Kelurahan,Rukun Lima
53.08.04.1006,4,KELURAHAN,Kelurahan,Paupanda
53.08.04.1008,4,KELURAHAN,Kelurahan,Tetandara
53.08.04.1014,4,KELURAHAN,Kelurahan,Tanjung
53.08.05,3,KECAMATAN,Kecamatan,Ndona
53.08.05.1001,4,KELURAHAN,Kelurahan,Onelako
53.08.05.1002,4,KELURAHAN,Kelurahan,Lokoboko
53.08.05.2003,4,DESA,Desa,Wolotopo
53.08.05.2004,4,DESA,Desa,Wolotolo Timur
53.08.05.2006,4,DESA,Desa,Puutuga
53.08.05.2007,4,DESA,Desa,Ngalupolo
53.08.05.2012,4,DESA,Desa,Ngaluroga
53.08.05.2013,4,DESA,Desa,Nila
53.08.05.2014,4,DESA,Desa,Kekasewa
53.08.05.2015,4,DESA,Desa,Manulando
53.08.05.2016,4,DESA,Desa,Nanganesa
53.08.05.2017,4,DESA,Desa,Wolokota
53.08.05.2018,4,DESA,Desa,Kelikiku
53.08.05.2020,4,DESA,Desa,Reka
53.08.06,3,KECAMATAN,Kecamatan,Detusoko
53.08.06.1001,4,KELURAHAN,Kelurahan,Detusoko
53.08.06.2002,4,DESA,Desa,Detusoko Barat
53.08.06.2003,4,DESA,Desa,Wolotolo
53.08.06.2004,4,DESA,Desa,Wolotolo Tengah
53.08.06.2005,4,DESA,Desa,Roa
53.08.06.2006,4,DESA,Desa,Saga
53.08.06.2007,4,DESA,Desa,Niowula
53.08.06.2008,4,DESA,Desa,Wolofeo
53.08.06.2009,4,DESA,Desa,Nuaone
53.08.06.2010,4,DESA,Desa,Wologai
53.08.06.2011,4,DESA,Desa,Wologai Tengah
53.08.06.2013,4,DESA,Desa,Wolomage
53.08.06.2015,4,DESA,Desa,Randoria
53.08.06.2016,4,DESA,Desa,Wolomasi
53.08.06.2017,4,DESA,Desa,Rateroru
53.08.06.2018,4,DESA,Desa,Dile
53.08.06.2019,4,DESA,Desa,Ndito
53.08.06.2020,4,DESA,Desa,Sipijena
53.08.06.2021,4,DESA,Desa,Golulada
53.08.06.2022,4,DESA,Desa,Ranga
53.08.06.2024,4,DESA,Desa,Turunalu
53.08.07,3,KECAMATAN,Kecamatan,Wewaria
53.08.07.2001,4,DESA,Desa,Welamosa
53.08.07.2002,4,DESA,Desa,Nuangenda
53.08.07.2003,4,DESA,Desa,Mautenda
53.08.07.2004,4,DESA,Desa,Mautenda Barat
53.08.07.2005,4,DESA,Desa,Wewaria
53.08.07.2006,4,DESA,Desa,Tanali
53.08.07.2007,4,DESA,Desa,Detubela
53.08.07.2008,4,DESA,Desa,Fataatu
53.08.07.2009,4,DESA,Desa,Fataatu Timur
53.08.07.2010,4,DESA,Desa,Mukusaki
53.08.07.2011,4,DESA,Desa,Ekoae
53.08.07.2012,4,DESA,Desa,Aemuri
53.08.07.2013,4,DESA,Desa,Ratewati
53.08.07.2014,4,DESA,Desa,Mbotulaka
53.08.07.2015,4,DESA,Desa,Numba
53.08.07.2017,4,DESA,Desa,Kalitembu
53.08.07.2018,4,DESA,Desa,Aelipo
53.08.07.2019,4,DESA,Desa,Ratewati Selatan
53.08.07.2020,4,DESA,Desa,Waka
53.08.07.2021,4,DESA,Desa,Wolooja
53.08.07.2022,4,DESA,Desa,Ekolea
53.08.07.2023,4,DESA,Desa,Ae Ndoko
53.08.08,3,KECAMATAN,Kecamatan,Wolowaru
53.08.08.1001,4,KELURAHAN,Kelurahan,Bokasape
53.08.08.2002,4,DESA,Desa,Bokasape Timur
53.08.08.2010,4,DESA,Desa,Mbuliloo
53.08.08.2011,4,DESA,Desa,Rindiwawo
53.08.08.2012,4,DESA,Desa,Jopu
53.08.08.2013,4,DESA,Desa,Wolokoli
53.08.08.2014,4,DESA,Desa,Mbuliwaralau
53.08.08.2015,4,DESA,Desa,Mbuliwaralau Utara
53.08.08.2016,4,DESA,Desa,Lisedetu
53.08.08.2017,4,DESA,Desa,Nualise
53.08.08.2018,4,DESA,Desa,Wolosoko
53.08.08.2019,4,DESA,Desa,Liselowobora
53.08.08.2020,4,DESA,Desa,Likanaka
53.08.08.2021,4,DESA,Desa,Nakambara
53.08.08.2022,4,DESA,Desa,Niramesi
53.08.08.2023,4,DESA,Desa,Tana Lo'o
53.08.08.2024,4,DESA,Desa,Lise Pu'u
53.08.09,3,KECAMATAN,Kecamatan,Wolojita
53.08.09.1001,4,KELURAHAN,Kelurahan,Wolojita
53.08.09.2002,4,DESA,Desa,Tenda
53.08.09.2003,4,DESA,Desa,Wiwipemo
53.08.09.2004,4,DESA,Desa,Pora
53.08.09.2005,4,DESA,Desa,Nuamulu
53.08.09.2006,4,DESA,Desa,Nggela
53.08.10,3,KECAMATAN,Kecamatan,Maurole
53.08.10.2001,4,DESA,Desa,Maurole
53.08.10.2003,4,DESA,Desa,Aewora
53.08.10.2005,4,DESA,Desa,Mausambi
53.08.10.2006,4,DESA,Desa,Ranakolo
53.08.10.2007,4,DESA,Desa,Watukamba
53.08.10.2008,4,DESA,Desa,Ranakolo Selatan
53.08.10.2009,4,DESA,Desa,Keliwumbu
53.08.10.2018,4,DESA,Desa,Detuwulu
53.08.10.2019,4,DESA,Desa,Otogedu
53.08.10.2020,4,DESA,Desa,Woloau
53.08.10.2021,4,DESA,Desa,Ngalukoja
53.08.10.2022,4,DESA,Desa,Niranusa
53.08.10.2023,4,DESA,Desa,Uludala
53.08.11,3,KECAMATAN,Kecamatan,Maukaro
53.08.11.2001,4,DESA,Desa,Kebirangga
53.08.11.2002,4,DESA,Desa,Kebirangga Selatan
53.08.11.2003,4,DESA,Desa,Kamubheka
53.08.11.2004,4,DESA,Desa,Magekapa
53.08.11.2005,4,DESA,Desa,Boafeo
53.08.11.2006,4,DESA,Desa,Nabe
53.08.11.2007,4,DESA,Desa,Kobaleba
53.08.11.2008,4,DESA,Desa,Mundinggasa
53.08.11.2009,4,DESA,Desa,Kolikapa
53.08.11.2010,4,DESA,Desa,Kebirangga Tengah
53.08.11.2011,4,DESA,Desa,Natanangge
53.08.12,3,KECAMATAN,Kecamatan,Lio Timur
53.08.12.1001,4,KELURAHAN,Kelurahan,Watuneso
53.08.12.2002,4,DESA,Desa,Hobatua
53.08.12.2003,4,DESA,Desa,Wolosambi
53.08.12.2004,4,DESA,Desa,Woloara
53.08.12.2005,4,DESA,Desa,Detupera
53.08.12.2006,4,DESA,Desa,Wololela A
53.08.12.2007,4,DESA,Desa,Liabeke
53.08.12.2013,4,DESA,Desa,Fatamari
53.08.12.2014,4,DESA,Desa,Ranggatalo
53.08.12.2015,4,DESA,Desa,Nua Lima
53.08.12.2016,4,DESA,Desa,Tanaroga
53.08.12.2017,4,DESA,Desa,Bu Tanalagu
53.08.12.2018,4,DESA,Desa,Mbewawora
53.08.13,3,KECAMATAN,Kecamatan,Kota Baru
53.08.13.2001,4,DESA,Desa,Kotabaru
53.08.13.2002,4,DESA,Desa,Tou
53.08.13.2003,4,DESA,Desa,Tou Timur
53.08.13.2004,4,DESA,Desa,Loboniki
53.08.13.2005,4,DESA,Desa,Ndondo
53.08.13.2006,4,DESA,Desa,Niopanda
53.08.13.2007,4,DESA,Desa,Hangalande
53.08.13.2012,4,DESA,Desa,Tou Barat
53.08.13.2013,4,DESA,Desa,Liselande
53.08.13.2014,4,DESA,Desa,Rangalaka
53.08.13.2015,4,DESA,Desa,Pise
53.08.13.2016,4,DESA,Desa,Neotonda
53.08.13.2017,4,DESA,Desa,Nuanaga
53.08.14,3,KECAMATAN,Kecamatan,Kelimutu
53.08.14.2002,4,DESA,Desa,Nduaria
53.08.14.2003,4,DESA,Desa,Nuamuri
53.08.14.2004,4,DESA,Desa,Nuamuri Barat
53.08.14.2005,4,DESA,Desa,Koanara
53.08.14.2006,4,DESA,Desa,Woloara
53.08.14.2007,4,DESA,Desa,Pemo
53.08.14.2009,4,DESA,Desa,Detuena
53.08.14.2010,4,DESA,Desa,Wolokelo
53.08.14.2011,4,DESA,Desa,Waturaka
53.08.15,3,KECAMATAN,Kecamatan,Detukeli
53.08.15.2001,4,DESA,Desa,Nggesa
53.08.15.2002,4,DESA,Desa,Detukeli
53.08.15.2003,4,DESA,Desa,Kebesani
53.08.15.2004,4,DESA,Desa,Wolomuku
53.08.15.2005,4,DESA,Desa,Watunggere
53.08.15.2006,4,DESA,Desa,Nida
53.08.15.2007,4,DESA,Desa,Maurole Selatan
53.08.15.2008,4,DESA,Desa,Detumbewa
53.08.15.2009,4,DESA,Desa,Kanganara
53.08.15.2011,4,DESA,Desa,Unggu
53.08.15.2012,4,DESA,Desa,Nggesabiri
53.08.15.2013,4,DESA,Desa,Watunggere Marilonga
53.08.15.2014,4,DESA,Desa,Jeo Du'a
53.08.16,3,KECAMATAN,Kecamatan,Ndona Timur
53.08.16.2001,4,DESA,Desa,Kurulimbu
53.08.16.2002,4,DESA,Desa,Sokoria
53.08.16.2003,4,DESA,Desa,Demulaka
53.08.16.2004,4,DESA,Desa,Roga
53.08.16.2005,4,DESA,Desa,Kurulimbu Selatan
53.08.16.2006,4,DESA,Desa,Ngguwa
53.08.16.2007,4,DESA,Desa,Sokoria Selatan
53.08.17,3,KECAMATAN,Kecamatan,Ndori
53.08.17.2001,4,DESA,Desa,Maubasa
53.08.17.2002,4,DESA,Desa,Maubasa Timur
53.08.17.2003,4,DESA,Desa,Wonda
53.08.17.2004,4,DESA,Desa,Serandori
53.08.17.2005,4,DESA,Desa,Kelisamba
53.08.17.2006,4,DESA,Desa,Mole
53.08.17.2007,4,DESA,Desa,Lungaria
53.08.17.2008,4,DESA,Desa,Aebara
53.08.17.2009,4,DESA,Desa,Ratemangga
53.08.17.2010,4,DESA,Desa,Maubasa Barat
53.08.18,3,KECAMATAN,Kecamatan,Ende Utara
53.08.18.1001,4,KELURAHAN,Kelurahan,Kota Raja
53.08.18.1002,4,KELURAHAN,Kelurahan,Kota Ratu
53.08.18.1003,4,KELURAHAN,Kelurahan,Roworena
53.08.18.1007,4,KELURAHAN,Kelurahan,Roworena Barat
53.08.18.2004,4,DESA,Desa,Gheoghoma
53.08.18.2005,4,DESA,Desa,Borokanda
53.08.18.2006,4,DESA,Desa,Watusipi
53.08.18.2008,4,DESA,Desa,Mbomba
53.08.18.2009,4,DESA,Desa,Embundoa
53.08.18.2010,4,DESA,Desa,Raterua
53.08.19,3,KECAMATAN,Kecamatan,Ende Tengah
53.08.19.1001,4,KELURAHAN,Kelurahan,Potulando
53.08.19.1002,4,KELURAHAN,Kelurahan,Onekore
53.08.19.1003,4,KELURAHAN,Kelurahan,Kelimutu
53.08.19.1004,4,KELURAHAN,Kelurahan,Paupire
53.08.20,3,KECAMATAN,Kecamatan,Ende Timur
53.08.20.1001,4,KELURAHAN,Kelurahan,Mautapaga
53.08.20.1002,4,KELURAHAN,Kelurahan,Rewarangga
53.08.20.1006,4,KELURAHAN,Kelurahan,Rewarangga Selatan
53.08.20.2003,4,DESA,Desa,Kedebodu
53.08.20.2004,4,DESA,Desa,Ndungga
53.08.20.2005,4,DESA,Desa,Tiwutewa
53.08.21,3,KECAMATAN,Kecamatan,Lepembusu Kelisoke
53.08.21.2001,4,DESA,Desa,Nggumbelaka
53.08.21.2002,4,DESA,Desa,Mukureku
53.08.21.2003,4,DESA,Desa,Wologai Timur
53.08.21.2004,4,DESA,Desa,Kuru
53.08.21.2005,4,DESA,Desa,Ndenggarongge
53.08.21.2006,4,DESA,Desa,Ndikosapu
53.08.21.2007,4,DESA,Desa,Taniwoda
53.08.21.2008,4,DESA,Desa,Tanalangi
53.08.21.2009,4,DESA,Desa,Detuara
53.08.21.2010,4,DESA,Desa,Tiwusora
53.08.21.2011,4,DESA,Desa,Lisekuru
53.08.21.2012,4,DESA,Desa,Rutujeja
