code,level,type,localPrefix,name
12.20.07.2019,4,DESA,Desa,Padang Garugur
12.20.07.2020,4,DESA,Desa,Padang Matinggi
12.20.07.2021,4,DESA,Desa,Purba Tua
12.20.07.2022,4,DESA,Desa,Janji Mauli
12.20.07.2023,4,DESA,Desa,Sayur Matinggi Julu
12.20.07.2024,4,DESA,Desa,Gunung Tua Julu
12.20.07.2025,4,DESA,Desa,Pasir Ampolu Hopong
12.20.07.2026,4,DESA,Desa,Pagaran Batu
12.20.07.2027,4,DESA,Desa,Tamosu
12.20.07.2028,4,DESA,Desa,Simangambat Dolok
12.20.07.2029,4,DESA,Desa,Janji Manahan
12.20.07.2030,4,DESA,Desa,Padang Bujur Baru
12.20.07.2031,4,DESA,Desa,Batu Nanggar
12.20.07.2032,4,DESA,Desa,Morang
12.20.08,3,KECAMATAN,Kecamatan,Simangambat
12.20.08.2014,4,DESA,Desa,Ulak Tano
12.20.08.2015,4,DESA,Desa,Aekraru
12.20.08.2016,4,DESA,Desa,Tanjung Maria
12.20.08.2017,4,DESA,Desa,Mandasip
12.20.08.2018,4,DESA,Desa,Huta Baru
12.20.08.2019,4,DESA,Desa,Janji Matogu
12.20.08.2020,4,DESA,Desa,Paran Padang
12.20.08.2021,4,DESA,Desa,Tanjung Botung
12.20.08.2022,4,DESA,Desa,Huta Pasir
12.20.08.2023,4,DESA,Desa,Langkimat
12.20.08.2024,4,DESA,Desa,Jabi Jabi
12.20.08.2025,4,DESA,Desa,Simangambat Jae
12.20.08.2026,4,DESA,Desa,Ujung Gading Jae
12.20.08.2027,4,DESA,Desa,Huta Baringin
12.20.08.2028,4,DESA,Desa,Gunung Manaon Sim
12.20.08.2029,4,DESA,Desa,Sionggoton
12.20.08.2030,4,DESA,Desa,Paran Tonga Sim
12.20.08.2031,4,DESA,Desa,Ujung Gading Julu
12.20.08.2032,4,DESA,Desa,Simangambat Julu
12.20.08.2033,4,DESA,Desa,Sigagan
12.20.08.2034,4,DESA,Desa,Kosik Putih
12.20.09,3,KECAMATAN,Kecamatan,Hulu Sihapas
12.20.09.2001,4,DESA,Desa,Aek Godang
12.20.09.2002,4,DESA,Desa,Aek Nauli
12.20.09.2003,4,DESA,Desa,Sampuran Simarloting
12.20.09.2004,4,DESA,Desa,Pangirkiran
12.20.09.2005,4,DESA,Desa,Simaninggir
12.20.09.2006,4,DESA,Desa,Suka Dame
12.20.09.2007,4,DESA,Desa,Pintu Bosi
12.20.09.2008,4,DESA,Desa,Sidong-Dong
12.20.09.2009,4,DESA,Desa,Sitabar
12.20.09.2010,4,DESA,Desa,Parmeraan
12.20.10,3,KECAMATAN,Kecamatan,Padang Bolak Tenggara
12.20.10.2001,4,DESA,Desa,Siunggam Julu
12.20.10.2002,4,DESA,Desa,Siunggam Tonga
12.20.10.2003,4,DESA,Desa,Siunggam Jae
12.20.10.2004,4,DESA,Desa,Aek Bayur
12.20.10.2005,4,DESA,Desa,Aek Tolong
12.20.10.2006,4,DESA,Desa,Tangga-Tangga Hambeng
12.20.10.2007,4,DESA,Desa,Simaninggir
12.20.10.2008,4,DESA,Desa,Bangun Purba
12.20.10.2009,4,DESA,Desa,Naga Saribu
12.20.10.2010,4,DESA,Desa,Sihoda-Hoda
12.20.10.2011,4,DESA,Desa,Mompang II
12.20.10.2012,4,DESA,Desa,Gulangan
12.20.10.2013,4,DESA,Desa,Pijor Koling
12.20.10.2014,4,DESA,Desa,Purba Tua Dolok
12.20.11,3,KECAMATAN,Kecamatan,Halongonan Timur
12.20.11.2001,4,DESA,Desa,Siancimun
12.20.11.2002,4,DESA,Desa,Bolatan
12.20.11.2003,4,DESA,Desa,Pasir Bara
12.20.11.2004,4,DESA,Desa,Gunung Intan
12.20.11.2005,4,DESA,Desa,Mompang I
12.20.11.2006,4,DESA,Desa,Gunung Manaon III
12.20.11.2007,4,DESA,Desa,Sihopuk Baru
12.20.11.2008,4,DESA,Desa,Sihopuk Lama
12.20.11.2009,4,DESA,Desa,Rondaman
12.20.11.2010,4,DESA,Desa,Hutabaru Nangka
12.20.11.2011,4,DESA,Desa,Situmbaga
12.20.11.2012,4,DESA,Desa,Batang Pane I
12.20.11.2013,4,DESA,Desa,Batang Pane II
12.20.11.2014,4,DESA,Desa,Batang Pane III
12.20.12,3,KECAMATAN,Kecamatan,Ujung Batu
12.20.12.2001,4,DESA,Desa,Huta Raja
12.20.12.2002,4,DESA,Desa,Ujung Batu Julu
12.20.12.2003,4,DESA,Desa,Gunung Manaon UB
12.20.12.2004,4,DESA,Desa,Labuhan Jurung
12.20.12.2005,4,DESA,Desa,Martujuan
12.20.12.2006,4,DESA,Desa,Paya Bahung UB
12.20.12.2007,4,DESA,Desa,Tobing Tinggi UB
12.20.12.2008,4,DESA,Desa,Ujung Batu Jae
12.20.12.2009,4,DESA,Desa,Marlaung
12.20.12.2010,4,DESA,Desa,Mananti
12.20.12.2011,4,DESA,Desa,Jambu Tonang
12.20.12.2012,4,DESA,Desa,Manare Tua
12.20.12.2013,4,DESA,Desa,Pasir Lancat UB
12.21,2,KABUPATEN,Kabupaten,Padang Lawas
12.21.01,3,KECAMATAN,Kecamatan,Sosopan
12.21.01.2001,4,DESA,Desa,Pagaranbira Jae
12.21.01.2002,4,DESA,Desa,Pagaran Bira Julu
12.21.01.2003,4,DESA,Desa,Huta Bargot
12.21.01.2004,4,DESA,Desa,Siundol Jae
12.21.01.2005,4,DESA,Desa,Siundol Julu
12.21.01.2006,4,DESA,Desa,Siundol Dolok
12.21.01.2007,4,DESA,Desa,Hutabaru Siundol
12.21.01.2008,4,DESA,Desa,Binanga Tolu
12.21.01.2009,4,DESA,Desa,Aek Bargot
12.21.01.2010,4,DESA,Desa,Ulu Aer
12.21.01.2011,4,DESA,Desa,Hulim
12.21.01.2012,4,DESA,Desa,Sianggunan
12.21.01.2013,4,DESA,Desa,Simaninggir Sosopan
12.21.01.2014,4,DESA,Desa,Sibualbuali
12.21.01.2015,4,DESA,Desa,Sosopan
12.21.01.2016,4,DESA,Desa,Sigala-Gala
12.21.01.2017,4,DESA,Desa,Sihaporas
12.21.01.2018,4,DESA,Desa,Banua Tonga
12.21.01.2019,4,DESA,Desa,Sosopan Julu
12.21.01.2020,4,DESA,Desa,Huta Bara
12.21.01.2021,4,DESA,Desa,Hutabaru Sosopan
12.21.01.2022,4,DESA,Desa,Simartolu
12.21.02,3,KECAMATAN,Kecamatan,Barumun Tengah
12.21.02.2001,4,DESA,Desa,Gunung Baringin
12.21.02.2002,4,DESA,Desa,Pasar Binanga
12.21.02.2003,4,DESA,Desa,Sihaborgoan Dalan
12.21.02.2004,4,DESA,Desa,Aek Tanduk
12.21.02.2005,4,DESA,Desa,PP. Makmur
12.21.02.2006,4,DESA,Desa,Siboris Bahal
12.21.02.2007,4,DESA,Desa,Bangkudu
12.21.02.2008,4,DESA,Desa,Siolip
12.21.02.2009,4,DESA,Desa,Aek Tunjang
12.21.02.2010,4,DESA,Desa,Binanga
12.21.02.2011,4,DESA,Desa,Manombo
12.21.02.2012,4,DESA,Desa,Janji Raja
12.21.02.2013,4,DESA,Desa,Pangirkiran Dolok
12.21.02.2014,4,DESA,Desa,Sihaborgoan Barumun
12.21.02.2015,4,DESA,Desa,Siboris Dolok
12.21.02.2016,4,DESA,Desa,Padang Matinggi
12.21.02.2017,4,DESA,Desa,Tandihat
12.21.02.2018,4,DESA,Desa,Bara Batu
12.21.02.2019,4,DESA,Desa,Bahal Batu
12.21.02.2020,4,DESA,Desa,Ginduang Batu
12.21.02.2021,4,DESA,Desa,Padang Garugur
12.21.02.2022,4,DESA,Desa,Gunung Manaon
12.21.02.2023,4,DESA,Desa,Siboris Lombang
12.21.02.2024,4,DESA,Desa,Janji Matogu
12.21.02.2025,4,DESA,Desa,Gunung Malintang
12.21.02.2026,4,DESA,Desa,Sibatu Loting
12.21.02.2027,4,DESA,Desa,Sisalean
12.21.02.2028,4,DESA,Desa,Janji Manahan
12.21.02.2029,4,DESA,Desa,Siparau
12.21.02.2030,4,DESA,Desa,Unterudang
12.21.02.2053,4,DESA,Desa,Huta Ruhom
12.21.02.2056,4,DESA,Desa,Paran Napa Dolok
12.21.02.2061,4,DESA,Desa,Bire
12.21.02.2065,4,DESA,Desa,Gading
12.21.02.2067,4,DESA,Desa,Paran Napa Jae
12.21.02.2068,4,DESA,Desa,Sibontar
12.21.02.2070,4,DESA,Desa,Aek Siala
12.21.02.2071,4,DESA,Desa,Batusundung
12.21.02.2072,4,DESA,Desa,Sidongdong
12.21.03,3,KECAMATAN,Kecamatan,Huristak
12.21.03.2001,4,DESA,Desa,Binanga Tolu
12.21.03.2002,4,DESA,Desa,Tanjung Baringin
12.21.03.2003,4,DESA,Desa,Huristak
12.21.03.2004,4,DESA,Desa,Paran Tonga
12.21.03.2005,4,DESA,Desa,Gonting Julu
12.21.03.2006,4,DESA,Desa,Bulu Cina
12.21.03.2007,4,DESA,Desa,Sigading
12.21.03.2008,4,DESA,Desa,Pasir Lancat Lama
12.21.03.2009,4,DESA,Desa,Siala Gundi
12.21.03.2010,4,DESA,Desa,Tobing Julu
12.21.03.2011,4,DESA,Desa,Tar Sihoda-Hoda
12.21.03.2012,4,DESA,Desa,Huta Pasir Ulak Tano
12.21.03.2013,4,DESA,Desa,Tobing Jae
12.21.03.2014,4,DESA,Desa,Pasar Huristak
12.21.03.2015,4,DESA,Desa,Sipirok Baru
12.21.03.2016,4,DESA,Desa,Pasir Lancat Baru
12.21.03.2017,4,DESA,Desa,Tobing Tinggi
12.21.03.2018,4,DESA,Desa,Ganal
12.21.03.2019,4,DESA,Desa,Paya Bujing
12.21.03.2020,4,DESA,Desa,Pulo Bariang
12.21.03.2021,4,DESA,Desa,Ramba
12.21.03.2022,4,DESA,Desa,Gonting Jae
12.21.03.2023,4,DESA,Desa,Gala Bonang
12.21.03.2024,4,DESA,Desa,Tanjung Morang
12.21.03.2025,4,DESA,Desa,Gunung Manaon
12.21.03.2026,4,DESA,Desa,Gunung Matinggi
12.21.03.2027,4,DESA,Desa,Pasir Pinang
12.21.04,3,KECAMATAN,Kecamatan,Lubuk Barumun
12.21.04.2001,4,DESA,Desa,Janji Matogu
12.21.04.2002,4,DESA,Desa,Pagaran Silindung
12.21.04.2003,4,DESA,Desa,Tangga Bosi
12.21.04.2004,4,DESA,Desa,Hutaibus
12.21.04.2005,4,DESA,Desa,Pagaran Jalu-Jalu
12.21.04.2006,4,DESA,Desa,Hutanopan
12.21.04.2007,4,DESA,Desa,Pasar Latong
12.21.04.2008,4,DESA,Desa,Pagaran Jae Batu
12.21.04.2009,4,DESA,Desa,Aek Lancat
12.21.04.2010,4,DESA,Desa,Batang Tanggal Baru
12.21.04.2011,4,DESA,Desa,Bonal
12.21.04.2012,4,DESA,Desa,Pagaran Malaka
12.21.04.2013,4,DESA,Desa,Huta Dolok
12.21.04.2014,4,DESA,Desa,Gunung Manobot
12.21.04.2015,4,DESA,Desa,Batang Bulu Jae
12.21.04.2016,4,DESA,Desa,Suro Dingin
12.21.04.2017,4,DESA,Desa,Janji Lobi Lima
12.21.04.2018,4,DESA,Desa,Sangkilon
12.21.04.2019,4,DESA,Desa,Siali-Ali
12.21.04.2020,4,DESA,Desa,Huta Lombang
12.21.04.2021,4,DESA,Desa,Pagaran Mompang
12.21.04.2022,4,DESA,Desa,Parsombaan
12.21.04.2023,4,DESA,Desa,Sihiuk
12.21.04.2024,4,DESA,Desa,Batang Bulu Tanggal
12.21.05,3,KECAMATAN,Kecamatan,Huta Raja Tinggi
12.21.05.2001,4,DESA,Desa,Simangambat
12.21.05.2002,4,DESA,Desa,Sigala-Gala
12.21.05.2003,4,DESA,Desa,Tanjung Ale
12.21.05.2004,4,DESA,Desa,Lubuk Bunut
12.21.05.2005,4,DESA,Desa,Ujung Padang
12.21.05.2006,4,DESA,Desa,Tanjung Baringin
12.21.05.2007,4,DESA,Desa,Sibodak Sosa Jae
12.21.05.2008,4,DESA,Desa,Parmainan
12.21.05.2009,4,DESA,Desa,Pagaran Dolok Sosa Jae
12.21.05.2010,4,DESA,Desa,Aliaga
12.21.05.2011,4,DESA,Desa,Mananti Sosa Jae
12.21.05.2012,4,DESA,Desa,Panyabungan
12.21.05.2013,4,DESA,Desa,Pasar Panyabungan
12.21.05.2014,4,DESA,Desa,Sigalapung
12.21.05.2015,4,DESA,Desa,Siabu
12.21.05.2016,4,DESA,Desa,Paya Ombur
12.21.05.2017,4,DESA,Desa,Hutaraja Tinggi
12.21.05.2018,4,DESA,Desa,Sungai Korang
12.21.05.2019,4,DESA,Desa,Ujung Batu I
12.21.05.2020,4,DESA,Desa,Ujung Batu II
12.21.05.2021,4,DESA,Desa,Ujung Batu III
12.21.05.2022,4,DESA,Desa,Ujung Batu IV
12.21.05.2023,4,DESA,Desa,Ujung Batu V
12.21.05.2024,4,DESA,Desa,Pir Trans Sosa I A
12.21.05.2025,4,DESA,Desa,Pir Trans Sosa I B
12.21.05.2026,4,DESA,Desa,Pir Trans Sosa III A
12.21.05.2027,4,DESA,Desa,Pir Trans Sosa III B
12.21.05.2028,4,DESA,Desa,Pir Trans Sosa II
12.21.05.2029,4,DESA,Desa,Pir Trans Sosa IV
12.21.05.2030,4,DESA,Desa,Pir Trans Sosa V
12.21.05.2031,4,DESA,Desa,Pir Trans Sosa VI
12.21.06,3,KECAMATAN,Kecamatan,Ulu Barumun
12.21.06.2001,4,DESA,Desa,Simanuldang Jae
12.21.06.2002,4,DESA,Desa,Simanuldang Julu
12.21.06.2003,4,DESA,Desa,Tapian Nauli
12.21.06.2004,4,DESA,Desa,Handang Kopo
12.21.06.2005,4,DESA,Desa,Subulussalam
12.21.06.2006,4,DESA,Desa,Pintu Padang
12.21.06.2007,4,DESA,Desa,Matondang
12.21.06.2008,4,DESA,Desa,Pasar Ipuh
12.21.06.2009,4,DESA,Desa,Paringgonan
