code	level	localPrefix	name	postCode
11.06.13.2016	4	Gampong	Alue Reuyeueng	23391
11.06.13.2017	4	Gampong	Deudap	23391
11.06.14	3	Kecamatan	Lembah Seulawah	
11.06.14.2001	4	Gampong	Lamtamot	23952
11.06.14.2002	4	Gampong	Lambaro Tunong	23952
11.06.14.2003	4	Gampong	Lonbaroh	23952
11.06.14.2004	4	Gampong	Lon Asan	23952
11.06.14.2005	4	Gampong	Paya Keureuleh	23952
11.06.14.2006	4	Gampong	Panca	23952
11.06.14.2007	4	Gampong	Lam Kubu	23952
11.06.14.2008	4	Gampong	Panca Kubu	23952
11.06.14.2009	4	Gampong	Suka Damai	23952
11.06.14.2010	4	Gampong	Suka Mulya	23952
11.06.14.2011	4	Gampong	Saree Aceh	23952
11.06.14.2012	4	Gampong	Teuladan	23952
11.06.15	3	Kecamatan	Kota Jantho	
11.06.15.2001	4	Gampong	Teureubeh	23913
11.06.15.2002	4	Gampong	Barueh	23911
11.06.15.2003	4	Gampong	Jantho	23912
11.06.15.2004	4	Gampong	Awek	23911
11.06.15.2005	4	Gampong	Data Cut	23917
11.06.15.2006	4	Gampong	Bueng	23911
11.06.15.2007	4	Gampong	Weu	23917
11.06.15.2008	4	Gampong	Jalin	23915
11.06.15.2009	4	Gampong	Suka Tani	23917
11.06.15.2010	4	Gampong	Cucum	23918
11.06.15.2011	4	Gampong	Jantho Baru	23917
11.06.15.2012	4	Gampong	Jantho Makmur	23917
11.06.15.2013	4	Gampong	Bukit Meusara	23919
11.06.16	3	Kecamatan	Kota Cot Glie	
11.06.16.2001	4	Gampong	Lampakuk	23363
11.06.16.2002	4	Gampong	Lampoh Raja	23363
11.06.16.2003	4	Gampong	Lam Aling	23363
11.06.16.2004	4	Gampong	Lamleupung	23363
11.06.16.2005	4	Gampong	Lamkleng	23363
11.06.16.2006	4	Gampong	Ie Alang Lamkreumeuh	23363
11.06.16.2007	4	Gampong	Ie Alang Lamghui	23363
11.06.16.2008	4	Gampong	Ie Alang Mesjid	23363
11.06.16.2009	4	Gampong	Ie Alang Dayah	23363
11.06.16.2010	4	Gampong	Lamtui	23363
11.06.16.2011	4	Gampong	Barih Lhok	23363
11.06.16.2012	4	Gampong	Bueng Simek	23363
11.06.16.2013	4	Gampong	Banda Safa	23363
11.06.16.2014	4	Gampong	Bithak	23363
11.06.16.2015	4	Gampong	Lambeugak	23363
11.06.16.2016	4	Gampong	Pakuk	23363
11.06.16.2017	4	Gampong	Lamsie	23363
11.06.16.2018	4	Gampong	Sigapang	23363
11.06.16.2019	4	Gampong	Tutui	23363
11.06.16.2020	4	Gampong	Pasar Lampaku	23363
11.06.16.2021	4	Gampong	Maheng	23363
11.06.16.2022	4	Gampong	Leupung Bruek	23363
11.06.16.2023	4	Gampong	Keumireu	23363
11.06.16.2024	4	Gampong	Lamleuot	23363
11.06.16.2025	4	Gampong	Leupung Balue	23363
11.06.16.2026	4	Gampong	Bak Sukon	23363
11.06.16.2027	4	Gampong	Cot Bayu	23363
11.06.16.2028	4	Gampong	Glee Jai	23363
11.06.16.2029	4	Gampong	Keuruweung Blang	23363
11.06.16.2030	4	Gampong	Keuruweung Krueng	23363
11.06.16.2031	4	Gampong	Siron Blang	23363
11.06.16.2032	4	Gampong	Siron Krueng	23363
11.06.17	3	Kecamatan	Kuta Malaka	
11.06.17.2001	4	Gampong	Lambaro Samahani	23952
11.06.17.2002	4	Gampong	Lam Ara Cut	23952
11.06.17.2003	4	Gampong	Lam Ara Engkit	23952
11.06.17.2004	4	Gampong	Lam Ara Tunong	23952
11.06.17.2005	4	Gampong	Leupung Riwat	23952
11.06.17.2006	4	Gampong	Tumbo Baro	23952
11.06.17.2007	4	Gampong	Leupung Cut	23952
11.06.17.2008	4	Gampong	Lamsiteh Cot	23952
11.06.17.2009	4	Gampong	Reuleung Karieng	23952
11.06.17.2010	4	Gampong	Leubok Buni	23952
11.06.17.2011	4	Gampong	Leubok Batee	23952
11.06.17.2012	4	Gampong	Bunghu	23952
11.06.17.2013	4	Gampong	Teu Dayah	23952
11.06.17.2014	4	Gampong	Leupung Rayeuk	23952
11.06.17.2015	4	Gampong	Reuleung Glumpang	23952
11.06.18	3	Kecamatan	Simpang Tiga	
11.06.18.2001	4	Gampong	Ateuk Lam Phang	23371
11.06.18.2002	4	Gampong	Ateuk Lampuot	23371
11.06.18.2003	4	Gampong	Ateuk Mon Panah	23371
11.06.18.2004	4	Gampong	Ateuk Lam Ura	23371
11.06.18.2005	4	Gampong	Ateuk Cut	23371
11.06.18.2006	4	Gampong	Ateuk Blang Asan	23371
11.06.18.2007	4	Gampong	Lamjamee Dayah	23371
11.06.18.2008	4	Gampong	Lam Batee	23371
11.06.18.2009	4	Gampong	Nya	23371
11.06.18.2010	4	Gampong	Batee Linteung	23371
11.06.18.2011	4	Gampong	Krueng Mak	23371
11.06.18.2012	4	Gampong	Lambunot	23371
11.06.18.2013	4	Gampong	Lamjamee Lamkrak	23371
11.06.18.2014	4	Gampong	Blang Miro	23371
11.06.18.2015	4	Gampong	Blang Preh	23371
11.06.18.2016	4	Gampong	Bha Ulee Tutu	23371
11.06.18.2017	4	Gampong	Lam Urit	23371
11.06.18.2018	4	Gampong	Tantuha	23371
11.06.19	3	Kecamatan	Darul Kamal	
11.06.19.2001	4	Gampong	Lhang	23352
11.06.19.2002	4	Gampong	Biluy	23352
11.06.19.2003	4	Gampong	Lambatee	23352
11.06.19.2004	4	Gampong	Lamkunyet	23352
11.06.19.2005	4	Gampong	Lamtadok	23352
11.06.19.2006	4	Gampong	Neusok	23352
11.06.19.2007	4	Gampong	Turam	23352
11.06.19.2008	4	Gampong	Tubaluy	23352
11.06.19.2009	4	Gampong	Blang Kiree	23352
11.06.19.2010	4	Gampong	Manee Dayah	23352
11.06.19.2011	4	Gampong	Lamsod	23352
11.06.19.2012	4	Gampong	Lambleut	23352
11.06.19.2013	4	Gampong	Empee Trieng	23352
11.06.19.2014	4	Gampong	Lambaro Biluy	23352
11.06.20	3	Kecamatan	Baitussalam	
11.06.20.2001	4	Gampong	Cadek	23373
11.06.20.2002	4	Gampong	Kajhu	23373
11.06.20.2003	4	Gampong	Baet	23373
11.06.20.2004	4	Gampong	Blang Krueng	23373
11.06.20.2005	4	Gampong	Klieng Muria	23373
11.06.20.2006	4	Gampong	Lam Bada Lhok	23373
11.06.20.2007	4	Gampong	Lampineung	23373
11.06.20.2008	4	Gampong	Lam Asan	23373
11.06.20.2009	4	Gampong	Labuy	23373
11.06.20.2010	4	Gampong	Lam Ujong	23373
11.06.20.2011	4	Gampong	Klieng Cot Aron	23373
11.06.20.2012	4	Gampong	Cot Paya	23373
11.06.20.2013	4	Gampong	Miruk Lam Reudep	23373
11.06.21	3	Kecamatan	Krueng Barona Jaya	
11.06.21.2001	4	Gampong	Meunasah Papeun	23371
11.06.21.2002	4	Gampong	Meunasah Baktrieng	23371
11.06.21.2003	4	Gampong	Leung Ie	23371
11.06.21.2004	4	Gampong	Lampermai	23371
11.06.21.2005	4	Gampong	Gle Deyah	23371
11.06.21.2006	4	Gampong	Miruk	23371
11.06.21.2007	4	Gampong	Lam Gapang	23371
11.06.21.2008	4	Gampong	Meunasah Manyang	23371
11.06.21.2009	4	Gampong	Meunasah Baet	23371
11.06.21.2010	4	Gampong	Meunasah Intan	23371
11.06.21.2011	4	Gampong	Rumpet	23371
11.06.21.2012	4	Gampong	Gla Meunasah Baro	23371
11.06.22	3	Kecamatan	Leupung	
11.06.22.2001	4	Gampong	Layeun	23353
11.06.22.2002	4	Gampong	Pulot	23353
11.06.22.2003	4	Gampong	Lamseunia	23353
11.06.22.2004	4	Gampong	Meunasah Mesjid	23353
11.06.22.2005	4	Gampong	Meunasah Bak U	23353
11.06.22.2006	4	Gampong	Dayah Mamplam	23353
11.06.23	3	Kecamatan	Blang Bintang	
11.06.23.2001	4	Gampong	Cot Puklat	23362
11.06.23.2002	4	Gampong	Lamme	23362
11.06.23.2003	4	Gampong	Meulayo	23362
11.06.23.2004	4	Gampong	Lam Siem	23362
11.06.23.2005	4	Gampong	Cot Geundreut	23362
11.06.23.2006	4	Gampong	Paya Ue	23362
11.06.23.2007	4	Gampong	Cot Monraya	23362
11.06.23.2008	4	Gampong	Cot Meulangeun	23362
11.06.23.2009	4	Gampong	Cot Madhi	23362
11.06.23.2010	4	Gampong	Bueng Sidom	23362
11.06.23.2011	4	Gampong	Cot Karieng	23362
11.06.23.2012	4	Gampong	Blang	23362
11.06.23.2013	4	Gampong	Cot Malem	23362
11.06.23.2014	4	Gampong	Cot Rumpun	23362
11.06.23.2015	4	Gampong	Cot Hoho	23362
11.06.23.2016	4	Gampong	Cot Jambo	23362
11.06.23.2017	4	Gampong	Cot Nambak	23362
11.06.23.2018	4	Gampong	Bueng Pageu	23362
11.06.23.2019	4	Gampong	Cot Sayun	23362
11.06.23.2020	4	Gampong	Teupin Batee	23362
11.06.23.2021	4	Gampong	Cot Leuot	23362
11.06.23.2022	4	Gampong	Cot Bagie	23362
11.06.23.2023	4	Gampong	Kayee Kunyet	23362
11.06.23.2024	4	Gampong	Cot Mancang	23362
11.06.23.2025	4	Gampong	Empee Bata	23362
11.06.23.2026	4	Gampong	Data Makmur	23362
11.07	2	Kabupaten	Pidie	
11.07.03	3	Kecamatan	Batee	
11.07.03.2001	4	Gampong	Dayah Tuha	24152
11.07.03.2002	4	Gampong	Dayah Baroh	24152
11.07.03.2003	4	Gampong	Bintang Hu	24152
11.07.03.2004	4	Gampong	Pulo Tukok	24152
11.07.03.2005	4	Gampong	Pulo Bungong	24152
11.07.03.2006	4	Gampong	Geunteng Barat	24152
11.07.03.2007	4	Gampong	Geunteng Timur	24152
11.07.03.2008	4	Gampong	Calong Cut	24152
11.07.03.2009	4	Gampong	Geulumpang Lhee	24152
11.07.03.2010	4	Gampong	Aron	24152
11.07.03.2011	4	Gampong	Tuha	24152
11.07.03.2012	4	Gampong	Dayah	24152
11.07.03.2013	4	Gampong	Mesjid	24152
11.07.03.2014	4	Gampong	Meucat	24152
11.07.03.2015	4	Gampong	Teupin Raya	24152
11.07.03.2016	4	Gampong	Rungkom	24152
11.07.03.2017	4	Gampong	Mee	24152
11.07.03.2018	4	Gampong	Pulo Pande	24152
11.07.03.2019	4	Gampong	Seulatan	24152
11.07.03.2020	4	Gampong	Alue Lada	24152
11.07.03.2021	4	Gampong	Teupin Jeue	24152
11.07.03.2022	4	Gampong	Neuheun	24152
11.07.03.2023	4	Gampong	Crueng	24152
11.07.03.2024	4	Gampong	Kareung	24152
11.07.03.2025	4	Gampong	Kulee	24152
11.07.03.2026	4	Gampong	Kulam	24152
11.07.03.2027	4	Gampong	Awee	24152
11.07.03.2028	4	Gampong	Pasi Beurandeh	24152
11.07.04	3	Kecamatan	Delima	
11.07.04.2001	4	Gampong	Tunong	24162
11.07.04.2002	4	Gampong	Raya	24162
11.07.04.2003	4	Gampong	Daboh	24162
11.07.04.2004	4	Gampong	Cut	24162
11.07.04.2005	4	Gampong	Mesjid Reubee	24162
11.07.04.2006	4	Gampong	Tanjong	24162
11.07.04.2007	4	Gampong	Geudong	24162
11.07.04.2008	4	Gampong	Reuntoh	24162
11.07.04.2009	4	Gampong	Reuba	24162
11.07.04.2010	4	Gampong	Meunasah Krueng	24162
11.07.04.2011	4	Gampong	Neulop	24162
11.07.04.2012	4	Gampong	Glee	24162
11.07.04.2013	4	Gampong	Kumbang	24162
11.07.04.2014	4	Gampong	Buloh	24162
11.07.04.2015	4	Gampong	Bungo	24162
11.07.04.2016	4	Gampong	Dayah Reubee	24162
11.07.04.2017	4	Gampong	Jambee	24162
11.07.04.2018	4	Gampong	Dayah Baro	24162
11.07.04.2019	4	Gampong	Puuk	24162
11.07.04.2020	4	Gampong	Lhee Meunasah	24162
11.07.04.2021	4	Gampong	Ulee Tutue Raya	24162
11.07.04.2022	4	Gampong	Mesjid Aree	24162
11.07.04.2023	4	Gampong	Keutapang Aree	24162
11.07.04.2024	4	Gampong	Pante	24162
11.07.04.2025	4	Gampong	Pulo Tunong	24162
11.07.04.2026	4	Gampong	Pulo Baroh	24162
11.07.04.2027	4	Gampong	Krumbok	24162
11.07.04.2028	4	Gampong	Ceurih Blang Mee	24162
11.07.04.2029	4	Gampong	Ceurih Keupula	24162
11.07.04.2030	4	Gampong	Ceurih Alue	24162
11.07.04.2031	4	Gampong	Ceurih Cot	24162
11.07.04.2032	4	Gampong	Seupeung	24162
11.07.04.2033	4	Gampong	Sukon Lhong	24162
11.07.04.2034	4	Gampong	Dayah Beuah	24162
11.07.04.2035	4	Gampong	Krueng Cot	24162
11.07.04.2036	4	Gampong	Mesjid Beuah	24162
11.07.04.2037	4	Gampong	Lueng Dama	24162
11.07.04.2038	4	Gampong	Mesjid Bambong	24162
11.07.04.2039	4	Gampong	Reuseb	24162
11.07.04.2040	4	Gampong	Sagoe	24162
11.07.04.2041	4	Gampong	Seukeum	24162
11.07.04.2042	4	Gampong	Pengoe	24162
11.07.04.2043	4	Gampong	Keutapang Bambong	24162
11.07.04.2044	4	Gampong	Metareum	24162
11.07.05	3	Kecamatan	Geumpang	
11.07.05.2001	4	Gampong	Bangkeh	24167
11.07.05.2002	4	Gampong	Pucok	24167
11.07.05.2004	4	Gampong	Leupu	24167
11.07.05.2005	4	Gampong	Pulo Loih	24167
11.07.05.2006	4	Gampong	Keune	24167
11.07.06	3	Kecamatan	Geulumpang Tiga	
11.07.06.2001	4	Gampong	Simpang	24167
11.07.06.2002	4	Gampong	Krueng Jangko	24167
11.07.06.2003	4	Gampong	Krueng Nyong	24167
11.07.06.2004	4	Gampong	Cot Baroh	24167
11.07.06.2005	4	Gampong	Cot Tunong	24167
11.07.06.2006	4	Gampong	Bili	24167
11.07.06.2007	4	Gampong	Panjoe	24167
11.07.06.2008	4	Gampong	Amud Mesjid	24167
11.07.06.2009	4	Gampong	Reudeup Meulayu	24167
11.07.06.2010	4	Gampong	Dayah Tanoh	24167
11.07.06.2011	4	Gampong	Mamplam	24167
11.07.06.2012	4	Gampong	Balee	24167
11.07.06.2013	4	Gampong	Keupula	24167
11.07.06.2014	4	Gampong	Pulo Lueng Teuga	24167
11.07.06.2015	4	Gampong	Sukon Mesjid	24167
11.07.06.2016	4	Gampong	Sukon Baroh	24167
11.07.06.2017	4	Gampong	Krut Teumpeun	24167
11.07.06.2018	4	Gampong	Blang Drang	24167
11.07.06.2019	4	Gampong	Ude Gampong	24167
11.07.06.2020	4	Gampong	Kayee Jatou	24167
11.07.06.2021	4	Gampong	Kampong Jeumpa	24167
11.07.06.2022	4	Gampong	Pulo Lon/Pulo Dayah	24167
11.07.06.2023	4	Gampong	Jurong Pande	24167
11.07.06.2024	4	Gampong	Pulo Gajah Mate	24167
11.07.06.2025	4	Gampong	Tufah Jeulatang	24167
11.07.06.2026	4	Gampong	Kumbang Keupula	24167
11.07.06.2027	4	Gampong	Pulo Batee	24167
11.07.06.2028	4	Gampong	Meunjee	24167
11.07.06.2029	4	Gampong	Keutapang Mesjid	24167
11.07.06.2030	4	Gampong	Dayah Kampong Pisang	24167
11.07.06.2031	4	Gampong	Blang Tunong	24167
11.07.06.2032	4	Gampong	Blang Pueb	24167
11.07.06.2033	4	Gampong	Lambaro	24167
11.07.06.2034	4	Gampong	Neurok	24167
11.07.07	3	Kecamatan	Indra Jaya	
11.07.07.2001	4	Gampong	Tampieng Tunong	24171
11.07.07.2002	4	Gampong	Tampieng Baroh	24171
11.07.07.2003	4	Gampong	Dayah Caleue	24171
11.07.07.2004	4	Gampong	Jurong	24171
11.07.07.2005	4	Gampong	Keutapang	24171
11.07.07.2006	4	Gampong	Dayah Keurako	24171
11.07.07.2007	4	Gampong	Mesjid Lam Ujong	24171
11.07.07.2008	4	Gampong	Baro Jruek	24171
11.07.07.2009	4	Gampong	Yub Mee	24171
11.07.07.2010	4	Gampong	Raya	24171
11.07.07.2011	4	Gampong	Pulo Gampong U	24171
11.07.07.2012	4	Gampong	Pante Lhok Kaju	24171
11.07.07.2014	4	Gampong	Sukon Tungkop	24171
11.07.07.2015	4	Gampong	Rawa Tungkop	24171
11.07.07.2016	4	Gampong	Mesjid Tungkop	24171
11.07.07.2017	4	Gampong	Dayah Muara	24171
11.07.07.2018	4	Gampong	Pante Garot	24171
11.07.07.2019	4	Gampong	Garot Cut	24171
11.07.07.2020	4	Gampong	Keubang	24171
11.07.07.2021	4	Gampong	Blang Garot	24171
11.07.07.2022	4	Gampong	Meulayu	24171
11.07.07.2023	4	Gampong	Tungkop Cut	24171
11.07.07.2024	4	Gampong	Guci	24171
11.07.07.2025	4	Gampong	Teungoh Blang	24171
11.07.07.2026	4	Gampong	Mesjid Dijiem	24171
11.07.07.2027	4	Gampong	Sukon Ulee Gampong	24171
11.07.07.2028	4	Gampong	Lam Kabu	24171
11.07.07.2029	4	Gampong	Ulee Birah	24171
11.07.07.2030	4	Gampong	Mesjid Baro	24171
11.07.07.2031	4	Gampong	Lam Reuneng	24171
11.07.07.2032	4	Gampong	Cot Seuke	24171
11.07.07.2033	4	Gampong	Drien	24171
11.07.07.2034	4	Gampong	Rumia	24171
11.07.07.2035	4	Gampong	Wakheuh	24171
11.07.07.2036	4	Gampong	Baro Bluek	24171
11.07.07.2037	4	Gampong	Mesjid Ulee Gampong	24171
11.07.07.2038	4	Gampong	Dayah Bie	24171
11.07.07.2039	4	Gampong	Bale Baro Bluek	24171
11.07.07.2040	4	Gampong	Putoe Gapui	24171
11.07.07.2041	4	Gampong	Blang Rapai	24171
11.07.07.2042	4	Gampong	Neulop II	24171
11.07.07.2043	4	Gampong	Baro Gapui	24171
11.07.07.2044	4	Gampong	Bale Baroh Gapui	24171
11.07.07.2045	4	Gampong	Glee Gapui	24171
11.07.07.2046	4	Gampong	Teungoh Suwiek	24171
11.07.07.2047	4	Gampong	Mesjid Suwiek	24171
11.07.07.2048	4	Gampong	Tuha Suwiek	24171
11.07.07.2049	4	Gampong	Beureudep	24171
11.07.07.2050	4	Gampong	Blang Lhok Kaju	24171
11.07.08	3	Kecamatan	Kembang Tanjong	
11.07.08.2001	4	Gampong	Jurong Balee	24167
11.07.08.2002	4	Gampong	Aron Asan Kumbang	24167
11.07.08.2003	4	Gampong	Cebrek	24167
11.07.08.2004	4	Gampong	Jurong Mesjid	24167
11.07.08.2005	4	Gampong	Meunasah Gantung	24167
11.07.08.2006	4	Gampong	Babah Jurong	24167
11.07.08.2007	4	Gampong	Keupula	24167
11.07.08.2008	4	Gampong	Jareng	24167
11.07.08.2009	4	Gampong	Arusan	24167
11.07.08.2010	4	Gampong	Tanjong Krueng	24167
11.07.08.2011	4	Gampong	Lancang	24167
11.07.08.2012	4	Gampong	Pasi Lhok	24167
11.07.08.2013	4	Gampong	Jeumeurang	24167
11.07.08.2014	4	Gampong	Pusong	24167
11.07.08.2015	4	Gampong	Meuraksa	24167
11.07.08.2016	4	Gampong	Kayee Panyang	24167
11.07.08.2017	4	Gampong	Kampong Panjoe	24167
11.07.08.2018	4	Gampong	Kampong Asan	24167
11.07.08.2019	4	Gampong	Meunasah Mesjid	24167
11.07.08.2020	4	Gampong	Meunasah Mee	24167
11.07.08.2021	4	Gampong	Meunasah Teungoh	24167
11.07.08.2022	4	Gampong	Pasi Ie Leubeue	24167
11.07.08.2023	4	Gampong	Keude Ie Leubeue	24167
11.07.08.2024	4	Gampong	Sukon	24167
11.07.08.2025	4	Gampong	Ara	24167
11.07.08.2026	4	Gampong	Meunasah Krueng	24167
11.07.08.2027	4	Gampong	Krueng Dhoe	24167
11.07.08.2028	4	Gampong	Meunasah Baro	24167
11.07.08.2029	4	Gampong	Bentayan	24167
11.07.08.2030	4	Gampong	Kandang	24167
11.07.08.2031	4	Gampong	Lamkawe	24167
11.07.08.2032	4	Gampong	Puuk	24167
11.07.08.2033	4	Gampong	Tanjong	24167
11.07.08.2034	4	Gampong	Deyah Blang	24167
11.07.08.2035	4	Gampong	Deyah Mon Ara	24167
11.07.08.2036	4	Gampong	Keureumbok	24167
11.07.08.2037	4	Gampong	Manyang	24167
11.07.08.2038	4	Gampong	Matang Kuli	24167
11.07.08.2039	4	Gampong	Rheung Rheung	24167
11.07.08.2040	4	Gampong	Teumpeun	24167
11.07.08.2041	4	Gampong	Blang Cut	24167
11.07.08.2042	4	Gampong	Geulumpang	24167
11.07.08.2043	4	Gampong	Aron Kuta Baro	24167
11.07.08.2044	4	Gampong	Kampong Barat	24167
11.07.08.2045	4	Gampong	Kampong Araih	24167
11.07.09	3	Kecamatan	Kota Sigli	
11.07.09.2001	4	Gampong	Blang Paseh	24119
11.07.09.2002	4	Gampong	Benteng	24112
11.07.09.2003	4	Gampong	Blok Bengkel	24118
11.07.09.2004	4	Gampong	Pante Teungoh	24114
11.07.09.2005	4	Gampong	Kuala Pidie	24112
11.07.09.2006	4	Gampong	Keramat Luar	24111
11.07.09.2007	4	Gampong	Keramat Dalam	24115
11.07.09.2008	4	Gampong	Blok Sawah	24114
11.07.09.2009	4	Gampong	Blang Asan	24111
11.07.09.2010	4	Gampong	Lampoh Krueng	24119
11.07.09.2011	4	Gampong	Kampong Asan	24115
11.07.09.2012	4	Gampong	Meunasah Peukan	24111
11.07.09.2013	4	Gampong	Pasi Rawa	24116
11.07.09.2014	4	Gampong	Pasi Peukan Baro	24113
11.07.09.2015	4	Gampong	Tanjong Krueng	24116
11.07.11	3	Kecamatan	Mila	
11.07.11.2001	4	Gampong	Blang	24163
11.07.11.2002	4	Gampong	Teumeucet	24163
11.07.11.2003	4	Gampong	Blang Cut	24163
11.07.11.2004	4	Gampong	Kumbang	24163
11.07.11.2005	4	Gampong	Pulo Tanjong	24163
11.07.11.2006	4	Gampong	Ara Bungkok	24163
11.07.11.2007	4	Gampong	Lagang	24163
11.07.11.2008	4	Gampong	Mesjid Ilot	24163
11.07.11.2009	4	Gampong	Baroh Ilot	24163
11.07.11.2010	4	Gampong	Tunong Ilot	24163
11.07.11.2011	4	Gampong	Teungoh Ilot	24163
11.07.11.2012	4	Gampong	Dayah Andeue	24163
11.07.11.2013	4	Gampong	Dayah Sinthop	24163
11.07.11.2014	4	Gampong	Kulu	24163
11.07.11.2015	4	Gampong	Mesjid Andeue	24163
11.07.11.2016	4	Gampong	Meuyub Lala	24163
11.07.11.2017	4	Gampong	Tuha Lada	24163
11.07.11.2018	4	Gampong	Lhok Lubue	24163
11.07.11.2019	4	Gampong	Babah Jurong	24163
11.07.11.2020	4	Gampong	Krueng Lala	24163
11.07.12	3	Kecamatan	Muara Tiga	
11.07.12.2001	4	Gampong	Cot	24152
11.07.12.2002	4	Gampong	Teungku Di Laweung	24152
11.07.12.2003	4	Gampong	Mesjid	24153
11.07.12.2004	4	Gampong	Keupula	24153
11.07.12.2005	4	Gampong	Suka Jaya	24153
11.07.12.2006	4	Gampong	Pawod	24153
11.07.12.2007	4	Gampong	Dayah	24153
11.07.12.2008	4	Gampong	Krueng	24153
11.07.12.2009	4	Gampong	Gle Cut	24153
11.07.12.2010	4	Gampong	IE Masen	24153
11.07.12.2011	4	Gampong	Sagoe	24153
11.07.12.2012	4	Gampong	Ujong Pie	24153
11.07.12.2013	4	Gampong	Blang Raya	24153
11.07.12.2014	4	Gampong	Batee	24153
11.07.12.2015	4	Gampong	Ingin Jaya	24153
11.07.12.2016	4	Gampong	Papeun	24153
11.07.12.2017	4	Gampong	Tuha Biheue	24153
11.07.12.2018	4	Gampong	Simpang Beutong	24152
11.07.13	3	Kecamatan	Mutiara	
11.07.13.2001	4	Gampong	Mesjid Yaman	24173
11.07.13.2002	4	Gampong	Baro Yaman	24173
11.07.13.2003	4	Gampong	Mee Teungoh Yaman	24173
11.07.13.2004	4	Gampong	Sentosa	24173
11.07.13.2005	4	Gampong	Baroh Barat Yaman	24173
11.07.13.2006	4	Gampong	Tuha Gampong Gajah	24173
11.07.13.2007	4	Gampong	Jadan	24173
11.07.13.2008	4	Gampong	Balee Keumangan	24173
11.07.13.2009	4	Gampong	Blang Tidiek	24173
11.07.13.2010	4	Gampong	Blang Lilue	24173
11.07.13.2011	4	Gampong	Keumangan Cut	24173
11.07.13.2012	4	Gampong	Mesjid Keumangan	24173
11.07.13.2013	4	Gampong	Dayah Tidiek	24173
11.07.13.2014	4	Gampong	Lueng Sagoe	24173
11.07.13.2015	4	Gampong	Blang Beureueh	24173
11.07.13.2016	4	Gampong	Dayah Beureueh	24173
11.07.13.2017	4	Gampong	Pante Beureueh	24173
11.07.13.2018	4	Gampong	Rapana	24173
11.07.13.2019	4	Gampong	Paya Tiba	24173
11.07.13.2020	4	Gampong	Paloh Kambuek	24173
11.07.13.2021	4	Gampong	Lampoh Sirong	24173
11.07.13.2022	4	Gampong	Mee Panyang	24173
11.07.13.2023	4	Gampong	Reului	24173
11.07.13.2024	4	Gampong	Dayah Syarief	24173
11.07.13.2025	4	Gampong	Peureulak	24173
11.07.13.2026	4	Gampong	Ribeun	24173
11.07.13.2027	4	Gampong	Balee Busu	24173
11.07.13.2028	4	Gampong	Lingkok Busu	24173
11.07.13.2029	4	Gampong	Kumbang	24173
11.07.14	3	Kecamatan	Padang Tiji	
11.07.14.2001	4	Gampong	Mesjid Kunyet	24161
11.07.14.2002	4	Gampong	Piala Kunyet	24161
11.07.14.2003	4	Gampong	Hagu Kunyet	24161
11.07.14.2004	4	Gampong	Baro Kunyet	24161
11.07.14.2005	4	Gampong	Dayah Tanoh Kunyet	24161
11.07.14.2006	4	Gampong	Kambuk Nicah Kunyet	24161
11.07.14.2007	4	Gampong	Kambuk Payapi Kunyet	24161
11.07.14.2008	4	Gampong	Seunadeu Kunyet	24161
11.07.14.2009	4	Gampong	Blang Guci Kunyet	24161
11.07.14.2010	4	Gampong	Dayah Baroh Kunyet	24161
11.07.14.2011	4	Gampong	Blang Geuleudieng	24161
11.07.14.2012	4	Gampong	Geulumpang Geuleudieng	24161
11.07.14.2013	4	Gampong	Mesjid Geuleudieng	24161
11.07.14.2014	4	Gampong	Sukon Peudaya	24161
11.07.14.2015	4	Gampong	Mesjid Peudaya	24161
11.07.14.2016	4	Gampong	Cut Peudaya	24161
11.07.14.2017	4	Gampong	Buloh Peudaya	24161
11.07.14.2018	4	Gampong	Perlak Peudaya	24161
11.07.14.2019	4	Gampong	Dayah Baroh Peudaya	24161
11.07.14.2020	4	Gampong	Teungoh Peudaya	24161
11.07.14.2021	4	Gampong	Tuha Peudaya	24161
11.07.14.2022	4	Gampong	Tunong Peudaya	24161
11.07.14.2023	4	Gampong	Buni Reulieng Peudaya	24161
11.07.14.2024	4	Gampong	Trieng Paloh	24161
11.07.14.2025	4	Gampong	Leuhob Paloh	24161
11.07.14.2026	4	Gampong	Cut Paloh	24161
11.07.14.2027	4	Gampong	Suyo Paloh	24161
11.07.14.2028	4	Gampong	Kreb Paloh	24161
11.07.14.2029	4	Gampong	Capa Paloh	24161
11.07.14.2030	4	Gampong	Jurong Anoe Paloh	24161
11.07.14.2031	4	Gampong	Balee Paloh	24161
11.07.14.2032	4	Gampong	Siron Paloh	24161
11.07.14.2033	4	Gampong	Jurong Gampong Cut Paloh	24161
11.07.14.2034	4	Gampong	Pante Cermen Paloh	24161
11.07.14.2035	4	Gampong	Pasar Paloh	24161
11.07.14.2036	4	Gampong	Mesjid Paloh	24161
11.07.14.2037	4	Gampong	Mukee Beurabo	24161
11.07.14.2038	4	Gampong	Mesjid Beurabo	24161
11.07.14.2039	4	Gampong	Seukembrok Beurabo	24161
11.07.14.2040	4	Gampong	Baro Beurabo	24161
11.07.14.2041	4	Gampong	Adang Beurabo	24161
11.07.14.2042	4	Gampong	Paloh Jeurat Beurabo	24161
11.07.14.2043	4	Gampong	Seuleunggieng Beurabo	24161
11.07.14.2044	4	Gampong	Teungoh Drien Gogo	24161
