code	level	localPrefix	name	postCode
32.12.12.2016	4	Desa	Longok	45281
32.12.13	3	Kecamatan	Jatibarang	
32.12.13.2001	4	Desa	Sukalila	45273
32.12.13.2002	4	Desa	Pilangsari	45273
32.12.13.2003	4	Desa	Jatibarang Baru	45273
32.12.13.2004	4	Desa	Bulak	45273
32.12.13.2005	4	Desa	Bulak Lor	45273
32.12.13.2006	4	Desa	Jatibarang	45273
32.12.13.2007	4	Desa	Kebulen	45273
32.12.13.2008	4	Desa	Pawidean	45273
32.12.13.2009	4	Desa	Jatisawit	45273
32.12.13.2010	4	Desa	Jatisawit Lor	45273
32.12.13.2011	4	Desa	Krasak	45273
32.12.13.2012	4	Desa	Kalimati	45273
32.12.13.2013	4	Desa	Malang Semirang	45273
32.12.13.2014	4	Desa	Lohbener	45273
32.12.13.2015	4	Desa	Lohbener Lor	45273
32.12.14	3	Kecamatan	Balongan	
32.12.14.2001	4	Desa	Tegal Sembadra	45285
32.12.14.2002	4	Desa	Sukareja	45217
32.12.14.2003	4	Desa	Sukaurip	45217
32.12.14.2004	4	Desa	Rawadalem	45217
32.12.14.2005	4	Desa	Gelarmendala	45285
32.12.14.2006	4	Desa	Tegalurung	45217
32.12.14.2007	4	Desa	Balongan	45217
32.12.14.2008	4	Desa	Majakerta	45285
32.12.14.2009	4	Desa	Sudimampir	45285
32.12.14.2010	4	Desa	Sudimampir Lor	45285
32.12.15	3	Kecamatan	Indramayu	
32.12.15.1001	4	Kelurahan	Bojongsari	45214
32.12.15.1002	4	Kelurahan	Kepandean	45214
32.12.15.1003	4	Kelurahan	Karangmalang	45213
32.12.15.1004	4	Kelurahan	Karanganyar	45213
32.12.15.1005	4	Kelurahan	Lemahmekar	45212
32.12.15.1006	4	Kelurahan	Lemahabang	45212
32.12.15.1007	4	Kelurahan	Margadadi	45211
32.12.15.1008	4	Kelurahan	Paoman	45211
32.12.15.2009	4	Desa	Telukagung	45215
32.12.15.2010	4	Desa	Plumbon	45215
32.12.15.2011	4	Desa	Dukuh	45215
32.12.15.2012	4	Desa	Pekandangan Jaya	45211
32.12.15.2013	4	Desa	Singaraja	45218
32.12.15.2014	4	Desa	Singajaya	45218
32.12.15.2015	4	Desa	Pekandangan	45216
32.12.15.2016	4	Desa	Karangsong	45219
32.12.15.2017	4	Desa	Pabean Udik	45219
32.12.15.2020	4	Desa	Tambak	45219
32.12.16	3	Kecamatan	Sindang	
32.12.16.2001	4	Desa	Panyindangan Kulon	45225
32.12.16.2002	4	Desa	Rambatan Wetan	45221
32.12.16.2003	4	Desa	Panyindangan Wetan	45225
32.12.16.2004	4	Desa	Kenanga	45226
32.12.16.2005	4	Desa	Terusan	45224
32.12.16.2006	4	Desa	Dermayu	45223
32.12.16.2007	4	Desa	Sindang	45222
32.12.16.2008	4	Desa	Penganjang	45221
32.12.16.2009	4	Desa	Babadan	45227
32.12.16.2014	4	Desa	Wanantara	45227
32.12.17	3	Kecamatan	Cantigi	
32.12.17.2001	4	Desa	Cangkring	45258
32.12.17.2002	4	Desa	Cantigi Kulon	45258
32.12.17.2003	4	Desa	Cantigi Wetan	45258
32.12.17.2004	4	Desa	Panyingkiran Kidul	45258
32.12.17.2005	4	Desa	Panyingkiran Lor	45258
32.12.17.2006	4	Desa	Lamarantarung	45258
32.12.17.2007	4	Desa	Cemara	45258
32.12.18	3	Kecamatan	Lohbener	
32.12.18.2001	4	Desa	Kiajaran Wetan	45252
32.12.18.2002	4	Desa	Kiajaran Kulon	45252
32.12.18.2003	4	Desa	Lanjan	45252
32.12.18.2004	4	Desa	Langut	45252
32.12.18.2005	4	Desa	Larangan	45252
32.12.18.2006	4	Desa	Waru	45252
32.12.18.2007	4	Desa	Legok	45252
32.12.18.2008	4	Desa	Bojongslawi	45252
32.12.18.2009	4	Desa	Lohbener	45252
32.12.18.2010	4	Desa	Pamayahan	45252
32.12.18.2011	4	Desa	Sindangkerta	45252
32.12.18.2012	4	Desa	Rambatan Kulon	45252
32.12.19	3	Kecamatan	Arahan	
32.12.19.2001	4	Desa	Arahan Kidul	45365
32.12.19.2002	4	Desa	Arahan Lor	45365
32.12.19.2003	4	Desa	Linggajati	45365
32.12.19.2004	4	Desa	Cidempet	45365
32.12.19.2005	4	Desa	Sukadadi	45365
32.12.19.2006	4	Desa	Pranggong	45365
32.12.19.2007	4	Desa	Sukasari	45365
32.12.19.2008	4	Desa	Tawangsari	45365
32.12.20	3	Kecamatan	Losarang	
32.12.20.2001	4	Desa	Ranjeng	45253
32.12.20.2002	4	Desa	Krimun	45253
32.12.20.2003	4	Desa	Puntang	45253
32.12.20.2004	4	Desa	Pegagan	45253
32.12.20.2005	4	Desa	Rajaiyang	45253
32.12.20.2006	4	Desa	Jangga	45253
32.12.20.2007	4	Desa	Jumbleng	45253
32.12.20.2008	4	Desa	Pangkalan	45253
32.12.20.2010	4	Desa	Losarang	45253
32.12.20.2011	4	Desa	Muntur	45253
32.12.20.2012	4	Desa	Santing	45253
32.12.20.2013	4	Desa	Cemara Kulon	45253
32.12.21	3	Kecamatan	Kandanghaur	
32.12.21.2001	4	Desa	Curug	45254
32.12.21.2002	4	Desa	Pranti	45254
32.12.21.2003	4	Desa	Wirakanan	45254
32.12.21.2004	4	Desa	Karangmulya	45254
32.12.21.2005	4	Desa	Karang Anyar	45213
32.12.21.2006	4	Desa	Wirapanjunan	45254
32.12.21.2007	4	Desa	Pareangirang	45254
32.12.21.2008	4	Desa	Bulak	45254
32.12.21.2009	4	Desa	Ilir	45254
32.12.21.2010	4	Desa	Soge	45254
32.12.21.2011	4	Desa	Eretan Wetan	45254
32.12.21.2012	4	Desa	Eretan Kulon	45254
32.12.21.2013	4	Desa	Kertawinangun	45254
32.12.22	3	Kecamatan	Bongas	
32.12.22.2001	4	Desa	Cipedang	45255
32.12.22.2002	4	Desa	Sidamulya	45255
32.12.22.2003	4	Desa	Margamulya	45255
32.12.22.2004	4	Desa	Kertajaya	45255
32.12.22.2005	4	Desa	Bongas	45255
32.12.22.2006	4	Desa	Cipaat	45255
32.12.22.2007	4	Desa	Kertamulya	45255
32.12.22.2008	4	Desa	Plawangan	45255
32.12.23	3	Kecamatan	Anjatan	
32.12.23.2001	4	Desa	Anjatan	45256
32.12.23.2002	4	Desa	Mangunjaya	45256
32.12.23.2003	4	Desa	Bugis	45256
32.12.23.2004	4	Desa	Bugis Tua	45256
32.12.23.2005	4	Desa	Salamdarma	45256
32.12.23.2006	4	Desa	Kedungwungu	45256
32.12.23.2007	4	Desa	Wanguk	45256
32.12.23.2008	4	Desa	Lempuyang	45256
32.12.23.2009	4	Desa	Kopyah	45256
32.12.23.2010	4	Desa	Anjatan Baru	45256
32.12.23.2011	4	Desa	Cilandak	45256
32.12.23.2012	4	Desa	Cilandak Lor	45256
32.12.23.2013	4	Desa	Anjatan Utara	45256
32.12.24	3	Kecamatan	Sukra	
32.12.24.2001	4	Desa	Bogor	45257
32.12.24.2002	4	Desa	Sukra	45257
32.12.24.2003	4	Desa	Ujunggebang	45257
32.12.24.2004	4	Desa	Tagal Taman	45257
32.12.24.2005	4	Desa	Sukrawetan	45257
32.12.24.2006	4	Desa	Sumuradem	45257
32.12.24.2007	4	Desa	Sumuradem Timur	45257
32.12.24.2017	4	Desa	Karang Layung	45257
32.12.25	3	Kecamatan	Gantar	
32.12.25.2001	4	Desa	Bantarwaru	45264
32.12.25.2002	4	Desa	Sanca	45264
32.12.25.2003	4	Desa	Mekarjaya	45264
32.12.25.2004	4	Desa	Gantar	45264
32.12.25.2005	4	Desa	Situraja	45264
32.12.25.2006	4	Desa	Balereja	45264
32.12.25.2007	4	Desa	Mekarwaru	45264
32.12.26	3	Kecamatan	Trisi	
32.12.26.2001	4	Desa	Cikawung	45262
32.12.26.2002	4	Desa	Jatimulya	45262
32.12.26.2003	4	Desa	Jatimunggul	45262
32.12.26.2004	4	Desa	Plosokerep	45262
32.12.26.2005	4	Desa	Rajasinga	45262
32.12.26.2006	4	Desa	Karangasem	45262
32.12.26.2007	4	Desa	Cibereng	45262
32.12.26.2008	4	Desa	Kendayakan	45262
32.12.26.2009	4	Desa	Manggungan	45262
32.12.27	3	Kecamatan	Sukagumiwang	
32.12.27.2001	4	Desa	Cibeber	45274
32.12.27.2002	4	Desa	Bondan	45274
32.12.27.2003	4	Desa	Gunungsari	45274
32.12.27.2004	4	Desa	Sukagumiwang	45274
32.12.27.2005	4	Desa	Tersana	45274
32.12.27.2006	4	Desa	Cadang Pinggan	45274
32.12.27.2007	4	Desa	Gedangan	45274
32.12.28	3	Kecamatan	Kedokan Bunder	
32.12.28.2001	4	Desa	Cangkingan	45283
32.12.28.2002	4	Desa	Jayawinangun	45283
32.12.28.2003	4	Desa	Kedokan Agung	45283
32.12.28.2004	4	Desa	Kedokanbunder	45283
32.12.28.2005	4	Desa	Kedokanbunderwetan	45283
32.12.28.2006	4	Desa	Kaplongan	45283
32.12.28.2007	4	Desa	Jayalaksana	45283
32.12.29	3	Kecamatan	Pasekan	
32.12.29.2001	4	Desa	Brondong	45219
32.12.29.2002	4	Desa	Pabean Ilir	45219
32.12.29.2003	4	Desa	Pagirikan	45227
32.12.29.2004	4	Desa	Pasekan	45228
32.12.29.2005	4	Desa	Karanganyar	45213
32.12.29.2006	4	Desa	Totoran	45229
32.12.30	3	Kecamatan	Tukdana	
32.12.30.2001	4	Desa	Bodas	45272
32.12.30.2002	4	Desa	Gadel	45272
32.12.30.2003	4	Desa	Rancajawat	45272
32.12.30.2004	4	Desa	Kerticala	45272
32.12.30.2005	4	Desa	Cangko	45272
32.12.30.2006	4	Desa	Karangkerta	45272
32.12.30.2007	4	Desa	Sukamulya	45272
32.12.30.2008	4	Desa	Mekarsari	45272
32.12.30.2009	4	Desa	Lajer	45272
32.12.30.2010	4	Desa	Tukdana	45272
32.12.30.2011	4	Desa	Sukadana	45272
32.12.30.2012	4	Desa	Pagedangan	45272
32.12.30.2013	4	Desa	Sukaperna	45272
32.12.31	3	Kecamatan	Patrol	
32.12.31.2001	4	Desa	Limpas	45257
32.12.31.2002	4	Desa	Mekarsari	45257
32.12.31.2003	4	Desa	Patrol Baru	45257
32.12.31.2004	4	Desa	Patrol Lor	45257
32.12.31.2005	4	Desa	Patrol	45257
32.12.31.2006	4	Desa	Bugel	45257
32.12.31.2007	4	Desa	Arjasari	45257
32.12.31.2008	4	Desa	Sukahaji	45257
32.13	2	Kabupaten	Subang	
32.13.01	3	Kecamatan	Sagalaherang	
32.13.01.2003	4	Desa	Sukamandi	41282
32.13.01.2004	4	Desa	Cicadas	41282
32.13.01.2005	4	Desa	Sagalaherang Kidul	41282
32.13.01.2006	4	Desa	Dayeuh Kolot	41282
32.13.01.2009	4	Desa	Leles	41282
32.13.01.2010	4	Desa	Curugagung	41282
32.13.01.2011	4	Desa	Sagalaherang Kaler	41282
32.13.02	3	Kecamatan	Cisalak	
32.13.02.2001	4	Desa	Cupunagara	41283
32.13.02.2002	4	Desa	Cimanggu	41283
32.13.02.2003	4	Desa	Gardusayang	41283
32.13.02.2004	4	Desa	Mayang	41283
32.13.02.2005	4	Desa	Sukakerti	41283
32.13.02.2007	4	Desa	Darmaga	41283
32.13.02.2008	4	Desa	Cisalak	41283
32.13.02.2011	4	Desa	Cigadog	41283
32.13.02.2014	4	Desa	Pakuhaji	41283
32.13.03	3	Kecamatan	Subang	
32.13.03.1001	4	Kelurahan	Parung	41211
32.13.03.1002	4	Kelurahan	Cigadung	41213
32.13.03.1003	4	Kelurahan	Pasirkareumbi	41211
32.13.03.1004	4	Kelurahan	Karanganyar	41211
32.13.03.1005	4	Kelurahan	Soklat	41215
32.13.03.1006	4	Kelurahan	Sukamelang	41211
32.13.03.1007	4	Kelurahan	Dangdeur	41212
32.13.03.1008	4	Kelurahan	Wanareja	41211
32.13.04	3	Kecamatan	Kalijati	
32.13.04.2006	4	Desa	Marengmang	41271
32.13.04.2007	4	Desa	Kalijati Timur	41271
32.13.04.2008	4	Desa	Kaliangsana	41271
32.13.04.2011	4	Desa	Kalijati Barat	41271
32.13.04.2012	4	Desa	Tanggulun Timur	41271
32.13.04.2013	4	Desa	Tanggulun Barat	41271
32.13.04.2017	4	Desa	Caracas	41271
32.13.04.2018	4	Desa	Ciruluk	41271
32.13.04.2019	4	Desa	Jalupang	41271
32.13.04.2020	4	Desa	Banggalamulya	41271
32.13.05	3	Kecamatan	Pabuaran	
32.13.05.2001	4	Desa	Cihambulu	41262
32.13.05.2002	4	Desa	Siluman	41262
32.13.05.2003	4	Desa	Pringkasap	41262
32.13.05.2004	4	Desa	Pabuaran	41251
32.13.05.2005	4	Desa	Karanghegar	41262
32.13.05.2006	4	Desa	Salamjaya	41262
32.13.05.2007	4	Desa	Kadawung	41262
32.13.05.2008	4	Desa	Balebandung Jaya	41262
32.13.06	3	Kecamatan	Purwadadi	
32.13.06.2001	4	Desa	Wanakerta	41261
32.13.06.2002	4	Desa	Pagon	41261
32.13.06.2003	4	Desa	Prapatan	41261
32.13.06.2004	4	Desa	Purwadadi	41261
32.13.06.2005	4	Desa	Belendung	41261
32.13.06.2006	4	Desa	Koranji	41261
32.13.06.2007	4	Desa	Panyingkiran	41261
32.13.06.2008	4	Desa	Pasirbungur	41261
32.13.06.2009	4	Desa	Purwadadi Barat	41261
32.13.06.2010	4	Desa	Rancamahi	41261
32.13.07	3	Kecamatan	Pagaden	
32.13.07.2004	4	Desa	Gunungsembung	41252
32.13.07.2005	4	Desa	Gembor	41252
32.13.07.2006	4	Desa	Kamarung	41252
32.13.07.2010	4	Desa	Gambarsari	41252
32.13.07.2011	4	Desa	Pagedan	41251
32.13.07.2012	4	Desa	Sukamulya	41251
32.13.07.2013	4	Desa	Neglasari	41252
32.13.07.2014	4	Desa	Sumbersari	41252
32.13.07.2015	4	Desa	Gunungsari	41252
32.13.07.2019	4	Desa	Jabong	41252
32.13.08	3	Kecamatan	Binong	
32.13.08.2001	4	Desa	Cicadas	41253
32.13.08.2002	4	Desa	Kihiyang	41253
32.13.08.2003	4	Desa	Binong	41253
32.13.08.2004	4	Desa	Kediri	41253
32.13.08.2010	4	Desa	Citrajaya	41253
32.13.08.2011	4	Desa	Mulyasari	41253
32.13.08.2014	4	Desa	Karangsari	41253
32.13.08.2016	4	Desa	Karangwangi	41253
32.13.08.2018	4	Desa	Nanggerang	41253
32.13.09	3	Kecamatan	Ciasem	
32.13.09.2001	4	Desa	Ciasem Girang	41256
32.13.09.2002	4	Desa	Ciasem Tengah	41256
32.13.09.2003	4	Desa	Dukuh	41256
32.13.09.2004	4	Desa	Ciasem Hilir	41256
32.13.09.2005	4	Desa	Sukahaji	41256
32.13.09.2006	4	Desa	Sukamandijaya	41256
32.13.09.2007	4	Desa	Ciasem Baru	41256
32.13.09.2008	4	Desa	Pinangsari	41256
32.13.09.2009	4	Desa	Jatibaru	41256
32.13.10	3	Kecamatan	Pusakanagara	
32.13.10.2005	4	Desa	Pusakaratu	41255
32.13.10.2006	4	Desa	Gempol	41255
32.13.10.2007	4	Desa	Kalentambo	41255
32.13.10.2008	4	Desa	Patimban	41255
32.13.10.2012	4	Desa	Rancadaka	41255
32.13.10.2014	4	Desa	Kotasari	41255
32.13.10.2015	4	Desa	Mundusari	41255
32.13.11	3	Kecamatan	Pamanukan	
32.13.11.2002	4	Desa	Rancasari	41254
32.13.11.2003	4	Desa	Rancahilir	41254
32.13.11.2004	4	Desa	Pamanukan	41254
32.13.11.2006	4	Desa	Pamanukan Hilir	41254
32.13.11.2007	4	Desa	Pamanukan Sebrang	41254
32.13.11.2009	4	Desa	Mulyasari	41254
32.13.11.2010	4	Desa	Lengkongjaya	41254
32.13.11.2011	4	Desa	Bongas	41254
32.13.12	3	Kecamatan	Jalancagak	
32.13.12.2007	4	Desa	Curugrendeng	41281
32.13.12.2008	4	Desa	Tambakan	41281
32.13.12.2009	4	Desa	Bunihayu	41281
32.13.12.2011	4	Desa	Kumpay	41281
32.13.12.2012	4	Desa	Sarireja	41281
32.13.12.2014	4	Desa	Tambakmekar	41281
32.13.12.2017	4	Desa	Jalancagak	41281
32.13.13	3	Kecamatan	Blanakan	
32.13.13.2001	4	Desa	Tanjungtiga	41259
32.13.13.2002	4	Desa	Muara	41259
32.13.13.2003	4	Desa	Blanakan	41259
32.13.13.2004	4	Desa	Rawameneng	41259
32.13.13.2005	4	Desa	Cilamayagirang	41259
32.13.13.2006	4	Desa	Jayamukti	41259
32.13.13.2007	4	Desa	Cilamayahilir	41259
32.13.13.2008	4	Desa	Rawamekar	41259
32.13.13.2009	4	Desa	Langensari	41259
32.13.14	3	Kecamatan	Tanjungsiang	
32.13.14.2001	4	Desa	Buniara	41284
32.13.14.2002	4	Desa	Tanjungsiang	41284
32.13.14.2003	4	Desa	Cimeuhmal	41284
32.13.14.2004	4	Desa	Sirap	41284
32.13.14.2005	4	Desa	Kawungluwuk	41284
32.13.14.2006	4	Desa	Cibuluh	41284
32.13.14.2007	4	Desa	Sindanglaya	41284
32.13.14.2008	4	Desa	Rancamanggung	41284
32.13.14.2009	4	Desa	Cikawung	41284
32.13.14.2010	4	Desa	Gandasoli	41284
32.13.15	3	Kecamatan	Compreng	
32.13.15.2001	4	Desa	Jatimulya	41258
32.13.15.2002	4	Desa	Sukatani	41258
32.13.15.2003	4	Desa	Jatireja	41258
32.13.15.2004	4	Desa	Compreng	41258
32.13.15.2005	4	Desa	Kalensari	41258
32.13.15.2006	4	Desa	Mekarjaya	41258
32.13.15.2007	4	Desa	Kiarasari	41258
32.13.15.2008	4	Desa	Sukadana	41258
32.13.16	3	Kecamatan	Patokbeusi	
32.13.16.2001	4	Desa	Rancabango	41263
32.13.16.2002	4	Desa	Tanjungrasa	41263
32.13.16.2003	4	Desa	Ciberes	41263
32.13.16.2004	4	Desa	Jatiragas Hilir	41263
32.13.16.2005	4	Desa	Tambakjati	41263
32.13.16.2006	4	Desa	Rancajaya	41263
32.13.16.2007	4	Desa	Gempolsari	41263
32.13.16.2008	4	Desa	Tanjungrasa Kidul	41263
32.13.16.2009	4	Desa	Rancaasih	41263
32.13.16.2010	4	Desa	Rancamulya	41263
32.13.17	3	Kecamatan	Cibogo	
32.13.17.2001	4	Desa	Sumurbarang	41285
32.13.17.2002	4	Desa	Cibogo	41285
32.13.17.2003	4	Desa	Cinangsi	41285
32.13.17.2004	4	Desa	Padaasih	41285
32.13.17.2005	4	Desa	Sadawarna	41285
32.13.17.2006	4	Desa	Majasari	41285
32.13.17.2007	4	Desa	Cisaga	41285
32.13.17.2008	4	Desa	Belendung	41285
32.13.17.2009	4	Desa	Cibalandong Jaya	41285
32.13.18	3	Kecamatan	Cipunagara	
32.13.18.2001	4	Desa	Wanasari	41257
32.13.18.2002	4	Desa	Sidamulya	41257
32.13.18.2003	4	Desa	Tanjung	41257
32.13.18.2004	4	Desa	Jati	41257
32.13.18.2005	4	Desa	Simpar	41257
32.13.18.2006	4	Desa	Parigimulya	41257
32.13.18.2007	4	Desa	Sidajaya	41257
32.13.18.2008	4	Desa	Padamulya	41257
32.13.18.2009	4	Desa	Kosambi	41257
32.13.18.2010	4	Desa	Manyingsal	41257
32.13.19	3	Kecamatan	Cijambe	
32.13.19.2001	4	Desa	Gunungtua	41286
32.13.19.2002	4	Desa	Cijambe	41286
32.13.19.2003	4	Desa	Cirangkong	41286
32.13.19.2004	4	Desa	Cimenteng	41286
32.13.19.2005	4	Desa	Bantarsari	41286
32.13.19.2006	4	Desa	Tanjungwangi	41286
32.13.19.2007	4	Desa	Cikadu	41286
32.13.19.2008	4	Desa	Sukahurip	41286
32.13.20	3	Kecamatan	Cipeundeuy	
32.13.20.2001	4	Desa	Karyamukti	41272
32.13.20.2002	4	Desa	Cimayasari	41272
32.13.20.2003	4	Desa	Lengkong	41272
32.13.20.2004	4	Desa	Cipeundeuy	41272
32.13.20.2005	4	Desa	Wantilan	41272
32.13.20.2006	4	Desa	Kosar	41272
32.13.20.2007	4	Desa	Sawangan	41272
32.13.21	3	Kecamatan	Legonkulon	
32.13.21.2001	4	Desa	Tegalurung	41254
32.13.21.2002	4	Desa	Bobos	41254
32.13.21.2003	4	Desa	Legonkulon	41254
32.13.21.2004	4	Desa	Mayangan	41254
32.13.21.2005	4	Desa	Legonwetan	41254
32.13.21.2006	4	Desa	Pangarengan	41254
32.13.21.2007	4	Desa	Karangmulya	41254
32.13.22	3	Kecamatan	Cikaum	
32.13.22.2001	4	Desa	Kawunganten	41253
32.13.22.2002	4	Desa	Sindangsari	41253
32.13.22.2003	4	Desa	Cikaum Barat	41253
32.13.22.2004	4	Desa	Cikaum Timur	41253
32.13.22.2005	4	Desa	Tanjungsari Barat	41253
32.13.22.2006	4	Desa	Mekarsari	41253
32.13.22.2007	4	Desa	Tanjungsari Timur	41253
32.13.22.2008	4	Desa	Gandasari	41253
32.13.22.2009	4	Desa	Pasirmuncang	41253
32.13.23	3	Kecamatan	Serangpanjang	
32.13.23.2001	4	Desa	Cijengkol	41282
32.13.23.2002	4	Desa	Talagasari	41282
32.13.23.2003	4	Desa	Cintamekar	41282
32.13.23.2004	4	Desa	Ponggang	41282
32.13.23.2005	4	Desa	Cikujang	41282
32.13.23.2006	4	Desa	Cipancar	41282
32.13.24	3	Kecamatan	Sukasari	
32.13.24.2001	4	Desa	Anggasari	41254
32.13.24.2002	4	Desa	Batangsari	41254
32.13.24.2003	4	Desa	Sukamaju	41254
32.13.24.2004	4	Desa	Mandalawangi	41256
32.13.24.2005	4	Desa	Curugreja	41254
32.13.24.2006	4	Desa	Sukareja	41254
32.13.24.2007	4	Desa	Sukasari	41254
32.13.25	3	Kecamatan	Tambakdahan	
32.13.25.2001	4	Desa	Tanjungrasa	41253
32.13.25.2002	4	Desa	Wanajaya	41253
32.13.25.2003	4	Desa	Gardumukti	41253
32.13.25.2004	4	Desa	Mariuk	41253
32.13.25.2005	4	Desa	Kertajaya	41253
32.13.25.2006	4	Desa	Tambakdahan	41253
32.13.25.2007	4	Desa	Rancaudik	41253
32.13.25.2008	4	Desa	Bojongkeding	41253
32.13.25.2009	4	Desa	Bojonegara	41253
32.13.26	3	Kecamatan	Kasomalang	
32.13.26.2001	4	Desa	Sindangsari	41283
32.13.26.2002	4	Desa	Pasanggrahan	41283
32.13.26.2003	4	Desa	Bojongloa	41283
32.13.26.2004	4	Desa	Sukamelang	41283
32.13.26.2005	4	Desa	Tenjolaya	41283
32.13.26.2006	4	Desa	Kasomalang Wetan	41281
32.13.26.2007	4	Desa	Kasomalang Kulon	41281
32.13.26.2008	4	Desa	Cimanglid	41281
32.13.27	3	Kecamatan	Dawuan	
32.13.27.2001	4	Desa	Manyeti	41271
32.13.27.2002	4	Desa	Rawalele	41271
32.13.27.2003	4	Desa	Sukasari	41271
32.13.27.2004	4	Desa	Situsari	41271
32.13.27.2005	4	Desa	Dawuan Kaler	41271
32.13.27.2006	4	Desa	Dawuan Kidul	41271
32.13.27.2007	4	Desa	Cisampih	41271
32.13.27.2008	4	Desa	Margasari	41271
32.13.27.2009	4	Desa	Batusari	41271
32.13.27.2010	4	Desa	Jambelaer	41271
32.13.28	3	Kecamatan	Pagaden Barat	
32.13.28.2001	4	Desa	Mekarwangi	41252
32.13.28.2002	4	Desa	Bendungan	41252
32.13.28.2003	4	Desa	Munjul	41252
32.13.28.2004	4	Desa	Margahayu	41252
32.13.28.2005	4	Desa	Pangsor	41252
32.13.28.2006	4	Desa	Sumurgintung	41252
32.13.28.2007	4	Desa	Balimbing	41252
32.13.28.2008	4	Desa	Cidahu	41252
32.13.28.2009	4	Desa	Cidadap	41252
32.13.29	3	Kecamatan	Ciater	
32.13.29.2001	4	Desa	Cisaat	41281
32.13.29.2002	4	Desa	Ciater	41281
32.13.29.2003	4	Desa	Nagrak	41281
32.13.29.2004	4	Desa	Cibeusi	41281
32.13.29.2005	4	Desa	Cibitung	41281
32.13.29.2006	4	Desa	Palasari	41251
32.13.29.2007	4	Desa	Sanca	41281
32.13.30	3	Kecamatan	Pusakajaya	
32.13.30.2001	4	Desa	Kebondanas	41255
32.13.30.2002	4	Desa	Pusakajaya	41255
32.13.30.2003	4	Desa	Karanganyar	41255
32.13.30.2004	4	Desa	Bojongtengah	41255
32.13.30.2005	4	Desa	Bojongjaya	41255
32.13.30.2006	4	Desa	Cigugur	41255
32.13.30.2007	4	Desa	Cigugur Kaler	41255
32.13.30.2008	4	Desa	Rangdu	41255
32.14	2	Kabupaten	Purwakarta	
32.14.01	3	Kecamatan	Purwakarta	
32.14.01.1001	4	Kelurahan	Nagri Kidul	41111
32.14.01.1002	4	Kelurahan	Nagri Kaler	41115
32.14.01.1003	4	Kelurahan	Nagri Tengah	41114
32.14.01.1004	4	Kelurahan	Sindangkasih	41112
32.14.01.1005	4	Kelurahan	Cipaisan	41113
32.14.01.1006	4	Kelurahan	Purwamekar	41119
32.14.01.1007	4	Kelurahan	Ciseureuh	41118
32.14.01.1008	4	Kelurahan	Tegalmuncul	41111
32.14.01.1009	4	Kelurahan	Munjuljaya	41117
32.14.01.2010	4	Desa	Citalang	41111
32.14.02	3	Kecamatan	Campaka	
32.14.02.2001	4	Desa	Campaka	41181
32.14.02.2002	4	Desa	Campakasari	41181
32.14.02.2003	4	Desa	Benteng	41181
32.14.02.2004	4	Desa	Cirende	41181
32.14.02.2005	4	Desa	Cikumpay	41181
32.14.02.2006	4	Desa	Cijaya	41181
32.14.02.2007	4	Desa	Kertamukti	41181
32.14.02.2008	4	Desa	Cimahi	41181
32.14.02.2009	4	Desa	Cijunti	41181
32.14.02.2010	4	Desa	Cisaat	41181
32.14.03	3	Kecamatan	Jatiluhur	
32.14.03.2001	4	Desa	Cikaobandung	41152
32.14.03.2002	4	Desa	Jatimekar	41152
32.14.03.2003	4	Desa	Jatiluhur	41152
32.14.03.2004	4	Desa	Cilegong	41152
32.14.03.2005	4	Desa	Kembangkuning	41152
32.14.03.2006	4	Desa	Cibinong	41152
32.14.03.2007	4	Desa	Bunder	41161
32.14.03.2008	4	Desa	Mekargalih	41152
32.14.03.2009	4	Desa	Cisalada	41152
32.14.03.2010	4	Desa	Parakanlima	41152
32.14.04	3	Kecamatan	Plered	
32.14.04.2001	4	Desa	Plered	41162
32.14.04.2002	4	Desa	Palinggihan	41162
32.14.04.2003	4	Desa	Cibogohilir	41162
32.14.04.2004	4	Desa	Linggasari	41162
32.14.04.2005	4	Desa	Gandasoli	41162
32.14.04.2006	4	Desa	Citeko	41162
32.14.04.2007	4	Desa	Liunggunung	41162
32.14.04.2008	4	Desa	Rawasari	41162
32.14.04.2009	4	Desa	Anjun	41162
32.14.04.2010	4	Desa	Sindangsari	41162
32.14.04.2011	4	Desa	Babakansari	41162
32.14.04.2012	4	Desa	Gandamekar	41162
32.14.04.2013	4	Desa	Citekokaler	41162
32.14.04.2014	4	Desa	Pamoyanan	41162
32.14.04.2015	4	Desa	Sempur	41162
32.14.04.2016	4	Desa	Cibogo Girang	41162
32.14.05	3	Kecamatan	Sukatani	
32.14.05.2001	4	Desa	Sukatani	41167
32.14.05.2002	4	Desa	Malangnengah	41167
32.14.05.2003	4	Desa	Cilalawi	41167
32.14.05.2004	4	Desa	Sukamaju	41167
32.14.05.2005	4	Desa	Cipicung	41167
32.14.05.2006	4	Desa	Cianting Utara	41167
32.14.05.2007	4	Desa	Cianting	41167
32.14.05.2008	4	Desa	Pasirmunjul	41167
32.14.05.2009	4	Desa	Tajursindang	41167
32.14.05.2010	4	Desa	Cibodas	41167
32.14.05.2011	4	Desa	Cijantung	41167
32.14.05.2012	4	Desa	Sukajaya	41167
32.14.05.2013	4	Desa	Panyindangan	41167
32.14.05.2014	4	Desa	Sindanglaya	41167
32.14.06	3	Kecamatan	Darangdan	
32.14.06.2001	4	Desa	Darangdan	41163
32.14.06.2002	4	Desa	Depok	41163
