35	Jawa Timur
.01	Pacitan
:01	Donorojo
2001	Widoro
2002	Sawahan
2003	Kalak
2004	Sendang
2005	Klepu
2006	Gedompol
2007	Cemeng
2008	Gendaran
2009	Sukodono
2010	Sekar
2011	Donorojo
2012	Belah
:02	Pringkuku
2001	Dersono
2002	Sugihwaras
2003	Watukarung
2004	Jlubang
2005	Candi
2006	Poko
2007	Dadapan
2008	Pringkuku
2009	Sobo
2010	Ngadirejan
2011	Glinggangan
2012	Pelem
2013	Tamanasri
:03	Punung
2001	Bomo
2002	Sooka
2003	Punung
2004	Mendolo Kidul
2005	Piton
2006	Kendal
2007	Wareng
2008	Mantren
2009	Mendolo Lor
2010	Ploso
2011	Gondosari
2012	Kebonsari
2013	Tinatar
:04	Pacitan
1001	Sidoharjo
1002	Ploso
2003	Kembang
2004	Sukoharjo
2005	Kayen
2006	Sirnoboyo
2007	Arjowinangun
1008	Baleharjo
2009	Bangunsari
2010	Sedeng
2011	Sumberharjo
1012	Pucangsewu
1013	Pacitan
2014	Tanjungsari
2015	Menadi
2016	Mentoro
2017	Purworejo
2018	Nanggungan
2019	Widoro
2020	Semanten
2021	Sambong
2022	Banjarsari
2023	Bolosingo
2024	Ponggok
2025	Tambakrejo
:05	Kebonagung
2001	Plumbungan
2002	Karangnongko
2003	Kalipelus
2004	Karanganyar
2005	Katipugal
2006	Klesem
2007	Sidomulyo
2008	Worawari
2009	Mantren
2010	Gawang
2011	Kebonagung
2012	Purwoasri
2013	Banjarjo
2014	Gembuk
2015	Sanggrahan
2016	Punjung
2017	Wonogondo
2018	Ketepung
2019	Ketro
:06	Arjosari
2001	Mlati
2002	Sedayu
2003	Tremas
2004	Arjosari
2005	Gunungsari
2006	Pagutan
2007	Gembong
2008	Borang
2009	Gegeran
2010	Kedungbendo
2011	Mangunharjo
2012	Jetiskidul
2013	Temon
2014	Karanggede
2015	Gayuhan
2016	Karangrejo
2017	Jatimalang
:07	Nawangan
2001	Gondang
2002	Mujing
2003	Sempu
2004	Nawangan
2005	Tokawi
2006	Jetis Lor
2007	Penggung
2008	Pakis Baru
2009	Ngromo
:08	Bandar
2001	Petungsinarang
2002	Ngunut
2003	Bandar
2004	Kledung
2005	Tumpuk
2006	Watupatok
2007	Bangunsari
2008	Jeruk
:09	Tegalombo
2001	Kebondalem
2002	Gedangan
2003	Ngreco
2004	Kasihan
2005	Pucangombo
2006	Gemaharjo
2007	Ploso
2008	Tegalombo
2009	Kemuning
2010	Tahunan
2011	Tahunan Baru
:10	Tulakan
2001	Jetak
2002	Nglaran
2003	Wonoanti
2004	Padi
2005	Kluwih
2006	Bungur
2007	Tulakan
2008	Jatigunung
2009	Gasang
2010	Kalikuning
2011	Ngile
2012	Bubakan
2013	Losari
2014	Ngumbul
2015	Wonosidi
2016	Ketro
:11	Ngadirojo
2001	Sidomulyo
2002	Hadiwarno
2003	Tanjungpuro
2004	Hadiluwih
2005	Pagerejo
2006	Wiyoro
2007	Ngadirojo
2008	Bogoharjo
2009	Cokrokembang
2010	Bodag
2011	Tanjunglor
2012	Nogosari
2013	Cangkring
2014	Wonodadi Wetan
2015	Wonodadi Kulon
2016	Wonokarto
2017	Wonosobo
2018	Wonoasri
:12	Sudimoro
2001	Pagerkidul
2002	Pagerlor
2003	Sukorejo
2004	Sudimoro
2005	Ketanggung
2006	Klepu
2007	Sembowo
2008	Karangmulyo
2009	Gunungrejo
2010	Sumberejo
.02	Ponorogo
:01	Slahung
2001	Tugurejo
2002	Senepo
2003	Slahung
2004	Caluk
2005	Broto
2006	Menggare
2007	Kambeng
2008	Wates
2009	Ngilo-Ilo
2010	Duri
2011	Ngloning
2012	Plancungan
2013	Jebeng
2014	Galak
2015	Truneng
2016	Simo
2017	Crabak
2018	Mojopitu
2019	Gundik
2020	Nailan
2021	Gombang
2022	Janti
:02	Ngrayun
2001	Wonodadi
2002	Sendang
2003	Baosan Kidul
2004	Binade
2005	Mrayan
2006	Baosan Lor
2007	Temon
2008	Selur
2009	Ngrayun
2010	Cepoko
2011	Gedangan
:03	Bungkal
2001	Pelem
2002	Koripan
2003	Bekare
2004	Nambak
2005	Kalisat
2006	Munggu
2007	Pager
2008	Belang
2009	Bungkal
2010	Ketonggo
2011	Kunti
2012	Bancar
2013	Padas
2014	Bungu
2015	Kupuk
2016	Sambilawang
2017	Kwajon
2018	Bediwetan
2019	Bedikulon
:04	Sambit
2001	Gajah
2002	Wringinanom
2003	Ngadisanan
2004	Maguwan
2005	Nglewan
2006	Bedingin
2007	Bancangan
2008	Campurejo
2009	Campursari
2010	Bulu
2011	Sambit
2012	Besuki
2013	Wilangan
2014	Bangsalan
2015	Kemuning
2016	Jrakah
:05	Sawoo
2001	Tumpuk
2002	Pangkal
2003	Tumpak Pelem
2004	Tempuran
2005	Sriti
2006	Temon
2007	Sawoo
2008	Prayungan
2009	Tugurejo
2010	Grogol
2011	Ketro
2012	Kori
2013	Bondrang
2014	Ngindeng
:06	Sooko
2001	Ngadirojo
2002	Klepu
2003	Suru
2004	Sooko
2005	Bedoho
2006	Jurug
:07	Pulung
2001	Karangpatihan
2002	Tegalrejo
2003	Bedrug
2004	Wagir Kidul
2005	Singgahan
2006	Patik
2007	Pulung
2008	Pulung Merdiko
2009	Sidoharjo
2010	Wotan
2011	Plunturan
2012	Pomahan
2013	Kesugihan
2014	Serag
2015	Wayang
2016	Munggung
2017	Bekiring
2018	Banaran
:08	Mlarak
2001	Tugu
2002	Candi
2003	Totokan
2004	Ngrukem
2005	Siwalan
2006	Joresan
2007	Nglumpang
2008	Gontor
2009	Gandu
2010	Jabung
2011	Bajang
2012	Mlarak
2013	Serangan
2014	Suren
2015	Kaponan
:09	Jetis
