74	Sulawesi Tenggara
.01	Kolaka
:01	Wundulako
1001	19 Nopember
1002	Wundulako
1003	Lamekongga
1004	Kowioha
1005	Silea
2006	Towua
2007	Bende
2008	Unamendaa
2009	Tikonu
2010	Sabiona
1011	Ngapa
:04	Kolaka
1001	Lamokato
1002	Watuliandu
1003	Balandete
1004	Lalombaa
1005	Sabilambo
1006	Laloeha
1007	Tahoa
:07	Pomalaa
1001	Dawi-Dawi
1002	Pomalaa
2003	Huko-Huko
2004	Pelambua
2005	Tambea
2006	Sopura
2007	Pesouha
2008	Totobo
1009	Tonggoni
2010	Oko-Oko
1011	Kumoro
2012	Hakatutobu
:08	Watubangga
1001	Watubangga
2002	Lamundre
1006	Tandebura
2007	Kukutio
2011	Langgosipi
2012	Sumber Rejeki
1015	Wolulu
2016	Peoho
2017	Mataosu
2018	Polenga
2020	Kastura
2023	Gunung Sari
2025	Mataosu Ujung
2026	Ranoteta
:10	Wolo
1001	Wolo
2002	Donggala
2003	Ululapao-pao
1007	Ulu Wolo
2008	Tolowe Ponrewaru
2009	Lapao-Pao
2010	Langgomali
2011	Lalonaha
2012	Lana
2015	Lalonggopi
2016	Muara Lapao-Pao
2018	Samaenre
2019	Iwoimopuro
2021	Ulu Rina
:12	Baula
1001	Puundoho
2002	Longori
2003	Puubunga
2004	Puulemo
2005	Puubenua
2006	Baula
2007	Pewutaa
2008	Watalara
2009	Puuroda
2010	Ulu Baula
:14	Latambaga
1001	Mangolo
1002	Kolakaasi
1003	Sea
1004	Latambaga
1005	Sakuli
1006	Induha
1007	Ulunggolaka
:18	Tanggetada
2001	Lamedai
2002	Tanggetada
1003	Anaiwoi
2004	Pewisoa Jaya
2005	Tondowolio
2006	Popalia
2007	Lalonggolosua
2008	Petudua
2009	Rahanggada
2010	Palewai
2011	Puundaipa
2012	Oneeha
2013	Lamoiko
2014	Tinggo
:20	Samaturu
1001	Tosiba
2002	Konaweha
2003	Kaloloa
2004	Tamboli
2005	Lambolemo
2006	Amamutu
2007	Lawulo
2008	Awa
2009	Latuo
2010	Wawo Tambali
2011	Malaha
2012	Sani-sani
1013	Tonganapo
2014	Ulu Konaweha
2015	Puu Tamboli
2016	Ulaweng
2017	Puu Lawulo
2018	Liku
2019	Meura
:24	Toari
2001	Toari
2002	Lakito
1003	Ranomentaa
2004	Anawua
2005	Wowoli
2006	Rano Jaya
2007	Rahabite
2008	Wonua Raya
2009	Rano Sangia
2010	Horongkuli
:25	Polinggona
1001	Polinggona
2002	Puudongi
2003	Plasma Jaya
2004	Tanggeau
2005	Wulonggere
2006	Pondowae
2007	Lamondape
:27	Iwoimendaa
2001	Tamborasi
2002	Ladahai
2003	Lasiroku
2004	Iwoimendaa
2005	Lambopini
2006	Ulu Kalo
2007	Wonualaku
2008	Lawolia
2009	Watumelewe
2010	Landoula
.02	Konawe
:01	Lambuya
1001	Lambuya
2006	Awuliti
2007	Asaki
2011	Amberi
2012	Waworaha
2015	Tanggobu
2027	Meraka
2035	Wanua Hoa
2036	Watarema
2037	Tetembomua
:02	Unaaha
1001	Puunaaha
1002	Tumpas
1003	Latoma
1004	Ambekairi
1005	Arombu
1006	Asinua
1011	Wawonggole
1012	Tuoy
1013	Unaaha
1015	Inolobunggadue
1016	Asambu
1017	Tobeu
:03	Wawotobi
1001	Wawotobi
1002	Inalahi
1006	Lalosabila
1007	Hopa-Hopa
1008	Kulahi
1009	Ranoeya
1010	Palarahi
