36	Banten
.01	Pandeglang
:01	Sumur
2001	Sumberjaya
2002	Kertajaya
2003	Kertamukti
2004	Tunggaljaya
2005	Cigorondong
2006	Tamanjaya
2007	Ujungjaya
:02	Cimanggu
2001	Rancapinang
2002	Cibadak
2003	Tugu
2004	Batuhideung
2005	Padasuka
2006	Ciburial
2007	Cijaralang
2008	Cimanggu
2009	Mangkualam
2010	Tangkil Sari
2011	Waringin Kurung
2012	Kramatjaya
:03	Cibaliung
2001	Mendung
2006	Sudimanik
2007	Curug
2008	Cibingbin
2009	Sukajadi
2011	Mahendra
2012	Cibaliung
2015	Cihanjuang
2016	Sorongan
:04	Cikeusik
2001	Tanjungan
2002	Sumurbatu
2003	Sukawaris
2004	Rancaseneng
2005	Parungkokosan
2006	Nanggala
2007	Cikeusik
2008	Cikadongdong
2009	Curugciung
2010	Leuwibalang
2011	Sukaseneng
2012	Sukamulya
2013	Umbulan
2014	Cikiruhwetan
:05	Cigeulis
2001	Karangbolong
2002	Katumbiri
2003	Waringinjaya
2004	Karyabuana
2005	Tarumanagara
2006	Ciseureuheun
2007	Banyuasih
2009	Cigeulis
2010	Sinarjaya
:06	Panimbang
2001	Panimbangjaya
2002	Mekarjaya
2004	Gombong
2009	Mekar Jaya
2011	Citeureup
2012	Tanjungjaya
:07	Angsana
2001	Angsana
2002	Padaherang
2003	Padamulya
2004	Karangsari
2005	Cikayas
2006	Sumurlaban
2007	Kadubadak
2009	Cipinang
2010	Kramatmanik
:08	Munjul
2001	Pasanggrahan
2002	Sukasaba
2005	Gunungbatu
2006	Panacaran
2007	Curuglanglang
2008	Munjul
2009	Cibitung
2011	Kotadukuh
2018	Lebak
:09	Pagelaran
2001	Sukadame
2002	Pagelaran
2003	Surakarta
2004	Montor
2005	Kertasana
2006	Bama
2007	Margasana
2008	Sindanglaya
2009	Tegalpapak
2010	Bulagor
2011	Harapankarya
2012	Senangsari
2013	Margagiri
:10	Bojong
2001	Mekarsari
2002	Cijakan
2003	Geredug
2004	Bojong
2005	Banyumas
2006	Citumenggung
2007	Manggungjaya
2008	Cahayamekar
:11	Picung
2001	Pasirsedang
2002	Cililitan
2003	Kadupandak
2004	Kolelet
2005	Ciherang
2006	Bungurcopong
2007	Pasirpanjang
2008	Kadubera
2009	Ganggaeng
:12	Labuan
2001	Rancateureup
2002	Labuan
2003	Banyubiru
2004	Caringin
2010	Teluk
2012	Cigondang
2013	Kalanganyar
2014	Sukamaju
2015	Banyumekar
:13	Menes
2001	Alaswangi
2002	Tegalwangi
2003	Kananga
2004	Cigandeng
2005	Menes
2006	Muruy
2010	Sukamanah
2011	Purwaraja
2012	Sindangkarya
2013	Cilabanbulan
2015	Kadupayung
2016	Ramaya
:14	Saketi
2001	Langensari
2002	Medalsari
2003	Majau
2004	Sodong
2005	Talagasari
2006	Ciandur
2007	Kadudampit
2008	Wanagiri
2009	Parigi
2010	Mekarwangi
2011	Saketi
2012	Girijaya
2013	Sindanghayu
2014	Sukalangu
:15	Cipeucang
2001	Palanyar
2002	Baturanjang
2003	Cikadueun
2004	Koncang
2005	Kadugadung
2006	Parumasan
2007	Curugbarang
2008	Kalanggunung
2009	Pasireurih
2010	Pasirmae
:16	Jiput
2001	Pamarayan
2002	Jiput
2003	Sukacai
2004	Tenjolahang
2005	Janaka
2006	Sikulan
2007	Citaman
2008	Jayamekar
2011	Sukamanah
2012	Salapraya
2013	Banyuresmi
2014	Sampang Bitung
2015	Babadsari
:17	Mandalawangi
2001	Pandat
2002	Cikoneng
2003	Nembol
2004	Kurungkambing
2005	Mandalawangi
2006	Sinarjaya
2007	Sirnagalih
2008	Cikumbuen
2009	Ramea
2010	Gunungsari
2011	Panjangjaya
2012	Giripawana
2013	Mandalasari
2014	Curuglemo
2015	Pari
:18	Cimanuk
2001	Cimanuk
2002	Batubantar
2003	Kadubungbang
2004	Kupahandap
2005	Dalembalar
2006	Kadumadang
2007	Rocek
2008	Kadudodol
2010	Gunungdatar
2013	Sekong
2015	Gunungcupu
:19	Kaduhejo
2001	Campaka
2002	Banyumundu
2003	Mandalasari
2004	Sukasari
2005	Saninten
2006	Palurahan
2007	Sukamanah
2008	Kadugemblo
2009	Banjarsari
2010	Ciputri
:20	Banjar
2002	Citalahab
2004	Kadulimus
2005	Bandung
2006	Mogana
2007	Banjar
2008	Gunungputri
2010	Cibodas
2011	Kadubale
2012	Cibeureum
2013	Kadumaneuh
2014	Pasirawi
:21	Pandeglang
1002	Kadomas
1003	Babakan Kalanganyar
1004	Kabayan
1009	Pandeglang
:22	Cadasari
2001	Kaduengang
2002	Pasirpeuteuy
2003	Kurungdahu
2004	Kaduela
2005	Koranji
2006	Tapos
2007	Cadasari
2008	Ciinjuk
2009	Kaungcaang
2010	Cikentrung
2013	Tanagara
:23	Cisata
2001	Rawasari
2002	Pasireurih
2003	Kaduronyok
2004	Cibarani
2005	Cisereh
2006	Kubangkondang
2007	Kondangjaya
2008	Ciherangjaya
2009	Palembang
:24	Patia
2006	Turus
2008	Patia
2009	Pasirgadung
2010	Cimoyan
2011	Idaman
2014	Babakankeusik
2015	Surianeun
2017	Rahayu
2018	Ciawi
2020	Simpangtiga
:25	Karang Tanjung
1001	Kadumerak
1002	Cigadung
1003	Pagadungan
1014	Juhut
:26	Cikedal
2001	Karyasari
2002	Tegal
2003	Cipicung
2004	Dahu
2005	Babakanlor
2006	Karyautama
2007	Mekarjaya
2008	Padahayu
2009	Cening
2010	Bangkuyung
:27	Cibitung
2001	Sindangkerta
2002	Manglid
2003	Cikiruh
2004	Cikadu
2005	Kiarapayung
2006	Kutakarang
2007	Citeluk
2008	Kiarajangkung
2009	Cikalong
2010	Malangnengah
:28	Carita
2001	Banjarmasin
2002	Carita
2003	Sukarame
2004	Sukanegara
2005	Cinoyong
2006	Pejamben
2007	Sukajadi
2008	Kawoyang
2009	Tembong
2010	Sindanglaut
:29	Sukaresmi
2001	Seuseupan
2002	Karyasari
2003	Perdana
2004	Sukaresmi
2005	Pasirkadu
2006	Kubangkampil
2007	Sidamukti
2008	Cibungur
2009	Weru
2010	Cikuya
:30	Mekarjaya
2001	Kadubelang
2002	Pareang
2003	Warasinga
2004	Rancabugel
2005	Kadujangkung
2006	Medong
2007	Sukamulya
2008	Mekarjaya
:31	Sindangresmi
2001	Ciodeng
2002	Pasirtenjo
2003	Bojongmanik
2004	Cempakawarna
2005	Pasirloa
2006	Pasirlancar
2007	Sidangresmi
2008	Pasirdurung
2009	Kadumalati
:32	Pulosari
2001	Koranji
2002	Banjarwangi
2003	Sukasari
2004	Karyawangi
2005	Sukaraja
2006	Kaduhejo
2007	Banjarnegara
2008	Sanghiangdengdek
2009	Cilentung
:33	Koroncong
2001	Sukajaya
2002	Awilega
2003	Gerendong
2004	Koroncong
2005	Pakuluran
