32	Jawa Barat
.01	Bogor
:01	Cibinong
1001	Pondok Rajeg
1002	Karadenan
1003	Harapanjaya
1004	Nanggewer
1005	Nanggewer Mekar
1006	Cibinong
1007	Pakansari
1008	Tengah
1009	Sukahati
1010	Ciriung
1011	Cirimekar
1012	Pabuaran
1013	Pabuaran Mekar
:02	Gunung Putri
2001	Wanaherang
2002	Bojong Kulur
2003	Ciangsana
2004	Gunung Putri
2005	Bojong Nangka
2006	Tlajung Udik
2007	Cicadas
2008	Cikeas Udik
2009	Nagrak
2010	Karanggan
:03	Citeureup
2001	Puspasari
2002	Citeureup
2003	Leuwinutug
2004	Tajur
2005	Sanja
1006	Puspanegara
1007	Karang Asem Barat
2008	Karang Asem Timur
2009	Tarikolot
2010	Gunungsari
2011	Tangkil
2012	Sukahati
2013	Hambalang
2014	Pasirmukti
:04	Sukaraja
2001	Gununggeulis
2002	Cilebut Timur
2003	Cilebut Barat
2004	Cibanon
2005	Nagrak
2006	Sukatani
2007	Sukaraja
2008	Cikeas
2009	Pasir Jambu
2010	Cimandala
2011	Cijujung
2012	Cadasngampar
2013	Pasirlaja
:05	Babakan Madang
2001	Cijayanti
2002	Sumurbatu
2003	Sentul
2004	Karangtengah
2005	Cipambuan
2006	Kadumanggu
2007	Citaringgul
2008	Babakan Madang
2009	Bojong Koneng
:06	Jonggol
2001	Sukamaju
2002	Sirnagalih
2003	Singajaya
2004	Sukasirna
2005	Sukanegara
2006	Sukamanah
2007	Weninggalih
2008	Cibodas
2009	Jonggol
2010	Bendungan
2011	Singasari
2012	Balekambang
2013	Sukajaya
2014	Sukagalih
:07	Cileungsi
2001	Pasirangin
2002	Mekarsari
2003	Mampir
2004	Dayeuh
2005	Gandoang
2006	Jatisari
2007	Cileungsi Kidul
2008	Cipeucang
2009	Situsari
2010	Cipenjo
2011	Limusnunggal
2012	Cileungsi
:08	Cariu
2001	Karyamekar
2002	Babakanraden
2003	Cikutamahi
2004	Kutamekar
2005	Cariu
2006	Mekarwangi
2007	Bantarkuning
2008	Sukajadi
2009	Tegalpanjang
2010	Cibatutiga
:09	Sukamakmur
2001	Wargajaya
2002	Pabuaran
2003	Sukadamai
2004	Sukawangi
2005	Cibadak
2006	Sukaresmi
2007	Sukamulya
2008	Sukaharja
2009	Sirnajaya
2010	Sukamakmur
:10	Parung
2001	Parung
2002	Iwul
2003	Bojongsempu
2004	Waru
2005	Cogreg
2006	Pamegarsari
2007	Warujaya
2008	Bojongindah
2009	Jabonmekar
:11	Gunung Sindur
2001	Cidokom
2002	Padurenan
2003	Pengasinan
2004	Curug
2005	Gunungsindur
2006	Jampang
2007	Cibadung
2008	Cibinong
2009	Rawakalong
2010	Pabuaran
:12	Kemang
2001	Bojong
2002	Parakanjaya
2003	Kemang
2004	Pabuaran
2005	Semplak Barat
1006	Atang Senjaya
2007	Jampang
2008	Pondok Udik
2009	Tegal
:13	Bojong Gede
2001	Bojongbaru
2002	Cimanggis
2003	Susukan
2004	Ragajaya
2005	Kedungwaringin
2006	Waringinjaya
1007	Pabuaran
2008	Rawapanjang
2009	Bojonggede
:14	Leuwiliang
2001	Leuwiliang
2002	Purasari
2003	Karyasari
2004	Pabangbon
2005	Karacak
2006	Barengkok
2007	Leuwimekar
2008	Puraseda
2009	Cibeber I
2010	Cibeber II
2011	Karehkel
:15	Ciampea
2001	Ciampea
2002	Cinangka
2003	Cihideungudik
2004	Bojongjengkol
2005	Tegalwaru
2006	Cibuntu
2007	Cicadas
2008	Cibadak
2009	Bojongrangkas
2010	Cihideunghilir
2011	Cibanteng
2012	Benteng
2013	Ciampea Udik
:16	Cibungbulang
2001	Situ Udik
2002	Situ Ilir
2003	Cemplang
2004	Cibatok I
2005	Ciaruteun Udik
2006	Leuweungkolot
2007	Cimanggu I
2008	Cimanggu II
2009	Dukuh
2010	Cijujung
2011	Ciaruteun Ilir
2012	Cibatok II
2013	Sukamaju
2014	Galuga
2015	Girimulya
:17	Pamijahan
2001	Purwabakti
2002	Cibunian
2003	Cibitungwetan
2004	Gunungmenyan
2005	Gunungbunder II
2006	Pasarean
