2001	Silungkang Duo
2002	Silungkang Oso
2003	Silungkang Tigo
2004	Muaro Kalaban
2005	Taratak Boncah
:04	Talawi
2001	Talawi Hilie
2002	Talawi Mudiak
2003	Bukit Gadang
2004	Batu Tanjung
2005	Kumbayau
2006	Tumpuk Tangah
2007	Data Mansiang
2008	Sijantang Koto
2009	Salak
2010	Sikalang
2011	Rantih
.74	Padang Panjang
:01	Padang Panjang Timur
1001	Ganting
1002	Sigando
1003	Ekor Lubuk
1004	Ngalau
1005	Guguk Malintang
1006	Koto Panjang
1007	Koto Katik
1008	Tanah Pak Lambik
:02	Padang Panjang Barat
1001	Bukit Surungan
1002	Pasar Usang
1003	Kampung Manggis
1004	Silaing Bawah
1005	Silaing Atas
1006	Pasar Baru
1007	Tanah Hitam
1008	Balai-balai
.75	Bukittinggi
:01	Guguak Panjang
1001	Tarok Dipo
1002	Bukik Cangang/Kayu Rmg.
1003	Pakan Kurai
1004	Aur Tajungkang/Tgh. Sawah
1005	Benteng Pasar Atas
1006	Kayu Kubu
1007	Bukik Apik Puhun
:02	Mandiangin K. Selayan
1001	Campago Guguk Bulek
1002	Campago Ipuh
1003	Puhun Tembok
1004	Kubu Gulai Bancah
1005	Puhun Pintu Kabun
1006	Pulai Anak Air
1007	Koto Selayan
1008	Garegeh
1009	Manggis/Ganting
:03	Aur Birugo Tigo Baleh
1001	Aur Kuning
1002	Birugo
1003	Belakang Balok
1004	Sapiran
1005	Kubu Tanjung
1006	Pakan Labuh
1007	Parit Rantang
1008	Ladang Cakiah
.76	Payakumbuh
:01	Payakumbuh Barat
1002	Pakan Sinayan
1003	Kubu Gadang
1004	Bulakan Balai Kandi
1005	Payolansek
1007	Talang
1009	Padang Tinggi Piliang
1011	Koto Tangah
1013	Subarang Batuang
1016	Parik Rantang
1017	Parak Batuang
1018	Nunang Daya Bangun
1020	Labuah Basilang
1021	Ibuah
1022	Tanjung Pauh
1032	Tanjuanggodang Sungaipinago
1033	Padangtongah Balainanduo
1034	Padangdata Tanahmati
:02	Payakumbuh Utara
1002	Napar
1032	Ompang Tanah Sirah
1033	Taratak Padang Kampuang
1034	Tigo Koto Dibaruah
1035	Tigo Koto Diate
1036	Ikua Koto Dibalai
1037	Balai Tongah Koto
1038	Kapalo Koto Dibalai
1039	Kotokociak Kubu Tapakrajo
:03	Payakumbuh Timur
1001	Balai Jaring
1002	Padang Alai Bodi
1003	Padang Tangah Payobadar
1005	Sicincin
1007	Padang Tiakar
1009	Payobasung
1010	Koto Panjang
1011	Koto Baru
1015	Tiakar
:04	Lamposi Tigo Nagori
1001	Sungai Durian
1002	Parit Muko Aie
1003	Parambahan
1004	Padang Sikabu
1005	Koto Panjang Padang
1006	Koto Panjang Dalam
:05	Payakumbuh Selatan
1001	Padang Karambia
1002	Kototuo Limokampuang
1003	Limbukan
1005	Balai Panjang
1006	Kapalo Koto Ampangan
1010	Sawahpadang Aua Kuniang
.77	Pariaman
:01	Pariaman Tengah
1001	Karan Aur
1002	Kampung Perak
1003	Lohong
1004	Pasir
1005	Kampung Pondok
1006	Pondok II
1007	Kampung Jawa I
1008	Kampung Jawa II
1009	Alai Gelombang
1010	Jawi Jawi I
1011	Jawi Jawi II
1012	Jalan Baru
1013	Taratak
1014	Jalan Kereta Api
1015	Ujung Batung
1016	Jati Hilir
2017	Pauh Barat
2018	Pauh Timur
2019	Rawang
2020	Kampung Baru
2021	Cimparuh
2025	Jati Mudik
:02	Pariaman Utara
2005	Ampalu
2006	Apar
2007	Tanjung Sabar
2008	Cubadak Air Selatan
2009	Sikapak Barat
2010	Sikapak Timur
2011	Manggung
2012	Cubadak Air Utara
2013	Tungkal Selatan
2014	Naras Hilir
2015	Naras I
2016	Balai Naras
2017	Padang Birik Birik
2018	Sintuk
2019	Sungai Rambai
2020	Tungkal Utara
2021	Cubadak Air
:03	Pariaman Selatan
2006	Pasir Sunur
2007	Balai Kurai Taji
2008	Pauh Kurai Taji
2009	Simpang
2010	Toboh Palabah
2011	Marabau
2012	Batang Tajongkek
2013	Sikabu
2014	Sungai Kasai
2015	Palak Aneh
2016	Kampung Apar
2017	Marunggi
2018	Taluk
2019	Padang Cakur
2020	Punggung Lading
2021	Rambai
:04	Pariaman Timur
2001	Talago Sarik
2002	Pakasai
2003	Kampung Baru Padusunan
2004	Kampung Gadang
2005	Koto Marapak
2006	Batang Kabung
2007	Bato
2008	Air Santok
2009	Cubadak Mentawai
2010	Sungai Sirah
2011	Sungai Pasak
2012	Bungo Tanjung
2013	Kampung Tangah
2014	Kampung Kandang
2015	Kaluat
2016	Kajai
