63	Kalimantan Selatan
.01	Tanah Laut
:01	Takisung
2001	Banua lawas
2002	Tabanio
2003	Kuala Tambangan
2004	Takisung
2005	Gunung Makmur
2006	Banua Tengah
2007	Ranggang
2008	Pagatan Besar
2009	Batilai
2010	Ranggang Dalam
2011	Telaga langsat
2012	Sumber Makmur
:02	Jorong
2001	Sabuhur
2002	Jorong
2003	Asam-Asam
2004	Batalang
2005	Swarangan
2006	Muara Asam-Asam
2007	Alur
2008	Asri Mulya
2009	Karang Rejo
2010	Asam Jaya
2011	Simpang Empat Sungai Baru
:03	Pelaihari
1001	Sarang Halang
1002	Karang Taruna
1003	Pelaihari
1004	Angsau
1005	Pabahanan
2006	Bumi Jaya
2008	Sungai Riam
2009	Tampang
2010	Telaga
2011	Panjaratan
2012	Atu-atu
2015	Panggung
2016	Tungkaran
2017	Ujung Batu
2020	Panggung Baru
2024	Ambungan
2025	Guntung Besar
2026	Kampung Baru
2027	Sumber Mulia
2029	Pemuda
:04	Kurau
2001	Sungai Bakau
2002	Maluka Baulin
2003	Bawah Layung
2004	Tambak Sarinah
2005	Kali Besar
2006	Handil Negara
2007	Padang Luas
2008	Kurau
2017	Tambak Karya
2018	Raden
2019	Sarikandi
:05	Bati Bati
2001	Benua Raya
2002	Bati-Bati
2003	Ujung
2004	Liang Anggang
2005	Bentok Kampung
2006	Bentok Darat
2007	Banyu Irang
2008	Nusa Indah
2009	Pandahan
2010	Padang
2011	Ujung Baru
2012	Sambangan
2013	Kait-kait
2014	Kait-kait Baru
:06	Panyipatan
2001	Batu Tungku
2002	Panyipatan
2003	Kandangan Baru
2004	Kandangan Lama
2005	Batakan
2006	Kuringkit
2007	Tanjung Dewa
2008	Suka Ramah
2009	Batu Mulya
2010	Bumi Asih
:07	Kintap
2001	Pandan Sari
2002	Kintap
2003	Kintapura
2004	Sungai Cuka
2005	Riam Adungan
2006	Muara Kintap
2007	Salaman
2008	Kintap Kecil
2009	Pasir Putih
2010	Sumber Jaya
2011	Bukit Mulia
2012	Kebun Raya
2013	Mekar Raya
2014	Sebamban Baru
:08	Tambang Ulang
2001	Tambang Ulang
2002	Sungai Pinang
2003	Martadah
2004	Sungai Jelai
2005	Bingkulu
2006	Gunung Raja
2007	Pulau Sari
2008	Kayu Abang
2009	Martadah Baru
:09	Batu Ampar
2001	Batu Ampar
2002	Gunung Mas
2003	Tajau Mulya
2004	Jilatan
2005	Durian Bungkuk
2006	Ambawang
2007	Damit
2008	Gunung Melati
2009	Bluru
2010	Pantai Linuh
2011	Damit Hulu
2012	Jilatan Alur
2013	Damar Lima
2014	Tajau Pecah
:10	Bajuin
2001	Bajuin
2002	Sungai Bakar
2003	Ketapang
2004	Tirta Jaya
2005	Galam
2006	Pemalongan
2007	Kunyit
2008	Tebing Siring
2009	Tanjung
:11	Bumi Makmur
2001	Handil Babirik
2002	Kurau Utara
2003	Bumi Harapan
2004	Sungai Rasau
2005	Pantai Harapan
2006	Handil Suruk
2007	Handil Gayam
2008	Handil Birayang Atas
2009	Handil Birayang Bawah
2010	Handil Maluka
2011	Handil Labuan Amas
.02	Kotabaru
:01	Pulau Sembilan
2001	Labuan Barat
2002	Teluk Sungai
2003	Maradapan
2004	Tengah
2005	Tanjung Nyiur
:02	Pulau Laut Barat
2005	Lontar Selatan
2006	Lontar Timur
2007	Sebanti
2008	Sepagar
2009	Semaras
2012	Terangkih
2015	Gemuruh
2017	Tapian Balai
2018	Lontar Utara
2021	Sumber Sari
2022	Subur Makmur
:03	Pulau Laut Selatan
2006	Teluk Sirih
2007	Sungai Bahim
2008	Tanjung Seloka
2009	Tanjung Serudung
2011	Alle-Alle
2013	Sungai Bulan
2015	Labuan Mas
2016	Tanjung Seloka Utara
:04	Pulau Laut Timur
2001	Batu Tunau
2002	Sejakah
2003	Bekambit
2004	Langkang Baru
2005	Langkang Lama
2006	Sungai Limau
2007	Berangas
2008	Tanjung Pengharapan
2009	Betung
2010	Teluk Mesjid
2011	Teluk Gosong
2012	Kulipak
2013	Karangsari Indah
2014	Bekambit Asri
:05	Pulau Sebuku
2001	Sekapung
2002	Kanibungan
2003	Mandin
2004	Serakaman
2005	Sungai Bali
2006	Balambus
2007	Rampa
2008	Ujung
:06	Pulau Laut Utara
1001	Kotabaru Hulu
1002	Baharu Selatan
1003	Kotabaru Tengah
1004	Kotabaru Hilir
2009	Megasari
2010	Sebelimbingan
2011	Stagen
2012	Rampa
2013	Sungai Taib
2014	Semayap
2015	Dirgahayu
2016	Sebatung
2017	Baharu Utara
2018	Tirawan
2019	Hilir Muara
2020	Sigam
2021	Sarang Tiung
2022	Gunung Ulin
2024	Gedambaan
2025	Gunung Sari
2026	Batuah
:07	Kelumpang Selatan
2004	Tanjung Pangga
2005	Pembelacanan
2006	Sungai Nipah
2007	Pantai
2009	Sangking Baru
2014	Suka Maju
2015	Sungai Kupang Jaya
2016	Pantai Baru
2017	Bumi Asih
:08	Kelumpang Hulu
2001	Cantung Kiri Hilir
2002	Karang Payau
2003	Banua Lawas
2004	Sungai Kupang
2005	Bangkalaan Melayu
2006	Bangkalaan Dayak
2007	Laburan
2008	Karang Liwar
2009	Mangkirana
2010	Sidomulyo
:09	Kelumpang Tengah
2001	Tanjung Batu
2002	Sungai Punggawa
2003	Tanah Rata
2004	Sebuli
2005	Sembilang
2006	Tamiang Bakung
2007	Sang-Sang
2011	Sungai Pinang
2012	Tanjung Selayar
2013	Senakin Seberang
2014	Senakin
2016	Tebing Tinggi
2017	Geronggang
:10	Kelumpang Utara
2001	Sungai Hanyar
2002	Sungai Seluang
2003	Pudi
2004	Mangga
2005	Wilas
2006	Pudi Seberang
2007	Sulangkit
:11	Pamukan Selatan
2001	Sekandis
2002	Gunung Calang
2003	Talusi
2004	Sakalimau
2005	Tanjung Samalantakan
2006	Sakadoyan
2007	Rampa Cengal
2008	Sesulung
2009	Pondok Labu
2010	Mulyodadi
2011	Sukadana
:12	Sampanahan
2001	Sepapah
2002	Sungai Betung
2003	Basuang
2004	Gunung Batu Besar
2005	Sampanahan
2006	Rampa Manunggul
2007	Papaan
2008	Sampanahan Hilir
2009	Banjarsari
2010	Sukamaju
:13	Pamukan Utara
2002	Bepara
2004	Betung
2005	Sekayu Baru
2006	Bakau
2007	Binturung
2008	Harapan Baru
2009	Balaimea
2010	Tamiang
2011	Kalian
2012	Mulyoharjo
2013	Pamukan Indah
2014	Wonorejo
2015	Lintang Jaya
:14	Hampang
2001	Hampang
2002	Cantung Kiri Hulu
2003	Cantung Kanan
2004	Muara Orie
2005	Lalapin
2006	Peramasan Dua Kali Sanga
2007	Limbur
2008	Hulu Sampanahan
2009	Limbungan
:15	Sungai Durian
2001	Buluh Kuning
2002	Gendang Timburu
2004	Manunggul Lama
2006	Rantau Buda
2007	Manunggul Baru
2008	Terombong Sari
2009	Rantau Jaya
:16	Pulau Laut Tengah
2001	Semisir
2002	Sungai Pasir
2003	Mekarpura
2004	Selaru
2005	Sungup Kanan
2006	Pantai Baru
2007	Salino
:17	Kelumpang Hilir
2001	Serongga
2002	Tarjun
2003	Langadai
2004	Pulau Panci
2005	Pelajau Baru
2006	Tegal Rejo
2007	Mandala
2008	Telagasari
2009	Sahapi
:18	Kelumpang Barat
2001	Siayuh
2002	Bungkukan
2003	Batang Kulur
2004	Tanjung Sari
2005	Magalau Hilir
2006	Magalau Hulu
:19	Pamukan Barat
2001	Sengayam
2002	Mayang Sari
2003	Marga Jaya
2004	Mangka
2005	Batuah
:20	Pulau Laut Kepulauan
2001	Tanjung Lalak Utara
2002	Tanjung Lalak Selatan
2003	Pulau Kerayaan
2004	Kerayaan Utara
2005	Pulau Kerasian
2006	Pulau Kerumputan
2007	Teluk Aru
2008	Teluk Kemuning
2009	Oka-Oka
:21	Pulau Laut Tanjung Selayar
2001	Tanjung Pelayar
2002	Tanjung Sungkai
2003	Tanjung Tengah
2004	Tanjung Kunyit
2005	Teluk Tamiang
2006	Gosong Panjang
2007	Kampung Baru
2008	Tata Mekar
2009	Bandar Raya
2010	Bangun Rejo
.03	Banjar
:01	Aluh Aluh
2001	Bakambat
2002	Tanipah
2009	Pemurus
2010	Simpang Warga
2011	Bunipah
2012	Aluh Aluh Besar
2013	Aluh Aluh Kecil
2014	Podok
2015	Handil Bujur
2016	Kuin Besar
2017	Terapu
2019	Labat Muara
2022	Pulantan
2024	Aluh Aluh Kecil Muara
2026	Simpang Warga Dalam
2027	Kuin Kecil
2028	Handil Baru
2030	Balimau
2031	Sungai Musang
:02	Kertak Hanyar
1001	Kertak Hanyar I
2005	Tatah Pemangkih Laut
2006	Simpang Empat
2007	Sungai Lakum
1008	Manarap Lama
2009	Manarap Baru
2010	Kertak Hanyar II
2014	Pasar Kamis
1015	Mandarsari
2016	Manarap Tengah
2017	Belayung Baru
2021	Banua Hanyar
2022	Mekar Raya
:03	Gambut
1001	Gambut
2002	Sungai Kupang
2003	Guntung Papuyu
2004	Makmur
2005	Tambak Sirang Darat
2006	Tambak Sirang Laut
2007	Malintang
2008	Kayu Bawang
2009	Banyu Hirang
2010	Guntung Ujung
2011	Tambak Sirang Baru
2012	Malintang Baru
2013	Keladan Baru
1014	Gambut Barat
:04	Sungai Tabuk
1001	Sungai Lulut
2002	Sungai Bakung
2003	Sungai Tandipah
2004	Lok Baintan
2005	Gudang Hirang
2006	Sungai Pinang Lama
2007	Pembantanan
2008	Pemakuan
2009	Sungai Tabuk Kota
2010	Sungai Tabuk Keramat
2011	Lok Buntar
2012	Gudang Tengah
2013	Pejambuan
2014	Keliling Benteng Ilir
2015	Sungai Pinang Baru
2016	Paku Alam
2017	Lok Baintan Dalam
2018	Pematang Panjang
2019	Sungai Bangkal
2020	Tajau Landung
2021	Abumbun Jaya
:05	Martapura
1001	Keraton
1002	Jawa
1003	Pasayangan
1004	Murung Keraton
1005	Sungai Paring
2009	Sungai Sipai
2010	Pasayangan Selatan
2011	Tanjung Rema
2012	Bincau
2013	Murung Kenanga
2015	Tunggul Irang
2016	Tambak Baru
2034	Cindai Alus
2036	Tungkaran
2037	Tambak Baru Ulu
2040	Bincau Muara
2042	Tunggul Irang Ilir
2043	Tunggul Irang Ulu
2051	Labuan Tabu
2052	Indrasari
2054	Jawa Laut
1055	Tanjung Rema Darat
2056	Pasayangan Utara
2057	Pasayangan Barat
2058	Tambak Baru Ilir
1059	Sekumpul
:06	Karang Intan
2001	Kiram
2002	Mandiangin Barat
2003	Karang Intan
2004	Pandak Daun
2005	Jingah Habang Ulu
2006	Mali Mali
2007	Lok Tangga
2008	Lihung
2009	Bi ih
2010	Penyambaran
2011	Sungai Alang
2012	Sungai Asam
2013	Mandikapau Timur
2014	Awang Bangkal Barat
2015	Awang Bangkal Timur
2016	Sungai Besar
2017	Mandiangin Timur
2018	Pasar Lama
2019	Jingah Habang Ilir
2020	Sungai Arfat
2021	Padang Panjang
2022	Sungai Landas
2023	Abirau
2024	Pulau Nyiur
2025	Mandikapau Barat
2026	Balau
:07	Astambul
2001	Pingaran Ilir
2002	Jati Baru
2003	Pasar Jati
2004	Danau Salak
2005	Tambak Danau
2006	Kaliukan
2007	Sungai Alat
2008	Pingaran Ulu
2009	Astambul Kota
2010	Astambul Seberang
2011	Sungai Tuan Ulu
2012	Banua Anyar Sungai Tuan
2013	Kelampaian Ilir
2014	Kelampaian Ulu
2015	Limamar
2016	Lok Gabang
2017	Pematang Hambawang
2018	Kelampaian Tengah
2019	Tambangan
2020	Banua Anyar Danau Salak
2021	Sungai Tuan Ilir
2022	Munggu Raya
:08	Simpang Empat
2005	Paku
2006	Simpang Empat
2007	Lok Cantung
2008	Tanah Intan
2009	Sungai Raya
2010	Sungkai
2011	Sungai Langsat
2014	Lawiran
2017	Batu Balian
2018	Cabi
2019	Berkat Mulya
2021	Sungkai Baru
2022	Paring Tali
2025	Pasar Lama
2026	Sungai Tabuk
:09	Pengarom
2001	Maniapun
2002	Lok Tunggul
2003	Lobang Baru
2004	Pengaron
2005	Benteng
2006	Ati'im
2007	Alimukim
2008	Panyiuran
2009	Antaraku
2010	Mangkauk
2015	Kertak Empat
2018	Lumpangi
:10	Sungai Pinang
2001	Kupang Rejo
2002	Sungai Pinang
2003	Kahelaan
2004	Rantau Nangka
2005	Rantau Bakula
2006	Belimbing Lama
2010	Sumber Baru
2011	Belimbing Baru
2012	Pakutik
2013	Sumber Harapan
2015	Hakim Makmur
:11	Aranio
2001	Tiwingan Lama
2002	Kalaan
2003	Benua Riam
2004	Bunglai
2005	Apuai
2006	Rantau Bujur
2007	Artain
2008	Rantau Balai
2009	Tiwingan Baru
2010	Belangian
2011	Aranio
2012	Pa'au
:12	Mataraman
2001	Baru
2002	Bawahan Pasar
2003	Bawahan Seberang
2004	Pematang Danau
2005	Surian
2006	Mataraman
2007	Simpang Tiga
2008	Bawahan Selan
2009	Takuti
2010	Pasiraman
2011	Lok Tamu
2012	Sungai Jati
2013	Mangkalawat
2014	Gunung Ulin
2015	Tanah Abang
:13	Beruntung Baru
2001	Pindahan Baru
2002	Handil Purai
2003	Kampung Baru
2004	Lawahan
2005	Babirik
2006	Jambu Burung
2007	Tambak Padi
2008	Haur Kuning
2009	Jambu Raya
2010	Rumpiang
2011	Salat Makmur
2012	Muara Halayung
:14	Martapura Barat
2001	Teluk Selong
2002	Sungai Batang
2003	Sungai Batang Ilir
2004	Sungai Rangas
2005	Penggalaman
2006	Keliling Benteng Ulu
2007	Antasan Sutun
2008	Sungai Rangas Ulu
2009	Sungai Rangas Hambuku
2010	Keliling Benteng Tengah
2011	Teluk Selong Ulu
2012	Tangkas
2013	Sungai Rangas Tengah
:15	Martapura Timur
2001	Pekauman
2002	Keramat
2003	Antasan Senor
2004	Tambak Anyar
2005	Melayu
2006	Melayu Ilir
2007	Akar Bagantung
2008	Dalam Pagar
2009	Tambak Anyar Ulu
2010	Pematang Baru
2011	Melayu Tengah
2012	Akar Baru
2013	Dalam Pagar Ulu
2014	Pekauman Ulu
2015	Mekar
2016	Tambak Anyar Ilir
2017	Sungai Kitano
2018	Keramat Baru
2019	Pekauman Dalam
2020	Antasan Senor Ilir
:16	Sambung Makmur
2001	Madurejo
2002	Baliangin
2003	Gunung Batu
2004	Batang Banyu
2005	Sungai Lurus
2006	Batu Tanam
2007	Pasar Baru
:17	Paramasan
2001	Paramasan Atas
2002	Paramasan Bawah
2003	Remo
2004	Angkipih
:18	Telaga Bauntung
2001	Rantau Bujur
2002	Lok Tanah
2003	Telaga Baru
2004	Rampah
:19	Tatah Makmur
2001	Tatah Bangkal
2002	Bangkal Tengah
2003	Layap Baru
2004	Tatah Layap
2005	Mekar Sari
2006	Pandan Sari
2007	Tampang Awang
2008	Pemangkih Darat
2009	Pemangkih Baru
2010	Pemangkih Tengah
2011	Tatah Jaruju
2012	Jaruju Laut
2013	Thaibah Raya
:20	Cintapuri Darussalam
2001	Keramat Mina
2002	Garis Hanyar
2003	Cintapuri
2004	Surian Hanyar
2005	Benua Anyar
2006	Alalak Padang
2007	Makmur Karya
2008	Simpang Lima
2009	Karya Makmur
2010	Sindang Jaya
2011	Sumber Sari
.04	Barito Kuala
:01	Tabunganen
2001	Kuala Lupak
2002	Sungai Telan Besar
2003	Sungai Telan Kecil
2004	Tabunganen Muara
2005	Tabunganen Tengah
2006	Karya Baru
2007	Tabunganen Perumus
2008	Sungai Teras Dalam
2009	Sungai Jingah Besar
2010	Tabunganen Kecil
2011	Sei Teras Luar
2012	Sei Telan Muara
2013	Beringin Kencana
2014	Tanggul Rejo
:02	Tamban
2001	Purwosari II
2002	Purwosari I
2003	Tamban Bangun
2004	Tamban Muara
2005	Tamban Kecil
2006	Tinggiran II Luar
2007	Jelapat I
2008	Tamban Muara Baru
2009	Purwosari Baru
2010	Sekata Baru
2011	Koanda
2012	Damsari
2013	Sidorejo
2014	Jelapat Baru
2015	Tamban Bangun Baru
2016	Tamban Sari Baru
:03	Anjir Pasar
2001	Andaman
2002	Hilir Mesjid
2003	Anjir Pasar Kota
2004	Banyiur
2005	Gandaraya
2006	Gandaria
2007	Anjir Pasar Kota II
2008	Andaman II
2009	Anjir Seberang Pasar II
2010	Anjir Seberang Pasar I
2011	Anjir Pasar Lama
2012	Pandan Sari
2013	Mentaren
2014	Barunai Baru
2015	Danau Karya
:04	Anjir Muara
2001	Anjir Serapat Muara
2002	Anjir Muara Kota
2003	Patih Muhur
2004	Anjir Muara Kota Tengah
2005	Anjir Serapat Lama
2006	Anjir Serapat Baru
2007	Anjir Muara Lama
2008	Sungai Punggu
2009	Anjir Serapat Baru I
2010	Patih Muhur Baru
2011	Sei Punggu Baru
2012	Anjir Serapat Muara I
2013	Sepakat Barsama
2014	Marabahan Baru
2015	Beringin Jaya
:05	Alalak
1001	Berangas Barat
1002	Berangas
1003	Handil Bakti
2004	Pulau Alalak
2005	Pulau Sewangi
2006	Pulau Sugara
2007	Sungai Lumbah
2008	Berangas Timur
2009	Sei Semangat Bhakti
2010	Sungai Pitung
2011	Belandean Muara
2012	Belandean
2013	Tanjung Harapan
2014	Semangat Dalam
2015	Beringin
2016	Semangat Karya
2017	Panca Karya
2018	Tatah Mesjid
:06	Mandastana
2001	Terantang
2002	Tanipah
2003	Puntik Luar
2004	Puntik Dalam
2005	Tabing Rimbah
2006	Pantai Hambawang
2009	Tatah Alayung
2011	Puntik Tengah
2014	Lokrawa
2015	Sei Ramania
2016	Bangkit Baru
