14	Riau
.01	Kampar
:01	Bangkinang Kota
2009	Kumantan
2010	Ridan Permai
1011	Bangkinang
1013	Langgini
:02	Kampar
2001	Batu Belah
2003	Tanjung Berulak
2006	Ranah
2007	Penyasawan
2008	Rumbio
2013	Padang Mutung
2023	Pulau Jambu
2024	Tanjung Rambutan
2025	Simpang Kubu
1027	Air Tiris
2028	Limau Manis
2030	Naumbai
2031	Pulau Tinggi
2032	Ranah Baru
2033	Bukit Ranah
2034	Pulau Sarak
2035	Koto Tibun
2036	Ranah Singkuang
:03	Tambang
2001	Tambang
2002	Kuapan
2003	Gobah
2004	Teluk Kenidai
2005	Aursati
2006	Padang Luas
2007	Terantang
2008	Kualu
2009	Rimbo Panjang
2010	Parit Baru
2011	Kemang Indah
2012	Kualu Nenas
2013	Tarai Bangun
2014	Sungai Pinang
2015	Balam Jaya
2016	Pulau Permai
2017	Palung Raya
:04	XIII Koto Kampar
2004	Gunung Bungsu
2005	Koto Tuo
2006	Balung
2007	Muara Takus
2010	Pulau Gadang
2011	Tanjung Alai
2012	Ranah Sungkai
2013	Lubuk Agung
2014	Koto Mesjid
2016	Pongkai Istiqomah
2017	Binamang
1018	Batu Bersurat
2019	Koto Tuo Barat
:05	Kuok
2001	Kuok
2005	Merangin
2006	Empat Balai
2007	Pulau Jambu
2008	Silam
2010	Bukit Melintang
2011	Pulau Terap
2012	Lereng
2013	Batu Langka Kecil
:06	Siak Hulu
2001	Pangkalan Baru
2002	Desa Baru
2003	Teratak Buluh
2005	Lubuk Siam
2006	Buluh Cina
2007	Buluh Nipis
2011	Tanah Merah
2012	Pandau Jaya
2013	Tanjung Balam
2014	Kepau Jaya
2015	Pangkalan Serik
2016	Kubang Jaya
:07	Kampar Kiri
2003	Kuntu
2004	Padang Sawah
2005	Domo
2006	IV Koto Setingkai
2008	Teluk Paman
2013	Sungai Geringging
2016	Sungai Paku
2019	Muara Selayah
2020	Sungai Rambai
2021	Tanjung Harapan
2023	Sungai Raja
2026	Sungai Sarik
1027	Lipat Kain
2028	Lipat Kain Utara
2029	Lipat Kain Selatan
2030	Kuntu Darussalam
2031	Tanjung Mas
2032	Sungai Harapan
2033	Sungai Liti
2034	Teluk Paman Timur
:08	Kampar Kiri Hilir
1001	Sungai Pagar
2002	Mentulik
2003	Sungai Simpang Dua
2004	Sungai Bungo
2005	Rantau Kasih
2006	Sungai Petai
2007	Gading Permai
2008	Bangun Sari
:09	Kampar Kiri Hulu
2001	Gema
2002	Tanjung Belit
2003	Tanjung Belit Selatan
2004	Koto Lama
2005	Batu Sanggan
2006	Aur Kuning
2007	Ludai
2008	Tanjung Karang
2009	Batu Sasak
2010	Pangkalan Kapas
2011	Kebun Tinggi
2012	Tanjung Beringin
2013	Gajah Bertalut
2014	Danau Sontul
2015	Pangkalan Serai
2016	Dua Sepakat
2017	Terusan
2018	Deras Tajak
2019	Sungai Santi
2020	Subayang Jaya
2021	Tanjung Permai
2022	Bukit Betung
